,SIM,display_size,screen_to_body_ratio,OS
1368,Dual,['2.4'],['31.3'],
1369,Single,['2.0'],['26.1'],
1370,Dual,['2.4'],['28.0'],
1371,Single,['3.5'],['51.8'],Android
1372,Single,['2.8'],['41.7'],Android
1373,Dual,['2.4'],['26.5'],
1374,Single,['2.8'],['42.0'],
1375,Single,['2.4'],['33.3'],
1376,Single,['7.0'],['63.7'],Android
1377,Single,['7.0'],['63.7'],Android
1378,Single,['4.1'],['59.4'],Android
1379,Single,['3.8'],['55.2'],Android
1380,Single,['3.2'],['49.1'],Android
1381,Single,['2.8'],['42.6'],Android
1382,Single,['3.2'],['46.9'],Android
1383,Single,['2.8'],['40.9'],
1384,Dual,['2.41'],['27.0'],
1385,Single,[],[],
1386,Single,['2.6'],['34.8'],Android
1387,Single,['7.0'],['61.8'],Android
1388,Single,['1.47'],['14.3'],
1389,Single,['2.8'],['40.2'],Android
1390,Single,['2.8'],['39.6'],Android
1391,Single,['3.5'],['49.5'],Android
1392,Single,['3.5'],['49.9'],Android
1393,Single,['2.8'],['40.1'],
1394,Single,['2.0'],['24.8'],
1395,Single,['2.4'],['26.2'],
1396,Single,['2.46'],['25.6'],Windows
1397,Single,['2.8'],['34.9'],Windows
1398,Single,['2.6'],['32.8'],Windows
1399,Single,['2.4'],['25.1'],Windows
1400,Single,['2.4'],['32.4'],Windows
1401,Single,['2.4'],['32.1'],Windows
1402,Single,['2.6'],['42.7'],Windows
1403,Single,['2.6'],['29.2'],Windows
1404,Single,['3.8'],['54.9'],Windows
1405,Single,['2.8'],['33.9'],Windows
1406,Single,['2.8'],['34.3'],Windows
1407,Single,['2.8'],['27.4'],Windows
1408,Single,['2.4'],['28.4'],Windows
1409,Single,['2.5'],['22.8'],Windows
1410,Single,['2.2'],['26.7'],Windows
1411,Single,['2.8'],['28.0'],Windows
1412,Single,['2.8'],['37.2'],Windows
1413,Single,['2.2'],['27.2'],Windows
1414,Single,['2.2'],['29.6'],Windows
1415,Single,['2.8'],['38.8'],Windows
1416,Single,['3.6'],['38.8'],Windows
1417,Single,['2.8'],['38.8'],Windows
1418,Single,['2.2'],['30.2'],Windows
1419,Single,['2.2'],['30.2'],Windows
1420,Single,['2.2'],['28.6'],Windows
1421,Single,['2.8'],['38.8'],Windows
1422,Single,['2.8'],['38.8'],Windows
1423,Dual,['2.4'],['22.8'],Android
1424,Single,['3.5'],['51.6'],Android
1425,Single,[],[],
1426,Single,['1.56'],['40.5'],Android
1427,Dual,['5.0'],['67.4'],Other
1428,No,['7.85'],['67.0'],Other
1429,Single,['4.5'],['62.7'],Other
1430,Dual,['5.0'],['70.8'],Android
1431,Dual,['4.5'],['63.1'],Android
1432,Dual,['5.0'],['77.6'],Android
1433,Dual,['4.0'],['57.1'],Android
1434,Dual,['4.0'],['51.3'],Android
1435,Dual,['5.5'],['70.5'],Android
1436,Dual,['5.0'],['64.4'],Android
1437,Dual,['5.0'],['66.4'],Android
1438,Single,['5.0'],['67.9'],Android
1439,Dual,['3.9'],[],Android
1440,Dual,['4.0'],[],Android
1441,Dual,['5.0'],['70.8'],Android
1442,Dual,['5.0'],['66.7'],Android
1443,Dual,['5.5'],[],Android
1444,Dual,['3.9'],[],Android
1445,Dual,['3.2'],[],Android
1446,Dual,['7.0'],['57.1'],Android
1447,Dual,['7.0'],['57.1'],Android
1448,Dual,['5.0'],['62.0'],Android
1449,Dual,['4.5'],['74.8'],Android
1450,Dual,['4.0'],['58.8'],Android
1451,Dual,['4.0'],['57.7'],Android
1452,Dual,['4.3'],['57.8'],Android
1453,Dual,['5.0'],['60.1'],Android
1454,Dual,['4.0'],['54.2'],Android
1455,Dual,['4.0'],['57.8'],Android
1456,Dual,['4.0'],['69.1'],Android
1457,Dual,['4.0'],['57.7'],Android
1458,Dual,['5.0'],['66.5'],Android
1459,Dual,['4.5'],['62.8'],Android
1460,No,['9.0'],[],Android
1461,No,['8.0'],[],Android
1462,No,['9.7'],[],Android
1463,No,['7.0'],[],Android
1464,No,['8.0'],[],Android
1465,Dual,['2.8'],[],
1466,Dual,['3.5'],[],
1467,Dual,['2.4'],['31.0'],
1468,Dual,['3.8'],['56.6'],Android
1469,Dual,['2.8'],['44.1'],
1470,Dual,['2.4'],['29.8'],
1471,Dual,[],[],
1472,Dual,['2.6'],['33.6'],
1473,Dual,['2.4'],['30.1'],
1474,Dual,['2.4'],['29.5'],
1475,Dual,[],[],
1476,Dual,['2.2'],['28.8'],
1477,Dual,['1.77'],['20.6'],
1478,Dual,['3.5'],['52.6'],Android
1479,Dual,['4.5'],[],Android
1480,Dual,['4.0'],[],Android
1481,Dual,['1.8'],['19.5'],
1482,Dual,['1.8'],['21.9'],
1483,Dual,['2.6'],['32.4'],
1484,Dual,['4.0'],['62.7'],Android
1485,Dual,['2.4'],[],
1486,Dual,['4.0'],[],Android
1487,Dual,['5.9'],['65.6'],Android
1488,Single,['4.5'],['57.8'],Android
1489,Single,['4.5'],['59.9'],Android
1490,No,['4.0'],['51.8'],Android
1491,Single,['3.5'],['53.7'],Android
1492,Single,['2.0'],['25.6'],
1493,Dual,['4.0'],['56.3'],Android
1494,Dual,['4.5'],['61.5'],Android
1495,Dual,['5.5'],['72.0'],Android
1496,Dual,['5.0'],['67.8'],Android
1497,Dual,['5.0'],['66.7'],Android
1498,Dual,['5.5'],['71.6'],Android
1499,Dual,['5.0'],['66.5'],Android
1500,Dual,['5.0'],['68.6'],Android
1501,Dual,['5.0'],['68.7'],Android
1502,Dual,['5.5'],['71.9'],Android
1503,Dual,['5.0'],['66.4'],Android
1504,Dual,['5.0'],['67.7'],Android
1505,Dual,['5.0'],['65.4'],Android
1506,Dual,['4.0'],['56.7'],Windows
1507,Dual,['5.0'],['70.5'],Android
1508,Dual,['5.0'],['67.2'],Android
1509,Dual,['4.7'],['65.4'],Android
1510,Dual,['4.5'],['63.1'],Android
1511,Dual,['4.5'],['64.6'],Android
1512,Dual,['4.0'],['56.9'],Android
1513,Dual,['5.5'],['68.7'],Android
1514,Dual,['4.7'],['65.4'],Android
1515,Dual,['4.7'],['66.2'],Android
1516,Dual,['4.0'],['58.3'],Android
1517,Dual,['3.5'],['51.6'],Android
1518,Dual,['3.5'],['51.6'],Android
1519,Dual,['4.0'],['56.9'],Android
1520,Dual,['5.0'],['65.6'],Android
1521,Dual,['5.0'],['66.0'],Android
1522,Dual,['5.0'],['61.4'],Android
1523,Dual,['5.0'],['66.2'],Android
1524,Dual,['4.0'],['56.3'],Android
1525,Dual,['4.0'],['56.3'],Android
1526,Dual,['4.0'],['56.9'],Android
1527,Dual,['5.0'],['65.7'],Android
1528,Dual,['5.5'],['72.9'],Android
1529,Dual,['5.5'],['74.5'],Android
1530,Dual,['5.5'],['74.4'],Android
1531,Dual,['5.5'],['73.8'],Android
1532,Dual,['5.7'],['73.6'],Android
1533,Dual,['5.5'],['74.4'],Android
1534,Dual,['5.5'],['74.4'],Android
1535,Dual,['6.33'],['79.2'],Android
1536,Dual,['5.5'],['74.4'],Android
1537,Yes,['10.1'],['69.2'],Android
1538,Yes,['10.1'],['70.0'],Android
1539,Yes,['8.0'],['71.8'],Android
1540,Yes,['8.0'],['70.9'],Android
1541,Single,['8.0'],['70.7'],Android
1542,Dual,['5.5'],['78.3'],Android
1543,Dual,['5.0'],['68.8'],Android
1544,Dual,['5.0'],['68.8'],Android
1545,Dual,['4.5'],['65.9'],Android
1546,Dual,['4.5'],['63.6'],Android
1547,Dual,['5.5'],['71.7'],Android
1548,Dual,['5.5'],['72.7'],Android
1549,Dual,['5.0'],['69.1'],Android
1550,Dual,['5.0'],['69.1'],Android
1551,Single,['10.1'],['66.9'],Android
1552,Dual,['4.0'],['57.2'],Android
1553,Dual,['5.0'],[],Android
1554,Dual,['5.0'],['67.5'],Android
1555,Dual,['6.4'],['73.5'],Android
1556,Dual,['6.4'],['72.1'],Android
1557,Dual,['6.4'],['70.9'],Android
1558,Dual,['5.0'],['70.6'],Android
1559,Dual,['5.0'],['29.7'],Android
1560,Dual,['5.2'],['72.7'],Android
1561,Single,['10.1'],['70.0'],Android
1562,Single,['8.0'],['70.7'],Android
1563,Single,['7.0'],['72.2'],Android
1564,Dual,['5.0'],['68.4'],Android
1565,Dual,['5.0'],['68.4'],Android
1566,Dual,['5.5'],['71.7'],Android
1567,Dual,['5.5'],['72.1'],Android
1568,Dual,['5.5'],['72.5'],Android
1569,Dual,['5.0'],['68.4'],Android
1570,Dual,['5.0'],['66.9'],Android
1571,Dual,['5.5'],['71.0'],Android
1572,Dual,['5.5'],['71.0'],Android
1573,Dual,['5.5'],['70.8'],Android
1574,Dual,['5.0'],['68.6'],Android
1575,Single,['10.1'],['66.9'],Android
1576,No,['8.0'],['60.7'],Android
1577,Dual,['4.0'],['57.2'],Android
1578,Dual,['6.98'],['74.4'],Android
1579,Dual,['6.8'],['70.7'],Android
1580,Dual,['5.5'],['72.1'],Android
1581,Dual,['5.0'],['69.8'],Android
1582,Dual,['5.0'],['69.8'],Android
1583,Dual,['5.0'],['68.1'],Android
1584,Dual,['5.0'],['67.9'],Android
1585,Dual,['5.5'],['69.3'],Android
1586,Dual,['4.5'],['63.8'],Android
1587,Dual,['5.5'],['72.1'],Android
1588,Dual,['5.0'],['67.2'],Android
1589,Dual,['5.5'],[],Android
1590,Dual,['5.0'],['66.8'],Android
1591,Dual,['5.0'],['69.8'],Android
1592,Dual,['4.0'],['60.7'],Android
1593,Dual,['5.5'],['71.7'],Android
1594,Dual,['5.0'],['69.3'],Android
1595,Dual,['5.5'],['71.7'],Android
1596,Dual,['5.5'],['71.7'],Android
1597,Dual,['5.0'],['68.9'],Android
1598,Single,['10.1'],['73.9'],Android
1599,Dual,['8.0'],['74.6'],Android
1600,Dual,['5.0'],['67.6'],Android
1601,Single,['7.0'],['68.8'],Android
1602,No,['7.0'],['69.5'],Android
1603,No,['7.0'],['69.5'],Android
1604,Dual,['5.0'],['69.8'],Android
1605,Single,['5.5'],['71.8'],Android
1606,Dual,['5.3'],['74.6'],Android
1607,Dual,['5.0'],['69.3'],Android
1608,Dual,['6.0'],['70.1'],Android
1609,Dual,['5.5'],['72.8'],Android
1610,Dual,['5.5'],['71.0'],Android
1611,Dual,['4.0'],['57.8'],Android
1612,Dual,['5.0'],['65.8'],Android
1613,Dual,['5.0'],['70.5'],Android
1614,Single,['5.0'],['66.5'],Android
1615,Single,['13.3'],['48.8'],Android
1616,Single,['10.1'],['63.4'],Android
1617,Single,['8.0'],['59.3'],Android
1618,Single,['8.0'],['71.4'],Android
1619,Dual,['5.0'],['71.7'],Android
1620,Dual,['5.5'],['73.5'],Android
1621,Dual,['5.5'],['72.2'],Android
1622,Dual,['6.0'],['78.3'],Android
1623,Single,['5.0'],['69.3'],Android
1624,Dual,['5.3'],['69.2'],Android
1625,Dual,['6.0'],['74.3'],Android
1626,Dual,['4.5'],['60.6'],Android
1627,Dual,['6.0'],['70.9'],Android
1628,Dual,['5.0'],['64.6'],Android
1629,Dual,['4.0'],['61.3'],Android
1630,Dual,['4.5'],['61.7'],Android
1631,Dual,['5.0'],['68.5'],Android
1632,Dual,['4.5'],['62.5'],Android
1633,Single,['10.1'],['63.5'],Android
1634,Single,['8.0'],['62.9'],Android
1635,Single,['7.0'],['59.2'],Android
1636,Single,['7.0'],['58.1'],Android
1637,Single,['10.1'],['63.0'],Android
1638,Dual,['5.3'],['67.3'],Android
1639,Dual,['5.0'],['68.8'],Android
1640,Dual,['4.7'],['64.6'],Android
1641,Dual,['6.0'],['70.9'],Android
1642,Dual,['5.0'],['66.9'],Android
1643,Dual,['6.0'],['67.5'],Android
1644,Dual,['4.7'],['63.2'],Android
1645,Single,['5.5'],['72.6'],Android
1646,Single,['10.1'],['63.0'],Android
1647,Single,['8.0'],['60.5'],Android
1648,Dual,['4.5'],['64.5'],Android
1649,Dual,['4.5'],['63.4'],Android
1650,Single,['5.0'],['64.7'],Android
1651,Single,['7.0'],['63.9'],Android
1652,Dual,['5.5'],['68.5'],Android
1653,Dual,['4.5'],['59.5'],Android
1654,Dual,['5.0'],['66.0'],Android
1655,Dual,['4.7'],['62.6'],Android
1656,Dual,['4.0'],['56.7'],Android
1657,Dual,['4.0'],['57.4'],Android
1658,Dual,['3.5'],[],Android
1659,Dual,['5.3'],['64.7'],Android
1660,Yes,['10.1'],['63.2'],Android
1661,No,['10.1'],['63.2'],Android
1662,No,['10.1'],['63.2'],Android
1663,Dual,['7.0'],['59.2'],Android
1664,No,['7.0'],['57.3'],Android
1665,Single,['5.5'],['68.1'],Android
1666,Dual,['5.0'],['65.0'],Android
1667,Dual,['7.0'],['56.5'],Android
1668,Dual,['5.0'],['64.2'],Android
1669,Dual,['4.5'],['60.6'],Android
1670,Dual,['4.5'],['60.7'],Android
1671,Dual,['4.0'],['55.0'],Android
1672,Dual,['4.0'],['56.5'],Android
1673,Dual,['4.5'],['61.8'],Android
1674,Dual,['4.5'],['62.6'],Android
1675,Dual,['3.5'],['51.8'],Android
1676,Dual,['4.0'],['57.8'],Android
1677,Dual,['5.0'],['64.2'],Android
1678,Single,['4.0'],['56.1'],Android
1679,Single,['5.0'],['64.6'],Android
1680,Dual,['4.0'],['56.1'],Android
1681,Dual,['3.5'],['52.5'],Android
1682,Dual,['2.6'],['34.4'],
1683,Dual,['2.4'],['30.4'],
1684,Dual,['2.4'],['30.5'],
1685,Dual,['2.3'],['25.2'],
1686,Dual,['2.3'],['27.4'],
1687,Dual,['2.4'],['32.1'],
1688,Dual,['1.5'],['16.2'],
1689,Single,['3.8'],['56.1'],Android
1690,Dual,['3.5'],['52.5'],Android
1691,Single,['4.5'],['60.1'],Android
1692,No,['7.0'],['56.6'],Android
1693,No,['10.1'],['59.3'],Android
1694,No,['8.0'],['66.4'],Windows
1695,Single,['5.2'],['64.2'],Android
1696,Dual,['5.7'],['78.6'],Android
1697,Single,['1.38'],['52.8'],Android
1698,No,['1.2'],['48.3'],Android
1699,Single,['5.7'],['72.1'],Android
1700,Dual,['5.7'],['72.1'],Android
1701,Single,['5.3'],['67.8'],Android
1702,Single,['5.3'],['69.3'],Android
1703,Dual,['5.3'],['69.2'],Android
1704,Dual,['5.0'],['66.6'],Android
1705,Dual,['5.0'],['66.3'],Android
1706,Dual,['4.5'],['59.7'],Android
1707,Single,['10.1'],['68.8'],Android
1708,Dual,['5.7'],['72.4'],Android
1709,Single,['5.0'],['66.7'],Android
1710,Yes,['5.5'],['71.5'],Android
1711,Single,['5.5'],['71.5'],Android
1712,Dual,['5.5'],['72.0'],Android
1713,Single,['8.0'],['71.0'],Android
1714,Single,['8.0'],['72.2'],Android
1715,Dual,['5.3'],['69.4'],Android
1716,Dual,['5.0'],['66.7'],Android
1717,Dual,['5.7'],['72.6'],Android
1718,Single,['5.7'],['72.7'],Android
1719,Dual,['5.0'],['66.4'],Android
1720,Dual,['4.5'],['61.6'],Android
1721,Dual,['5.3'],['70.1'],Android
1722,Dual,['5.3'],['70.1'],Android
1723,Single,['5.2'],['68.7'],Android
1724,Dual,['4.93'],['65.4'],Android
1725,Dual,['5.0'],['66.7'],Android
1726,Dual,['5.7'],['72.6'],Android
1727,Dual,['5.3'],['70.9'],Android
1728,Dual,['5.0'],['66.2'],Android
1729,Dual,['4.5'],['63.4'],Android
1730,Dual,['5.5'],['71.6'],Android
1731,Single,['5.7'],['72.7'],Android
1732,No,['1.3'],['44.2'],Android
1733,No,['1.3'],['46.3'],Android
1734,Single,['1.38'],['62.0'],Android
1735,Dual,['5.7'],['70.8'],Android
1736,Single,['5.2'],['70.2'],Android
1737,Single,['5.0'],['67.6'],Android
1738,Single,['10.1'],['72.2'],Android
1739,Single,['8.0'],['70.9'],Android
1740,Single,['3.2'],['44.1'],Android
1741,Single,['4.5'],['66.2'],Android
1742,Dual,['5.0'],['68.3'],Android
1743,Dual,['5.2'],['72.3'],Android
1744,Dual,['3.0'],['44.5'],
1745,Single,['3.0'],['44.5'],
1746,Single,['5.0'],['70.7'],Android
1747,Dual,['5.5'],['73.4'],Android
1748,Single,['5.5'],['72.5'],Android
1749,Single,['5.7'],['73.2'],Android
1750,Single,['5.7'],['73.3'],Android
1751,Single,['5.0'],['69.1'],Android
1752,Single,['1.3'],[],Other
1753,No,['1.65'],['49.8'],Android
1754,Dual,['5.0'],['70.5'],Android
1755,Dual,['4.7'],['69.1'],Android
1756,Dual,['4.5'],['66.2'],Android
1757,Single,['4.0'],['58.0'],Android
1758,Single,['5.5'],['73.5'],Android
1759,Single,['4.5'],['66.7'],Android
1760,Dual,['5.0'],['70.6'],Android
1761,Dual,['4.5'],['66.6'],Android
1762,Dual,['5.5'],['76.4'],Android
1763,Single,['5.9'],['74.3'],Android
1764,Dual,['4.5'],['66.6'],Android
1765,Single,['4.3'],['64.0'],Android
1766,Dual,['4.3'],['64.0'],Android
1767,Dual,['5.5'],['73.6'],Android
1768,Dual,['5.0'],['70.7'],Android
1769,Dual,['4.5'],['66.6'],Android
1770,Single,['8.0'],['71.6'],Android
1771,Single,['5.7'],['74.4'],Android
1772,Single,['5.2'],['73.8'],Android
1773,Single,['7.0'],['66.0'],Android
1774,Single,['4.0'],['55.9'],Android
1775,Single,['3.2'],['46.6'],Android
1776,Single,['3.0'],['40.9'],Android
1777,Single,['5.7'],['74.2'],Android
1778,Single,['5.5'],['76.4'],Android
1779,Dual,['5.0'],['71.9'],Android
1780,Single,['5.0'],['71.9'],Android
1781,Single,['4.3'],['61.9'],Android
1782,Single,['5.5'],['75.2'],Android
1783,Single,['5.5'],['75.3'],Android
1784,Yes,['2.2'],['30.4'],
1785,Single,['4.7'],['70.1'],Android
1786,Yes,['10.1'],['68.3'],Android
1787,No,['10.1'],['68.3'],Android
1788,No,['8.0'],['70.9'],Android
1789,No,['7.0'],['66.0'],Android
1790,Single,['5.0'],['69.3'],Android
1791,Dual,['5.0'],['69.3'],Android
1792,Single,['4.7'],['70.1'],Android
1793,Dual,['4.3'],['61.9'],Android
1794,Single,['8.3'],['72.8'],Android
1795,Single,['4.5'],['68.2'],Android
1796,Single,['4.7'],['71.2'],Android
1797,Single,['4.7'],['71.2'],Android
1798,Dual,['4.7'],['71.2'],Android
1799,Dual,['4.7'],['70.1'],Android
1800,Single,['4.7'],['70.1'],Android
1801,Single,['4.5'],['67.8'],Android
1802,Dual,['4.5'],['67.8'],Android
1803,Single,['3.5'],['56.5'],Android
1804,Dual,['3.5'],['56.5'],Android
1805,Single,['5.9'],['74.2'],Android
1806,Triple,['3.0'],['46.1'],Android
1807,Yes,['4.0'],['57.7'],Android
1808,Single,['5.5'],['72.8'],Android
1809,Single,['4.95'],['70.8'],Android
1810,Single,['6.0'],['75.8'],Android
1811,Single,['4.0'],['63.0'],Other
1812,Single,['5.5'],['72.2'],Android
1813,Dual,['5.5'],['72.2'],Android
1814,Dual,['3.2'],['51.0'],Android
1815,No,['8.3'],['72.8'],Android
1816,Single,['5.2'],['75.9'],Android
1817,Single,['4.7'],['71.3'],Android
1818,Yes,['4.0'],['78.4'],Android
1819,Single,['4.7'],['64.6'],Android
1820,Dual,['3.8'],['58.9'],Android
1821,Single,['3.8'],['59.1'],Android
1822,Yes,['3.2'],['50.3'],Android
1823,Single,['4.0'],['63.3'],Android
1824,Single,['4.3'],['66.3'],Android
1825,Single,['4.7'],['67.4'],Android
1826,Single,['4.5'],['66.2'],Android
1827,Yes,['4.3'],['62.7'],Android
1828,Single,['5.5'],['73.0'],Android
1829,Dual,['4.3'],['64.7'],Android
1830,Single,['4.3'],['65.0'],Android
1831,Dual,['4.0'],['61.8'],Android
1832,Single,['4.0'],['62.3'],Android
1833,Dual,['3.2'],['50.3'],Android
1834,Single,['3.2'],['50.6'],Android
1835,Single,['3.0'],['45.8'],Android
1836,Single,['4.7'],['68.3'],Android
1837,Dual,['2.2'],['25.3'],
1838,Single,['2.2'],['25.4'],
1839,Triple,['2.3'],['25.2'],
1840,Single,['4.7'],['66.1'],Android
1841,Single,['4.0'],['59.4'],Android
1842,Single,['4.5'],['63.5'],Android
1843,Single,['5.0'],['68.4'],Android
1844,Single,['4.7'],['67.1'],Android
1845,Single,['4.7'],['69.2'],Android
1846,Single,['4.7'],['69.2'],Android
1847,Single,['5.0'],['61.3'],Android
1848,Single,['4.3'],['62.8'],Android
1849,Single,['4.3'],['62.2'],Android
1850,Dual,['4.0'],['60.6'],Android
1851,Single,['4.7'],['67.7'],Android
1852,Single,['3.5'],['53.9'],Android
1853,Single,['5.0'],['61.3'],Android
1854,Dual,['3.2'],['50.2'],Android
1855,Dual,['2.3'],['25.0'],
1856,Single,['3.2'],['52.2'],
1857,Dual,['3.2'],['52.2'],
1858,Single,['3.5'],['49.5'],Android
1859,Dual,['3.2'],['52.2'],
1860,Single,['4.7'],['65.0'],Android
1861,Single,['4.5'],['61.9'],Android
1862,Single,['3.0'],['43.9'],
1863,Single,['4.0'],['61.5'],Android
1864,Single,['3.5'],['51.1'],Android
1865,Single,['4.7'],['67.5'],Android
1866,Single,['4.3'],['61.6'],Android
1867,Single,['4.3'],['61.6'],Android
1868,Single,['4.3'],['62.6'],Android
1869,Single,['4.0'],['60.6'],Android
1870,Single,['5.0'],['61.3'],Android
1871,Single,['4.3'],['61.3'],Android
1872,Single,['3.2'],['50.2'],Android
1873,Single,['8.9'],['60.8'],Android
1874,Single,['3.0'],['45.2'],
1875,Single,['4.0'],['61.3'],Android
1876,Single,['4.0'],['62.8'],Android
1877,Single,['4.5'],['59.9'],Android
1878,Dual,['2.3'],['24.2'],
1879,Single,['4.3'],['59.8'],Android
1880,Single,['4.5'],['61.5'],Android
1881,Single,['4.5'],['61.4'],Android
1882,Single,['3.2'],['46.3'],Android
1883,Single,['2.8'],['40.1'],
1884,Single,['3.5'],['46.8'],Android
1885,Single,['3.2'],['46.1'],Android
1886,Dual,['2.4'],['30.0'],
1887,Single,['3.8'],['54.3'],Windows
1888,Single,['3.2'],['44.9'],Android
1889,Single,['4.5'],['61.9'],Android
1890,Single,['4.5'],['61.9'],Android
1891,Single,['4.0'],['60.9'],Android
1892,Single,['4.0'],['57.0'],Android
1893,Single,['3.5'],['52.9'],Android
1894,Single,['3.8'],['53.7'],Android
1895,Dual,['3.2'],['45.3'],Android
1896,Single,['3.2'],['45.5'],Android
1897,Single,['4.3'],['61.4'],Android
1898,Single,['4.0'],['58.3'],Android
1899,Single,['4.0'],['58.3'],Android
1900,Single,['2.8'],['34.0'],Android
1901,Dual,['2.4'],['30.0'],
1902,Dual,['2.2'],['24.6'],
1903,Single,['2.2'],['31.8'],
1904,Single,['2.2'],['29.9'],
1905,Single,['1.45'],['14.1'],
1906,Dual,['1.77'],['19.4'],
1907,Triple,['2.2'],['26.3'],
1908,Dual,['1.52'],['15.6'],
1909,Single,['2.2'],['29.9'],
1910,Dual,['2.8'],['40.4'],
1911,Single,['2.8'],['40.4'],
1912,Single,['2.8'],['39.5'],
1913,Single,['2.8'],['39.5'],
1914,Dual,['2.3'],['23.8'],
1915,Single,['2.3'],['23.4'],
1916,Single,['1.5'],['16.0'],
1917,Single,['4.3'],['59.2'],Android
1918,Single,['2.0'],['21.3'],
1919,Single,['3.5'],['46.9'],Android
1920,Single,['3.2'],['45.3'],Android
1921,Single,['3.2'],['45.3'],Android
1922,Single,['4.3'],['60.1'],Android
1923,Single,['2.8'],['28.7'],
1924,Single,['4.3'],['60.1'],Android
1925,Single,['8.9'],['61.7'],Android
1926,Single,['1.52'],['15.6'],
1927,Dual,['2.0'],['24.1'],
1928,Single,['2.0'],['24.2'],
1929,Single,['1.7'],['17.7'],
1930,Single,['2.8'],['36.3'],Android
1931,Single,['2.8'],['39.1'],Android
1932,Single,['4.0'],['58.3'],Android
1933,Single,['4.0'],['58.2'],Android
1934,Single,['4.0'],['58.2'],Android
1935,Single,['3.8'],['63.1'],Android
1936,Single,['4.3'],['61.4'],Android
1937,Dual,['2.3'],['24.6'],
1938,Dual,['2.4'],['24.8'],
1939,Single,['2.8'],['41.5'],
1940,Single,['1.77'],['24.5'],
1941,Single,['1.77'],['20.3'],
1942,Dual,['2.0'],['24.4'],
1943,Single,['2.2'],['27.6'],
1944,Dual,['2.8'],['39.5'],
1945,Dual,['2.8'],['39.5'],
1946,Single,['3.2'],['44.6'],Android
1947,Single,['2.4'],['31.1'],
1948,Single,['3.0'],['45.3'],
1949,Single,['3.0'],['44.9'],
1950,Single,['3.5'],['49.0'],Windows
1951,Single,['3.8'],['55.0'],Windows
1952,Single,['2.4'],['24.8'],
1953,Single,['3.2'],['46.8'],Android
1954,Single,['2.6'],['35.6'],
1955,Single,['3.2'],['46.9'],Android
1956,Single,['3.2'],['45.3'],Android
1957,Single,['3.2'],['45.5'],Android
1958,Single,['3.2'],['45.5'],Android
1959,Single,['3.5'],['52.7'],Windows
1960,Single,['2.4'],['34.7'],
1961,Single,['2.4'],['33.2'],
1962,Single,['2.4'],['34.5'],
1963,Single,['2.8'],['42.0'],
1964,Single,['2.8'],['41.4'],
1965,Single,['2.8'],['41.4'],
1966,Single,['2.8'],['41.5'],
1967,Single,['2.8'],['41.5'],
1968,Single,['2.4'],['36.9'],
1969,Single,['2.2'],['22.5'],
1970,Dual,['2.2'],['25.7'],
1971,Single,['3.0'],['44.7'],
1972,Single,['3.2'],['45.3'],Windows
1973,Single,['3.0'],['43.9'],
1974,Single,['3.0'],['43.9'],
1975,Single,['3.0'],['46.0'],
1976,Single,['3.5'],['51.5'],Android
1977,Dual,['3.0'],['44.1'],
1978,Single,['3.0'],['42.9'],
1979,Single,['1.5'],['15.7'],
1980,Single,['1.52'],['16.0'],
1981,Single,['2.0'],['27.5'],
1982,Single,['3.0'],['45.5'],Android
1983,Single,['3.0'],['45.1'],Android
1984,Single,['3.0'],['44.8'],
1985,Single,['3.0'],['43.9'],
1986,Single,['3.0'],['45.6'],
1987,Dual,['2.0'],['24.1'],
1988,Single,['2.2'],['30.6'],
1989,Single,['3.5'],['48.1'],Android
1990,Single,['3.2'],['58.1'],
1991,Single,['3.0'],['45.4'],
1992,Single,['3.0'],['43.7'],Windows
1993,Single,['2.8'],['40.0'],
1994,Single,['2.0'],['24.7'],
1995,Single,['3.2'],['45.7'],Windows
1996,Single,['2.2'],['27.2'],
1997,Single,['2.2'],['29.4'],
1998,Single,['1.5'],['15.3'],
1999,Single,['2.0'],['28.7'],
2000,Single,['3.0'],['45.3'],
2001,Single,['2.4'],['33.3'],
2002,Single,['3.0'],['52.9'],
2003,Single,['2.4'],['32.8'],
2004,Single,['2.0'],['25.6'],
2005,Single,['3.0'],['45.1'],Android
2006,Single,['3.0'],['43.6'],Windows
2007,Single,['4.01'],['57.8'],
2008,Single,['2.4'],['25.3'],
2009,Single,['2.0'],['24.4'],
2010,Single,['1.5'],['15.2'],
2011,Single,['1.5'],['15.8'],
2012,Single,['2.4'],['24.8'],Windows
2013,Single,['3.0'],['43.5'],
2014,Single,['3.0'],['43.9'],
2015,Single,['2.8'],['39.5'],
2016,Single,['3.0'],['46.5'],
2017,Single,['3.0'],['41.9'],
2018,Single,['2.0'],['25.3'],
2019,Single,['2.2'],['28.7'],
2020,Dual,['3.0'],['44.4'],
2021,Single,['1.5'],['18.5'],
2022,Single,['2.8'],['39.5'],
2023,Single,['1.77'],['19.9'],
2024,Single,['2.0'],['24.7'],
2025,Single,['2.4'],['32.7'],
2026,Single,['3.0'],['43.7'],
2027,Single,['3.0'],['41.3'],Windows
2028,Single,['3.0'],['42.5'],
2029,Single,['2.0'],['26.4'],
2030,Single,['1.76'],['20.2'],
2031,Single,['1.5'],['15.7'],
2032,Single,['2.0'],['25.6'],
2033,Single,['2.2'],['27.6'],
2034,Single,['2.0'],['24.8'],
2035,Single,['2.0'],['24.3'],
2036,Single,['1.5'],['15.7'],
2037,Single,['1.5'],['15.8'],
