,SIM,display_size,screen_to_body_ratio,OS
2038,Single,['1.43'],['33.7'],Other
2039,Single,['3.0'],['42.8'],Windows
2040,Single,['1.5'],['17.5'],
2041,Single,['2.0'],['24.5'],
2042,Single,['3.0'],['45.4'],
2043,Single,['2.4'],['32.1'],
2044,Single,['3.0'],['43.4'],
2045,Single,['3.0'],['43.4'],
2046,Single,['3.0'],['43.4'],
2047,Single,['3.0'],['43.9'],
2048,Single,['3.0'],['42.5'],
2049,Single,['2.2'],['27.5'],
2050,Single,['2.0'],['26.8'],
2051,Single,['1.5'],['17.6'],
2052,Single,['1.77'],['22.3'],
2053,Single,['1.77'],['21.9'],
2054,Single,['1.77'],['20.4'],
2055,Single,['1.77'],['20.6'],
2056,Single,['2.4'],['34.5'],
2057,Single,['2.4'],['34.5'],
2058,Single,['2.0'],['26.5'],
2059,Single,['2.2'],['29.2'],
2060,Single,['2.0'],['28.5'],
2061,Single,['2.0'],['29.0'],
2062,Single,['2.0'],['25.5'],
2063,Single,['2.4'],['35.8'],
2064,Single,['2.4'],['34.2'],
2065,Single,['2.4'],['34.2'],
2066,Single,['2.4'],['34.2'],
2067,Single,['3.0'],['43.2'],
2068,Single,['3.0'],['44.6'],
2069,Single,['2.0'],['24.1'],
2070,Single,['2.2'],['29.0'],
2071,Single,['2.0'],['25.6'],
2072,Single,['2.4'],['30.4'],Symbian
2073,Single,['2.2'],['29.8'],
2074,Single,['2.0'],['25.1'],
2075,Single,[],[],
2076,Single,['2.0'],['27.0'],
2077,Single,['2.2'],['30.3'],
2078,Single,['2.0'],['25.4'],
2079,Single,['1.7'],['17.3'],
2080,Single,['2.0'],['23.9'],
2081,Single,[],[],
2082,Single,['1.7'],['22.0'],
2083,Single,['1.7'],['18.9'],
2084,Single,['1.77'],['23.8'],
2085,Single,['1.0'],['7.6'],
2086,Single,['1.5'],['16.1'],
2087,Single,['1.5'],['15.3'],
2088,Single,['1.5'],['15.6'],
2089,Single,['1.5'],['16.0'],
2090,Single,['1.76'],['22.6'],
2091,Single,['2.2'],['27.5'],
2092,Single,['1.77'],['23.3'],
2093,Single,['1.7'],['20.3'],
2094,Single,['2.8'],['41.9'],Windows
2095,Single,['3.0'],['45.5'],
2096,Single,['3.0'],['45.5'],
2097,Single,['2.0'],['27.0'],
2098,Single,['2.0'],['27.6'],
2099,Single,['1.86'],['24.9'],
2100,Single,['1.5'],['16.5'],
2101,Single,['1.5'],['16.5'],
2102,Single,['2.0'],['24.9'],
2103,Single,['3.0'],['48.0'],
2104,Single,['2.2'],['29.7'],
2105,Single,['2.2'],['29.7'],
2106,Single,['1.77'],['20.4'],
2107,Single,['2.2'],['29.7'],
2108,Single,['2.4'],['33.2'],
2109,Single,['2.4'],['34.0'],Symbian
2110,Single,[],[],
2111,Single,['2.0'],['24.9'],
2112,Single,[],[],
2113,Single,['2.0'],['26.5'],
2114,Single,['1.56'],['18.7'],
2115,Single,['1.7'],['17.6'],
2116,Single,['1.8'],['25.5'],
2117,Single,['2.0'],['28.3'],
2118,Single,['2.0'],['25.5'],
2119,Single,['1.5'],['16.2'],
2120,Single,['2.2'],['31.2'],
2121,Single,[],[],
2122,Single,['1.8'],['26.0'],
2123,Single,[],[],
2124,Single,['2.0'],['27.3'],
2125,Single,['2.0'],['27.6'],
2126,Single,['2.0'],['29.1'],
2127,Single,['2.0'],['27.8'],
2128,Single,['1.8'],['23.1'],
2129,Single,['1.5'],['16.3'],
2130,Single,['2.0'],['26.9'],
2131,Single,['1.8'],['22.2'],
2132,Single,[],[],
2133,Single,['1.8'],['22.7'],
2134,Single,['2.0'],['22.9'],
2135,Single,[],[],
2136,Single,[],[],
2137,Single,[],[],
2138,Single,[],[],
2139,Single,[],[],
2140,Single,['1.5'],['15.9'],
2141,Dual,['5.0'],['67.9'],Android
2142,Dual,['5.5'],['71.0'],Android
2143,Dual,['5.2'],['69.4'],Android
2144,Dual,['5.5'],['70.9'],Android
2145,Dual,['5.7'],['74.5'],Android
2146,Dual,['5.5'],['74.5'],Android
2147,Dual,['5.0'],['69.8'],Android
2148,Dual,['5.5'],['72.3'],Android
2149,Dual,['5.2'],['71.3'],Android
2150,Dual,['5.2'],['69.5'],Android
2151,Dual,['6.0'],['74.4'],Android
2152,Dual,['5.5'],['70.9'],Android
2153,Dual,['5.5'],['71.5'],Android
2154,Dual,['5.0'],['69.5'],Android
2155,Dual,['5.0'],['70.1'],Android
2156,Dual,['5.2'],['71.6'],Android
2157,Dual,['5.5'],['71.2'],Android
2158,Dual,['4.7'],[],Android
2159,Dual,['5.5'],['72.8'],Android
2160,Dual,['5.7'],['73.3'],Android
2161,Dual,['5.0'],['71.4'],Android
2162,Dual,['5.5'],['74.5'],Android
2163,Dual,['5.5'],['72.8'],Android
2164,Dual,['5.5'],['72.9'],Android
2165,Single,['5.0'],['69.9'],Android
2166,Single,['5.5'],['73.7'],Android
2167,Single,['5.36'],['75.5'],Android
2168,Single,['5.1'],['74.1'],Android
2169,Single,['4.4'],['69.3'],Android
2170,Single,['4.0'],['62.0'],Android
2171,Single,['4.0'],['62.0'],Android
2172,Dual,['5.0'],['66.0'],Android
2173,Dual,['5.5'],['72.7'],Android
2174,Dual,['4.0'],[],Android
2175,Dual,['5.5'],[],Android
2176,Dual,['4.5'],['61.8'],Android
2177,Dual,['5.5'],['70.0'],Android
2178,Dual,['5.0'],[],Android
2179,Dual,['4.5'],['64.1'],Android
2180,Dual,['4.5'],[],Android
2181,Dual,['4.0'],[],Android
2182,Dual,['5.0'],['65.8'],Android
2183,Dual,['6.0'],[],Android
2184,Dual,['5.0'],[],Android
2185,Dual,['5.0'],[],Android
2186,Dual,['5.0'],[],Android
2187,Dual,['5.5'],[],Android
2188,Dual,['5.5'],[],Android
2189,Dual,['5.0'],[],Android
2190,Dual,['5.0'],['69.5'],Android
2191,Dual,['5.5'],[],Android
2192,Dual,['4.7'],[],Android
2193,Dual,['5.0'],['66.3'],Android
2194,Dual,['5.2'],[],Android
2195,Dual,['5.0'],[],Android
2196,Dual,['3.5'],[],Android
2197,Dual,['5.0'],[],Android
2198,Single,['4.8'],[],Android
2199,Single,['8.0'],[],Android
2200,Dual,['5.0'],[],Android
2201,Dual,['4.5'],['27.9'],Android
2202,Dual,['6.0'],['70.3'],Android
2203,Dual,['5.0'],[],Android
2204,Dual,['4.7'],[],Android
2205,Dual,['5.5'],[],Android
2206,Dual,['4.7'],[],Android
2207,Dual,['4.0'],[],Android
2208,Dual,['5.0'],[],Android
2209,Dual,['4.0'],[],Android
2210,Dual,['5.0'],[],Android
2211,Dual,['4.5'],[],Android
2212,Dual,['4.0'],[],Android
2213,Dual,['4.5'],[],Android
2214,Single,['8.0'],['69.6'],Android
2215,Dual,['7.0'],['63.6'],Android
2216,Dual,['4.7'],[],Android
2217,Dual,['5.0'],[],Android
2218,Dual,['4.5'],['60.9'],Android
2219,Dual,['4.5'],['65.3'],Android
2220,Dual,['4.7'],['40.6'],Android
2221,Dual,['4.5'],['27.9'],Android
2222,Dual,['5.0'],[],Android
2223,Dual,['4.0'],['22.8'],Android
2224,Dual,['4.0'],['34.3'],Android
2225,Dual,['5.5'],['62.8'],Android
2226,Dual,['5.0'],['64.7'],Android
2227,Dual,['4.0'],['34.3'],Android
2228,Dual,['5.5'],['62.8'],Android
2229,Dual,['5.0'],['79.8'],Windows
2230,Dual,['4.0'],['52.7'],Windows
2231,Dual,['4.0'],['34.3'],Android
2232,Dual,['4.7'],['47.3'],Android
2233,Dual,['5.0'],['53.6'],Android
2234,Dual,['2.8'],['34.7'],
2235,Dual,['5.0'],['34.5'],Android
2236,Dual,['5.0'],['34.5'],Android
2237,Dual,['6.0'],['74.7'],Android
2238,Dual,['4.0'],['55.5'],Android
2239,Dual,['2.4'],['27.0'],
2240,Dual,['2.3'],['26.1'],
2241,Dual,['1.76'],['19.6'],
2242,Dual,['5.0'],[],Android
2243,Dual,['3.5'],[],Android
2244,Dual,['4.0'],[],Android
2245,Dual,['3.5'],['49.9'],Android
2246,Dual,['5.0'],['57.4'],Android
2247,Dual,['4.7'],[],Android
2248,Dual,['4.5'],[],Android
2249,Dual,['6.0'],['71.4'],Android
2250,Dual,['5.0'],['65.1'],Android
2251,Dual,['4.0'],['50.3'],Android
2252,Dual,['5.0'],[],Android
2253,Dual,['5.0'],['64.7'],Android
2254,Dual,['5.0'],[],Android
2255,Yes,['8.0'],['63.1'],Android
2256,Dual,['4.7'],['58.7'],Android
2257,Dual,['5.0'],[],Android
2258,Dual,['4.5'],['62.6'],Android
2259,Dual,['4.5'],['59.9'],Android
2260,Dual,['4.0'],['55.7'],Android
2261,Dual,['5.7'],['67.4'],Android
2262,Dual,['5.0'],['62.9'],Android
2263,Dual,['5.0'],['64.6'],Android
2264,Dual,['4.5'],['60.2'],Android
2265,Dual,['5.0'],['61.3'],Android
2266,Dual,['2.8'],['31.9'],
2267,Dual,['2.8'],['33.9'],
2268,Dual,['2.6'],['33.9'],
2269,Dual,['2.4'],['29.4'],
2270,Dual,['1.77'],['19.7'],
2271,Dual,['2.2'],[],
2272,Dual,['2.8'],['41.0'],
2273,Dual,['5.3'],['68.8'],Android
2274,Yes,['7.0'],['60.3'],Android
2275,Yes,['7.0'],[],Android
2276,Yes,['7.0'],['57.5'],Android
2277,Yes,['7.0'],[],Android
2278,Dual,['5.0'],['65.6'],Android
2279,Dual,['4.5'],['65.0'],Android
2280,Dual,['3.5'],['50.7'],Android
2281,Dual,['3.95'],['56.8'],Android
2282,Dual,['3.5'],['49.3'],Android
2283,Dual,['4.0'],['57.4'],Android
2284,Dual,['3.5'],['50.6'],Android
2285,Dual,['5.0'],[],Android
2286,Dual,['5.0'],['64.7'],Android
2287,Dual,['5.0'],['60.9'],Android
2288,Dual,['5.0'],['61.3'],Android
2289,Dual,['3.97'],[],Android
2290,Dual,['4.0'],['57.0'],Android
2291,Dual,['3.5'],['50.7'],Android
2292,No,['7.0'],[],Android
2293,No,['7.0'],[],Android
2294,No,['10.1'],[],Android
2295,Dual,['5.0'],['66.7'],Android
2296,Dual,['4.3'],['61.9'],Android
2297,Dual,['4.3'],['64.8'],Android
2298,Dual,['3.98'],['55.5'],Android
2299,Dual,['3.75'],['48.3'],Android
2300,Dual,['3.5'],['54.6'],Android
2301,Dual,['2.8'],['41.5'],Android
2302,Dual,['1.77'],[],
2303,Dual,['2.6'],['32.6'],
2304,Dual,['2.4'],['30.9'],
2305,Dual,['2.4'],['31.1'],
2306,Dual,['2.4'],['30.8'],
2307,Dual,['2.0'],['26.3'],
2308,Dual,['3.5'],['52.7'],Android
2309,Dual,['3.2'],['46.4'],Android
2310,Dual,['3.5'],['50.3'],Android
2311,Dual,['3.5'],['49.8'],
2312,Dual,['3.2'],[],
2313,Dual,['2.55'],['33.4'],
2314,Dual,['2.8'],['41.0'],
2315,Dual,['2.4'],['32.0'],
2316,Dual,['2.4'],['30.9'],
2317,Dual,['1.77'],['17.0'],
2318,Dual,['2.4'],['29.5'],
2319,Dual,['1.8'],[],
2320,Dual,['3.1'],['43.2'],Android
2321,Dual,['3.5'],['49.8'],Android
2322,No,['7.0'],['59.5'],Android
2323,Dual,['3.5'],['54.5'],Android
2324,Dual,['3.2'],['47.8'],
2325,Dual,['2.2'],['31.9'],
2326,Dual,['2.8'],['40.9'],
2327,Dual,['2.4'],[],
2328,Dual,['2.4'],['29.4'],
2329,Dual,['1.46'],['12.6'],
2330,Dual,['3.75'],['55.0'],Android
2331,Dual,['2.4'],['30.8'],
2332,Dual,['2.6'],['33.6'],
2333,Dual,['2.8'],['40.2'],
2334,Dual,[],[],
2335,Dual,['2.4'],['31.7'],
2336,Single,['2.8'],['38.6'],Android
2337,Dual,[],[],
2338,Dual,['2.4'],['29.4'],
2339,Dual,[],[],
2340,Dual,['2.4'],['25.4'],
2341,Single,['3.8'],['57.6'],Android
2342,Single,['3.2'],['47.4'],Android
2343,Dual,['2.4'],['30.4'],
2344,Dual,['2.4'],['29.8'],
2345,Dual,['2.2'],['26.3'],
2346,Dual,['2.2'],['26.8'],
2347,Dual,['2.0'],['24.5'],
2348,Dual,['2.4'],['35.4'],
2349,Dual,['2.2'],['28.2'],
2350,Dual,['1.77'],['18.9'],
2351,Dual,['2.2'],['21.9'],
2352,Dual,['3.2'],[],
2353,Single,['2.8'],['38.4'],Android
2354,Dual,['3.2'],['50.1'],
2355,Single,['3.2'],['46.3'],
2356,Single,['2.8'],['36.8'],
2357,Single,['2.8'],['39.9'],
2358,Dual,['2.2'],['28.0'],
2359,Dual,['1.44'],['14.0'],
2360,Dual,['1.75'],[],
2361,Single,['1.46'],[],
2362,Single,['1.46'],['14.6'],
2363,Dual,['2.8'],['36.7'],
2364,Dual,['2.2'],['25.7'],
2365,Dual,[],[],
2366,Single,[],[],
2367,Single,[],[],
2368,Dual,[],[],
2369,Dual,['2.2'],['23.1'],
2370,Single,['2.4'],['32.1'],
2371,Single,['3.2'],['47.3'],Windows
2372,Dual,['2.2'],['28.1'],
2373,Single,['2.4'],['31.7'],
2374,Dual,['2.2'],['22.4'],
2375,Dual,['2.2'],['22.4'],
2376,Dual,['2.2'],['22.4'],
2377,Dual,['2.2'],['21.0'],
2378,Dual,['2.4'],['36.4'],
2379,Single,['1.46'],['14.6'],
2380,Single,['1.75'],['19.6'],
2381,Single,['1.4'],['15.0'],
2382,Single,['1.5'],['15.0'],
2383,Single,['1.5'],[],
2384,Single,['1.81'],['22.9'],
2385,Single,['1.8'],[],
2386,Dual,['2.0'],['24.0'],
2387,Dual,['2.0'],['24.3'],
2388,Dual,['2.2'],['29.5'],
2389,Dual,['2.0'],['24.5'],
2390,Dual,['5.0'],['67.1'],Windows
2391,Dual,['5.7'],['75.2'],Windows
2392,Single,['5.7'],['74.3'],Windows
2393,Dual,['5.2'],['70.2'],Windows
2394,Single,['5.2'],['70.5'],Windows
2395,Single,['4.7'],['64.7'],Windows
2396,Dual,['5.0'],['64.9'],Windows
2397,Dual,['4.0'],['58.8'],Windows
2398,Dual,['5.7'],['69.1'],Windows
2399,Single,['5.7'],['69.1'],Windows
2400,Dual,['5.7'],['69.1'],Windows
2401,Single,['5.7'],['69.1'],Windows
2402,Dual,['5.0'],['67.6'],Windows
2403,Single,['5.0'],['67.6'],Windows
2404,Dual,['5.0'],['67.6'],Windows
2405,Dual,['4.0'],['58.5'],Windows
2406,Single,['4.0'],['58.5'],Windows
2407,Dual,['4.0'],['59.6'],Windows
2408,Single,['4.0'],['59.6'],Windows
2409,Dual,['5.0'],['67.9'],Windows
2410,Single,['5.0'],['67.9'],Windows
2411,No,['10.6'],['65.4'],Windows
2412,No,['10.6'],['65.6'],Windows
2413,Single,['3.4'],['51.6'],
2414,Single,['2.6'],['36.8'],
2415,Single,['3.4'],['45.8'],
2416,Single,['2.6'],['39.9'],
2417,Single,['2.7'],['39.6'],Windows
2418,Single,['2.7'],['35.7'],Windows
2419,Dual,['5.5'],['69.4'],Android
2420,Single,['5.5'],['69.4'],Android
2421,Dual,['5.0'],['65.9'],Android
2422,Single,['5.0'],['66.2'],Android
2423,Dual,['5.5'],['70.1'],Android
2424,Dual,['5.0'],['66.2'],Android
2425,Dual,['5.0'],['64.3'],Android
2426,Dual,['5.2'],['67.1'],Android
2427,Dual,['5.0'],['65.4'],Android
2428,Dual,['5.5'],['73.1'],Android
2429,Dual,['5.0'],['66.9'],Android
2430,Dual,['5.5'],['69.1'],Android
2431,Single,['5.0'],['66.9'],Android
2432,Single,['5.5'],['70.3'],Android
2433,Dual,['5.5'],['72.0'],Android
2434,Dual,['5.5'],['71.2'],Android
2435,Dual,['5.5'],['71.2'],Android
2436,Dual,['5.0'],['66.3'],Android
2437,Dual,['5.0'],['67.0'],Android
2438,Dual,['5.4'],['69.8'],Android
2439,Single,['5.4'],['69.8'],Android
2440,Single,['5.5'],['74.4'],Android
2441,Single,['5.7'],['74.9'],Android
2442,Dual,['5.5'],['75.1'],Android
2443,Single,['5.5'],['74.4'],Android
2444,Dual,['5.0'],['67.0'],Android
2445,No,['1.37'],['53.9'],Android
2446,No,['1.37'],['61.9'],Android
2447,No,['1.56'],['66.7'],Android
2448,No,['1.56'],['67.4'],Android
2449,Single,['5.0'],['67.0'],Android
2450,Dual,['4.5'],['64.3'],Android
2451,Single,['4.5'],['64.3'],Android
2452,Single,['5.0'],['68.9'],Android
2453,Dual,['5.0'],['68.9'],Android
2454,Single,['5.2'],['70.9'],Android
2455,Single,['5.2'],['70.9'],Android
2456,Single,['5.96'],['74.1'],Android
2457,Single,['5.2'],['73.1'],Android
2458,Dual,['5.0'],['68.9'],Android
2459,Single,['5.0'],['68.9'],Android
2460,Single,['4.5'],['64.0'],Android
2461,Single,['4.3'],['68.6'],Android
2462,Single,['4.3'],['63.0'],Android
2463,Dual,['4.3'],['63.0'],Android
2464,Dual,['4.5'],['65.2'],Android
2465,Single,['4.5'],['65.2'],Android
2466,Single,['4.7'],['72.1'],Android
2467,Single,['5.0'],['70.4'],Android
2468,Single,['5.0'],['70.4'],Android
2469,Single,['4.3'],['68.6'],Android
2470,Dual,['4.0'],['63.8'],Android
2471,Dual,['3.5'],['56.2'],Android
2472,Single,['4.3'],['67.3'],Android
2473,Single,['4.3'],['68.3'],Android
2474,Single,['4.7'],['68.0'],Android
2475,Single,['4.7'],['68.0'],Android
2476,Single,['4.7'],['68.0'],Android
2477,Single,['4.3'],['68.3'],Android
2478,Single,['4.3'],['68.3'],Android
2479,Single,['3.7'],['56.1'],Android
2480,Single,['4.3'],['60.3'],Android
2481,No,['4.3'],['61.1'],Android
2482,Single,['2.7'],['29.9'],Android
2483,Single,['4.5'],['59.8'],Android
2484,Single,['4.0'],['57.1'],Android
2485,Dual,['4.0'],['60.8'],Android
2486,Single,['4.0'],['60.8'],Android
2487,Dual,['3.2'],['46.4'],
2488,Single,['3.2'],['46.7'],Android
2489,Triple,['2.0'],['20.9'],
2490,Single,['4.3'],['60.3'],Android
2491,Single,['4.3'],['60.3'],Android
2492,Single,['4.3'],['60.3'],Android
2493,Single,['4.0'],['60.0'],Android
2494,Single,['2.2'],['22.6'],
2495,Single,['3.2'],['47.4'],Android
2496,Dual,['3.5'],['49.5'],Android
2497,Single,['4.3'],['56.6'],Android
2498,Single,['3.7'],['56.1'],Android
2499,Single,['2.8'],['39.7'],
2500,Single,['4.0'],['51.6'],Android
2501,Single,['4.3'],['56.6'],Android
2502,Single,['4.0'],['61.7'],Android
2503,Single,['3.5'],['49.5'],Android
2504,Single,['4.0'],['61.9'],Android
2505,Dual,['3.2'],['47.8'],Android
2506,Single,['3.2'],['47.8'],Android
2507,Single,['3.2'],['46.5'],Android
2508,Single,['2.0'],['22.4'],
2509,Dual,['2.8'],['35.9'],Android
2510,Single,['4.5'],['60.3'],Android
2511,Single,['4.5'],['61.3'],Android
2512,Single,['8.2'],['64.9'],Android
2513,Single,['10.1'],['65.6'],Android
2514,Dual,['3.5'],['51.6'],Android
2515,Single,['4.0'],['61.9'],Android
2516,Dual,['2.4'],['28.2'],
2517,Single,['2.4'],['28.2'],
2518,Single,['8.2'],['64.9'],Android
2519,No,['8.2'],['64.9'],Android
2520,Single,['10.1'],['67.1'],Android
2521,No,['10.1'],['67.1'],Android
2522,No,['10.1'],['64.3'],Android
2523,Single,['4.3'],['56.6'],Android
2524,Single,['4.3'],['56.6'],Android
2525,Single,['4.3'],['61.3'],Android
2526,Single,['3.1'],['40.3'],Android
2527,Single,['3.1'],['40.2'],Android
2528,Single,['3.1'],['40.2'],Android
2529,Single,['3.7'],['59.8'],Android
2530,Dual,['2.4'],['31.8'],
2531,Dual,['2.4'],['28.9'],
2532,Single,['2.4'],['28.9'],
2533,Dual,['2.0'],['20.7'],
2534,Single,['2.0'],['20.7'],
2535,Dual,['1.8'],['21.2'],
2536,Single,['3.5'],['51.6'],Android
2537,Single,['2.8'],['35.9'],Android
2538,Dual,['2.8'],['35.9'],Android
2539,Single,['2.8'],['35.9'],Android
2540,Single,['4.0'],['55.8'],Android
2541,Single,['4.0'],['55.6'],Android
2542,Single,['4.1'],['61.8'],Android
2543,Single,['4.3'],['60.0'],Android
2544,Single,['2.8'],['39.6'],
2545,Single,['2.8'],['47.8'],
2546,Single,['4.0'],['55.3'],Android
2547,Single,['3.1'],['39.1'],Android
2548,Single,['4.0'],['55.8'],Android
2549,Single,['4.0'],['57.8'],Android
2550,Single,['2.8'],['35.9'],Android
2551,Single,['3.1'],['39.0'],Android
2552,Single,['2.4'],['31.8'],
2553,Single,['3.1'],['39.4'],Android
2554,No,['10.1'],['70.8'],Android
2555,Single,['10.1'],['70.8'],Android
2556,Single,['10.1'],['70.8'],Android
2557,Single,['4.0'],['59.0'],Android
2558,Single,['4.0'],['59.0'],Android
2559,Single,['3.7'],['54.6'],Android
2560,Single,['4.3'],['59.8'],Android
2561,Single,['4.3'],['61.0'],Android
2562,Single,['4.3'],['60.5'],Android
2563,Single,['3.7'],['59.8'],Android
2564,Single,['3.7'],['53.6'],Android
2565,Single,['3.7'],['53.6'],Android
2566,Single,['3.2'],['47.8'],
2567,Single,['3.2'],['47.8'],
2568,Single,['3.2'],['51.4'],
2569,Single,['3.1'],['40.1'],Android
2570,Single,['3.0'],['45.4'],Android
2571,Single,['3.0'],['47.1'],Android
2572,Single,['3.1'],['45.4'],Android
2573,Single,['3.7'],['57.3'],Android
2574,Single,['3.7'],['54.7'],Android
2575,Single,['3.0'],['45.4'],Android
2576,Single,['2.8'],['40.3'],
2577,Single,['3.2'],['44.9'],
2578,Single,['3.0'],['40.5'],
2579,Dual,['2.3'],['24.6'],
2580,Single,['2.3'],['24.6'],
2581,Single,['2.4'],['31.2'],
2582,Single,['3.7'],['59.8'],Android
2583,Single,['3.7'],['53.6'],Android
2584,Single,['3.7'],['53.6'],Android
2585,Single,['2.2'],['26.6'],
2586,Single,['2.2'],['28.5'],
2587,Single,['2.8'],['36.7'],Android
2588,Single,['3.0'],['35.8'],Windows
2589,Single,['4.3'],['61.0'],Android
2590,Single,['4.3'],['61.0'],Android
2591,Single,['3.7'],['53.4'],Android
2592,Single,['3.7'],['53.4'],Android
2593,Single,['3.2'],['46.7'],Android
2594,Single,['3.2'],['46.7'],Android
2595,Single,['2.8'],['54.1'],Android
2596,Single,['1.8'],['22.8'],
2597,Single,['1.77'],['20.2'],
2598,Single,['1.77'],['22.1'],
2599,Single,['1.8'],['20.9'],
2600,Single,['1.5'],['14.6'],
2601,Single,['1.32'],['10.4'],
2602,Single,['3.1'],['40.8'],Android
2603,Single,['3.1'],['50.0'],Android
2604,Single,['3.7'],['50.9'],Android
2605,Single,['3.7'],['53.4'],Android
2606,Single,['3.7'],['53.7'],Android
2607,Single,['3.7'],['54.3'],Android
2608,Single,['3.7'],['54.3'],Android
2609,Single,['1.75'],['20.4'],
2610,Single,['1.8'],['21.6'],
2611,Single,['1.8'],['20.7'],
2612,Single,['1.8'],['20.7'],
2613,Single,['1.5'],['14.9'],
2614,Single,['1.3'],['10.3'],
2615,Single,['2.5'],['38.4'],
2616,Single,['3.1'],['43.3'],Android
2617,Single,['3.2'],['48.0'],
2618,Single,['2.5'],['34.4'],
2619,Single,['1.9'],['19.8'],
2620,Single,['2.2'],['30.9'],
2621,Single,['1.9'],['24.9'],
2622,Single,['3.5'],['32.4'],Windows
2623,Single,[],[],Other
2624,Single,['2.8'],['39.4'],
2625,Single,['2.8'],['37.0'],Windows
2626,Single,['2.8'],['37.1'],Windows
2627,Single,['2.2'],['28.4'],Other
2628,Single,['1.6'],['16.5'],
2629,Single,['2.2'],['28.0'],Other
2630,Single,['2.2'],['29.4'],Other
2631,Single,['2.2'],['28.3'],Other
2632,Single,['1.55'],['16.8'],
2633,Single,['2.4'],['23.8'],Windows
2634,Single,['2.0'],['25.2'],
2635,Single,['2.2'],['27.5'],
2636,Single,['1.9'],['23.0'],Other
2637,Single,['1.8'],['23.9'],
2638,Single,['1.6'],['17.4'],
2639,Single,['2.0'],['20.3'],Other
2640,Single,['1.8'],['21.9'],
2641,Single,['1.8'],['21.9'],
2642,Single,['2.2'],['30.7'],
2643,Single,[],[],
2644,Dual,['2.6'],['33.7'],
2645,Single,['2.4'],['29.9'],Other
2646,Single,['2.8'],['40.7'],Other
2647,Single,['2.4'],['33.7'],Other
2648,Single,['2.4'],['35.7'],Other
2649,Single,['2.4'],['35.7'],Other
2650,Single,['2.2'],['28.0'],
2651,Single,['1.8'],['20.3'],
2652,Single,['2.4'],['29.5'],
2653,Single,['2.0'],['26.2'],Other
2654,Single,['2.0'],['25.2'],
2655,Single,['1.6'],['16.7'],
2656,Single,['1.6'],['16.9'],
2657,Single,[],[],
2658,Single,['1.6'],['19.3'],
2659,Single,['1.6'],['16.7'],
2660,Single,['2.2'],['26.9'],Symbian
2661,Single,['2.0'],['20.3'],Other
2662,Single,['1.8'],['22.9'],
2663,Single,['1.55'],['16.3'],
2664,Single,['1.7'],['19.0'],
2665,Single,[],[],
2666,Single,['2.0'],['28.3'],Other
2667,Single,[],[],
2668,Single,['1.9'],['26.5'],
2669,Single,['2.2'],['27.5'],
2670,Single,['2.2'],['27.5'],Other
2671,Single,['1.9'],['24.9'],
2672,Single,['1.9'],['24.0'],
2673,Single,[],[],
2674,Single,[],[],
2675,Single,['1.6'],['15.2'],
2676,Single,['1.6'],['16.8'],
2677,Single,['2.2'],['27.5'],Symbian
2678,Single,['2.0'],['28.4'],
2679,Single,['1.9'],['20.5'],
2680,Single,['2.4'],['22.6'],Windows
2681,Single,['2.4'],['24.0'],Windows
2682,Single,['1.9'],['24.9'],
2683,Single,[],[],
2684,Single,[],[],
2685,Single,['2.1'],['28.9'],Other
2686,Single,['2.4'],['31.2'],Other
2687,Single,['1.9'],['20.5'],
2688,Single,['2.2'],['27.2'],
2689,Single,['2.2'],['27.5'],
2690,Single,['1.9'],['23.3'],
2691,Single,['1.9'],['26.3'],
2692,Single,['1.6'],['17.4'],
2693,Single,['1.8'],['22.9'],
2694,Single,['1.6'],['17.4'],
2695,Single,['2.2'],[],
2696,Single,['1.6'],['18.9'],
2697,Single,[],[],
2698,Single,[],[],
2699,Single,['2.0'],['23.6'],Other
2700,Single,['2.2'],['29.3'],
2701,Single,['1.9'],['22.9'],
2702,Single,['2.4'],['36.1'],Other
2703,Single,['2.2'],['27.5'],
2704,Single,['1.9'],['22.3'],
2705,Single,['1.9'],['20.5'],
2706,Single,['1.8'],['24.1'],
2707,Single,[],[],
2708,Single,[],[],
2709,Single,[],[],
2710,Single,[],[],
2711,Single,['1.9'],['26.9'],
2712,Single,['2.0'],['22.7'],
2713,Single,['2.2'],['29.3'],
2714,Yes,['3.1'],['36.2'],Android
2715,Single,['2.0'],['34.8'],
2716,Dual,['3.5'],['49.5'],Android
2717,Dual,['4.0'],['56.7'],Android
2718,Dual,['2.0'],['17.6'],
2719,Dual,['2.0'],['24.0'],
2720,Dual,['2.2'],['23.1'],
2721,Dual,['2.3'],['24.6'],Android
2722,Dual,['2.8'],['37.2'],Android
2723,Dual,['5.0'],['67.3'],Android
2724,Dual,['5.2'],['68.7'],Android
2725,Dual,['5.5'],['70.7'],Android
2726,Dual,['2.4'],['30.3'],
2727,Dual,['2.4'],['30.1'],
2728,Dual,['2.4'],['30.1'],
2729,Dual,['2.8'],['36.5'],
2730,Single,['2.8'],['36.5'],
2731,Dual,['2.4'],['30.8'],
2732,Single,['2.4'],['30.8'],
2733,Dual,['1.4'],['12.8'],
2734,Single,['1.4'],['12.8'],
2735,Single,['2.4'],['31.1'],
2736,Dual,['2.4'],['30.8'],
2737,Single,['4.5'],['64.6'],Windows
2738,No,['7.9'],['69.5'],Android
2739,Dual,['4.7'],['64.3'],Windows
2740,Single,['4.7'],['66.0'],Windows
2741,Single,['5.0'],['69.9'],Windows
