Google,HP,Amazon,Huawei,Toshiba,T-Mobile,vivo,Prestigio,VK Mobile,Wiko,Vodafone,Orange,Allview,Sony,ZTE,LG,Neonode,verykool,QMobile,BlackBerry,LeEco,BQ,Lenovo,Nvidia,Gigabyte,BLU,Mitac,Xiaomi,Kyocera,Yota,Eten,Samsung,Sagem,Coolpad,Intex,Karbonn,Nokia,Oppo,Meizu,Spice,Acer,BenQ,Yezz,Sharp,iNQ,Apple,Qtek,Asus,Jolla,Cat,Celkon,Sonim,Lava,NIU,Philips,Motorola,Gionee,Dell,Micromax,Pantech,O2,Panasonic,Archos,Garmin-Asus,i-mate,XOLO,Casio,Icemobile,Sony Ericsson,HTC,OnePlus,Palm,NEC,Vertu,alcatel,Microsoft,YU,GPRS,EDGE,2G,3G,4G,SIM,CPU,Chipset,GPU,memory_card,GPS,NFC,OS,audio_jack,loud_speaker,radio,RAM,primary_camera,secondary_camera,weight_g,internal_memory,battery,Thickness,display_size,screen_to_body_ratio,Price
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,372,341,13,1,1,1,32,1,1,1,0.015609979,0.175,0.052631579,0.076085599,0.007810608,0.003070015,0.002764552,0.229885057,0.671728972,222
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,170,134,49,1,1,1,32,1,1,1,0.00779736,0.025,0.17825302,0.06360027,0.007810608,0.00159049,0.003378897,0.172413793,0.560747664,99.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,420,93,44,1,1,1,32,1,1,0,0.031235218,0.1,0.052631579,0.178465303,0.062498212,0.005659184,0.002150207,0.402298851,0.686915888,222
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,346,332,49,1,1,1,29,1,1,0,0.015609979,0.025,0.17825302,0.147501686,0.031248152,0.002705791,0.133773614,0.344827586,0.664719626,122.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,346,332,49,1,1,1,32,1,1,0,0.015609979,0.1,0.17825302,0.147501686,0.031248152,0.002705791,0.133773614,0.344827586,0.686915888,166.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,204,84,118,1,0,1,29,1,1,0,0.015609979,0.1,0.17825302,0.076150247,0.015623122,0.00454954,0.133773614,0.344827586,0.686915888,99.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,372,154,117,1,1,1,29,1,1,1,0.031235218,0.3,0.052631579,0.076150247,0.031248152,0.002705791,0.00245738,0.212643678,0.658878505,266.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,372,154,117,1,1,1,29,1,1,1,0.015609979,0.3,0.052631579,0.065597922,0.007810608,0.002705791,0.00245738,0.212643678,0.679906542,222
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,187,133,49,1,0,1,29,1,1,0,0.00779736,0.1,0.105263158,0.059604964,0.007810608,0.001997359,0.002918139,0.172413793,0.581775701,111
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,187,208,49,1,1,1,26,1,1,0,0.015609979,0.174450113,0.17825302,0.159987015,0.031248152,0.003631001,0.003993242,0.344827586,0.573598131,144.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,186,198,109,1,1,1,26,1,1,0,0.015609979,0.174450113,0.17825302,0.15599171,0.031248152,0.003631001,0.003225311,0.344827586,0.578271028,111
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,204,84,118,1,1,1,26,1,1,0,0.015609979,0.1,0.052631579,0.188453567,0.031248152,0.004919421,0.001996621,0.396551724,0.714953271,144.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,187,133,49,1,1,1,26,1,1,1,0.00779736,0.1,0.17825302,0.073588533,0.007810608,0.002453546,0.00245738,0.229885057,0.663551402,188.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,428,369,20,1,1,1,29,1,1,1,0.031235218,0.3,0.052631579,0.113042175,0.031248152,0.004056365,0.00245738,0.287356322,0.71728972,377.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,170,133,49,1,1,1,26,1,1,1,0.00779736,0.35,0.17825302,0.058606138,0.007810608,0.001837077,0.003378897,0.143678161,0.563084112,111
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,401,154,117,1,1,1,26,1,1,1,0.015609979,0.175,0.052631579,0.096062127,0.015623122,0.002946721,0.002918139,0.270114943,0.684579439,355.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,372,202,117,1,1,1,29,1,1,0,0.015609979,0.1,0.17825302,0.278347941,0.062498212,0.008988116,0.003225311,0.522988506,0.670560748,210.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,372,217,117,1,1,1,26,1,1,0,0.015609979,0.1,0.17825302,0.213424227,0.015623122,0.006103042,0.003839656,0.396551724,0.654205607,166.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,365,200,117,1,1,1,29,1,1,0,0.015609979,0.1,0.17825302,0.203435963,0.031248152,0.006103042,0.003839656,0.396551724,0.654205607,133.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,372,154,117,1,1,1,28,1,1,1,0.015609979,0.175,0.052631579,0.068594402,0.007810608,0.002453546,0.003071725,0.201149425,0.643691589,199.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,8,278,4,1,1,1,24,1,1,1,0.00779736,0.05,0.17825302,0.053612006,0.007810608,0.00159049,0.004454001,0.143678161,0.531542056,111
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,16,79,113,1,1,1,19,1,1,1,0.015609979,0.175,0.17825302,0.068594402,0.007810608,0.002453546,0.003071725,0.189655172,0.625,199.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,172,141,124,1,1,1,24,1,1,1,0.015609979,0.1,0.17825302,0.06360027,0.007810608,0.002157641,0.003071725,0.201149425,0.632009346,188.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,180,210,111,1,1,1,0,1,1,0,0.015609979,0.174450113,0.17825302,0.168427098,0.015623122,0.003242626,0.004761173,0.344827586,0.539719626,122.1
