Google,HP,Amazon,Huawei,Toshiba,T-Mobile,vivo,Prestigio,VK Mobile,Wiko,Vodafone,Orange,Allview,Sony,ZTE,LG,Neonode,verykool,QMobile,BlackBerry,LeEco,BQ,Lenovo,Nvidia,Gigabyte,BLU,Mitac,Xiaomi,Kyocera,Yota,Eten,Samsung,Sagem,Coolpad,Intex,Karbonn,Nokia,Oppo,Meizu,Spice,Acer,BenQ,Yezz,Sharp,iNQ,Apple,Qtek,Asus,Jolla,Cat,Celkon,Sonim,Lava,NIU,Philips,Motorola,Gionee,Dell,Micromax,Pantech,O2,Panasonic,Archos,Garmin-Asus,i-mate,XOLO,Casio,Icemobile,Sony Ericsson,HTC,OnePlus,Palm,NEC,Vertu,alcatel,Microsoft,YU,GPRS,EDGE,2G,3G,4G,SIM,CPU,Chipset,GPU,memory_card,GPS,NFC,OS,RAM,audio_jack,loud_speaker,radio,primary_camera,secondary_camera,internal_memory,weight_g,battery,Thickness,display_size,screen_to_body_ratio,Price
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Dual,Dual-core 1.0 GHz Cortex-A9,Mediatek MT6577,PowerVR SGX531u,Yes,Yes,,Android 4.1,1,Yes,Yes,Yes,8 MP,2 MP,4,150.5,1700,0.38,4.5,61.3,244.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Dual,Dual-core 1.0 GHz Cortex-A5,Qualcomm MSM8225 Snapdragon S4 Play,Adreno 203,Yes,Yes,,Android 4.0,0.5,Yes,Yes,No,5 MP,,4,130.5,1500,0.41,4,57.5,166.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Dual,Dual-core 1.0 GHz Cortex-A9,Mediatek MT6577,PowerVR SGX531u,Yes,Yes,,Android 4.0,0.5,Yes,Yes,No,5 MP,,4,147.6,1500,0.43,4.3,60.6,122.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Dual,Dual-core 1.2 GHz Cortex-A5,Qualcomm MSM8225 Snapdragon S4 Play,Adreno 203,Yes,Yes,,Android 4.0,0.5,Yes,Yes,No,5 MP,,4,155,1550,0.43,4.3,56.8,233.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Dual,800 MHz ARM 11,Qualcomm MSM7227T Snapdragon S1,Adreno 200,Yes,Yes,,Android 2.3.4,0.5,Yes,Yes,No,5 MP,,1,168,1500,0.45,4.3,58.1,210.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Dual,528 MHz ARM 11,Qualcomm MSM7225-1 Snapdragon S1,,Yes,Yes,,Android 2.2,0.25,Yes,Yes,Yes,5 MP,,0.5,117,1260,0.51,3.2,44.8,11.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Dual,528 MHz ARM 11,Qualcomm MSM7225 Snapdragon S1,,Yes,Yes,,Android 2.2,0.25,Yes,Yes,Yes,15 MP,,0.5,116,1260,0.52,3.2,42.8,144.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,No,No,Dual,416 MHz Media Tek MT6516,,,Yes,Yes,,Windows,0.125,Yes,Yes,Yes,15 MP,,0.25,,1320,0.52,3.2,47.9,166.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Single,600 MHz ARM 11,Qualcomm MSM7227 Snapdragon S1,Adreno 200,Yes,Yes,,Android 1.6,0.25,Yes,Yes,,5 MP,,,118,1230,0.49,3.2,46.3,122.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Single,Marvell PXA270 520MHz,,,Yes,Yes,,Windows,0.125,No,Yes,Yes,5 MP,,0.25,105,1300,0.56,2.8,35.5,421.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Single,Marvell PXA270 520MHz,,,Yes,Yes,,Windows,0.0625,No,Yes,Yes,2 MP,,0.25,133,1300,0.59,2.8,35.5,399.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,No,No,Single,Intel PXA272 416 MHz,,,No,No,,Windows,0.0625,No,No,Yes,2 MP,,0.25,130,920,0.78,2.4,31.5,355.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,No,No,Single,Intel XScale PXA272 520MHz,,,No,Yes,,Windows,0.0625,No,No,No,1 MP,,0.25,116,920,0.75,2.4,33.8,333
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,No,No,Single,Intel PXA272 416 MHz,,,No,No,,Windows,0.0625,No,No,Yes,1 MP,,0.0625,153,840,0.94,2.4,30.6,188.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,No,No,Single,Intel PXA272 416 MHz,,,No,No,,Windows,0.0625,No,No,Yes,1 MP,,0.0625,130,920,0.77,2.4,31.7,210.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,No,Yes,No,No,Single,Intel PXA272 416 MHz,,,No,No,,Windows,0.0625,No,Yes,Yes,2 MP,,0.125,130,920,0.78,2.4,31.5,299.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Octa-core 1.3 GHz Cortex-A53,Mediatek MT6753,Mali-T720MP3,Yes,Yes,,Android 7.0,3,Yes,Yes,Yes,13 MP,20 MP,32,,4000,,5.3,,299.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Octa-core (4x2.5 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53),Mediatek MT6757T Helio P25,Mali-T880MP2,Yes,Yes,,Android 7.0,4,Yes,Yes,,16 MP,20 MP,64,178,3450,0.29,5.5,70.1,421.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mediatek MT6755 Helio P10,Mali-T860MP2,Yes,Yes,,Android 7.0,4,Yes,Yes,,13 MP,16 MP,64,,3700,,5.5,,266.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Quad-core 1.4 GHz Cortex-A53,Qualcomm MSM8920 Snapdragon 427,Adreno 308,Yes,Yes,,Android 7.0,4,Yes,Yes,,13 MP,16 MP,32,,3100,,5.2,,222
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Octa-core (4x1.95 GHz Cortex-A72 & 4x1.44 GHz Cortex-A53),Qualcomm MSM8976 Pro Snapdragon 653,Adreno 510,Yes,Yes,,Android 6.0,6,Yes,Yes,Yes,12 MP,8 MP,256,215,6020,0.33,6,75.1,510.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Octa-core (4x2.5 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53),Mediatek MT6757T Helio P25,Mali-T880MP2,Yes,Yes,,Android 7.0,4,Yes,Yes,Yes,13 MP,20 MP,64,226,4550,0.36,6,71.6,410.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mediatek MT6755 Helio P10,Mali-T860MP2,Yes,Yes,,Android 7.0,4,Yes,Yes,Yes,13 MP,16 MP,64,182,4010,0.33,5.5,70.6,310.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Octa-core 1.5 GHz Cortex-A53,Mediatek MT6750,Mali-T860MP2,Yes,Yes,,Android 6.0,4,Yes,Yes,Yes,13 MP,8 MP,32,162,4000,0.3,5.3,69.3,277.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Octa-core (4x1.95 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53),Qualcomm MSM8976 Snapdragon 653,Adreno 510,No,Yes,,Android 6.0.1,6,No,Yes,Yes,12 MP,8 MP,128,238,7000,0.29,5.7,74.4,1276.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Quad-core 1.25 GHz Cortex-A53,Mediatek MT6737,Mali-T720MP2,Yes,Yes,,Android 6.0,3,Yes,Yes,Yes,8 MP,5 MP,32,160,4000,0.34,5,67.7,233.1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Quad-core 1.3 GHz,,,Yes,Yes,,Android 6.0,2,Yes,Yes,Yes,8 MP,5 MP,16,,2300,,5,,155.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mediatek MT6755 Helio P10,Mali-T860MP2,Yes,Yes,,Android 6.0.1,4,Yes,Yes,Yes,13 MP,13 MP,64,168.2,3000,0.29,5.5,70.8,410.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Octa-core 2.2 GHz,Mediatek MT6595,PowerVR G6200,No,Yes,,Android 6.0,3,Yes,Yes,Yes,13 MP,5 MP,32,183,3100,0.35,5.5,70.5,210.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Octa-core 1.3 GHz Cortex-A53,Mediatek MT6753,Mali-T720MP3,Yes,Yes,,Android 6.0,3,Yes,Yes,Yes,13 MP,8 MP,32,166,3150,0.33,5.5,71.4,310.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mediatek MT6755 Helio P10,Mali-T860MP2,Yes,Yes,,Android 6.0.1,4,Yes,Yes,Yes,13 MP,8 MP,64,170,3130,0.3,5.5,72.4,432.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Dual,Quad-core 1.3 GHz Cortex-A7,Mediatek MT6580M,Mali-400MP2,Yes,Yes,,Android 5.0,1,Yes,Yes,Yes,5 MP,2 MP,8,153,1800,0.36,4.5,64.1,99.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Single,Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mediatek MT6755 Helio P10,Mali-T860MP2,Yes,Yes,,Android 5.1,4,Yes,Yes,Yes,16 MP,5 MP,64,207.7,2530,0.65,4.2,62.4,610.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Octa-core (4x1.9 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mediatek MT6755 Helio P10,Mali-T860MP2,Yes,Yes,,Android 6.0.1,4,Yes,Yes,Yes,16 MP,8 MP,64,147.2,3000,0.28,5.5,72.2,499.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Dual,Quad-core 1.3 GHz Cortex-A7,Mediatek MT6580,Mali-400MP2,Yes,Yes,,Android 5.1,2,Yes,Yes,Yes,8 MP,5 MP,16,,4000,0.38,5,67.6,133.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Quad-core Cortex-A53,Mediatek MT6735,Mali-T720MP2,Yes,Yes,,Android 5.1,3,Yes,Yes,Yes,8 MP,5 MP,16,200,5000,0.35,5.5,70.8,377.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Octa-core 1.3 GHz Cortex-A53,Mediatek MT6753,Mali-T720MP3,Yes,Yes,,Android 5.1,3,Yes,Yes,Yes,13 MP,5 MP,64,208,5020,0.33,6,75.5,466.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Mali-T720MP2,Yes,Yes,,Android 5.1,3,Yes,Yes,Yes,8 MP,5 MP,32,183,4000,0.33,5,68.9,188.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Dual,Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Mali-T720MP2,Yes,Yes,,Android 5.1,1,Yes,Yes,Yes,5 MP,2 MP,16,153,2000,0.35,5,66.8,99.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Octa-core 1.3 GHz Cortex-A53,Mediatek MT6753,Mali-T720MP3,Yes,Yes,,Android 5.1.1,3,Yes,Yes,Yes,13 MP,5 MP,32,147,3150,0.27,5.5,73.6,321.9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Mali-T720MP2,Yes,Yes,,Android 5.0,2,Yes,Yes,Yes,8 MP,5 MP,16,136.6,2400,0.31,5,68.6,144.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Octa-core 2.0 GHz Cortex-A53,Mediatek MT6795 Helio X10,PowerVR G6200,Yes,Yes,Yes,Android 5.1,3,Yes,Yes,Yes,24 MP,8 MP,64,210,3500,0.38,6,73.5,532.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Quad-core 1.3 GHz Cortex-A7,,Mali-400,Yes,Yes,,Android 5.0,2,Yes,Yes,Yes,8 MP,5 MP,16,176,5000,0.4,5,66.9,244.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Mali-T720MP2,Yes,Yes,,Android 5.1,3,Yes,Yes,Yes,13 MP,5 MP,32,211,6020,0.34,5.5,72.2,366.3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Dual,Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,Yes,Yes,,Android 4.4,1,Yes,Yes,Yes,5 MP,2 MP,8,,1800,0.34,4.5,61.3,133.2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Dual,Octa-core 1.7 GHz Cortex-A53,Mediatek MT6752,Mali-T760MP2,No,Yes,,Android 5.0,2,Yes,Yes,Yes,13 MP,8 MP,16,125.3,2700,0.22,5.2,69.2,444
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Dual,Quad-core 1.3 GHz,,Mali-450,Yes,Yes,,Android 4.4.2,1,Yes,Yes,Yes,8 MP,2 MP,8,180.3,5000,0.41,5,66.7,188.7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,Single,Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,No,Yes,,Android 4.4.2,1,Yes,Yes,Yes,8 MP,5 MP,16,97.7,2050,0.2,4.8,67.4,266.4
