,GPS,NFC,audio_jack,battery,radio
2923,Yes,,No,950.0,Yes
2924,No,,Yes,1500.0,Yes
2925,No,,No,860.0,Yes
2926,No,,Yes,1020.0,Yes
2927,No,,No,1020.0,Yes
2928,No,,No,1020.0,Yes
2929,No,,No,860.0,Yes
2930,No,,No,860.0,Yes
2931,No,,No,720.0,No
2932,Yes,,Yes,1320.0,Yes
2933,Yes,,Yes,1200.0,Yes
2934,Yes,,Yes,1200.0,Yes
2935,No,,No,1000.0,No
2936,No,,No,1020.0,No
2937,No,,No,860.0,Yes
2938,No,,No,870.0,Yes
2939,No,,No,860.0,Yes
2940,No,,No,860.0,Yes
2941,Yes,,No,1500.0,Yes
2942,Yes,,No,1000.0,Yes
2943,No,,No,860.0,Yes
2944,No,,No,1000.0,Yes
2945,No,,No,860.0,Yes
2946,No,,Yes,890.0,Yes
2947,No,,Yes,1020.0,Yes
2948,No,Yes,No,1000.0,Yes
2949,No,,No,700.0,Yes
2950,No,,No,700.0,No
2951,No,,No,860.0,Yes
2952,No,,No,700.0,No
2953,No,,No,860.0,Yes
2954,Yes,,Yes,950.0,Yes
2955,Yes,,Yes,1200.0,Yes
2956,Yes,,No,900.0,Yes
2957,Yes,,No,950.0,Yes
2958,No,,No,890.0,Yes
2959,Yes,,No,1500.0,Yes
2960,No,,No,1020.0,No
2961,No,,No,1000.0,Yes
2962,No,,No,850.0,No
2963,No,,No,870.0,Yes
2964,No,,No,700.0,No
2965,No,,No,1020.0,Yes
2966,Yes,,Yes,1050.0,Yes
2967,No,,No,1000.0,No
2968,No,,No,1000.0,No
2969,No,,No,860.0,Yes
2970,No,,No,1050.0,Yes
2971,No,,No,1050.0,Yes
2972,No,,No,,Yes
2973,No,,Yes,1050.0,Yes
2974,No,,Yes,1050.0,Yes
2975,Yes,,Yes,1200.0,Yes
2976,No,,No,900.0,Yes
2977,No,,Yes,860.0,Yes
2978,No,,No,1020.0,No
2979,No,,No,850.0,No
2980,No,,No,700.0,Yes
2981,No,,No,900.0,Yes
2982,No,,No,900.0,Yes
2983,No,,No,830.0,No
2984,No,,No,820.0,Yes
2985,No,,No,700.0,Yes
2986,No,,No,1020.0,Yes
2987,No,,No,700.0,Yes
2988,No,,No,700.0,Yes
2989,No,,No,1020.0,Yes
2990,No,,No,700.0,No
2991,No,,No,700.0,No
2992,No,,No,890.0,Yes
2993,No,,No,890.0,Yes
2994,No,,No,900.0,Yes
2995,No,,No,860.0,Yes
2996,Yes,,No,1500.0,Yes
2997,No,,No,950.0,No
2998,No,,No,1500.0,No
2999,No,,No,1100.0,Yes
3000,Yes,,No,900.0,Yes
3001,No,,No,1020.0,No
3002,No,,No,1020.0,Yes
3003,No,,Yes,700.0,Yes
3004,No,,No,950.0,Yes
3005,No,,No,950.0,Yes
3006,No,,No,850.0,Yes
3007,No,,No,860.0,Yes
3008,No,,No,970.0,Yes
3009,Yes,,Yes,950.0,Yes
3010,No,,No,800.0,Yes
3011,No,,No,860.0,Yes
3012,No,,No,760.0,Yes
3013,No,,No,1100.0,Yes
3014,No,,No,970.0,Yes
3015,No,,No,700.0,Yes
3016,No,,No,1351.0,Yes
3017,No,,No,700.0,Yes
3018,No,,No,1100.0,Yes
3019,No,,No,820.0,Yes
3020,No,,No,900.0,No
3021,No,,No,970.0,No
3022,No,,No,860.0,Yes
3023,No,,No,1100.0,Yes
3024,No,,No,1100.0,Yes
3025,No,,No,970.0,Yes
3026,No,,No,970.0,No
3027,No,,No,970.0,Yes
3028,No,,No,700.0,No
3029,No,,No,820.0,Yes
3030,No,,No,820.0,Yes
3031,No,,No,820.0,Yes
3032,No,,No,820.0,No
3033,No,,No,760.0,Yes
3034,No,,No,820.0,Yes
3035,No,,No,820.0,Yes
3036,No,,No,1100.0,Yes
3037,No,,No,1622.0,Yes
3038,No,,No,970.0,Yes
3039,No,,No,1100.0,No
3040,No,,No,1500.0,Yes
3041,No,,No,820.0,Yes
3042,No,,No,970.0,Yes
3043,No,,No,700.0,Yes
3044,No,,No,700.0,Yes
3045,No,,No,760.0,Yes
3046,No,,No,1150.0,No
3047,No,,No,1500.0,No
3048,No,,No,1500.0,No
3049,No,,No,970.0,No
3050,No,,Yes,1100.0,Yes
3051,No,,No,811081.0,No
3052,No,,No,970.0,Yes
3053,No,,No,970.0,Yes
3054,No,,No,700.0,Yes
3055,No,,No,760.0,No
3056,No,,Yes,900.0,Yes
3057,No,,No,760.0,No
3058,No,,No,970.0,Yes
3059,No,,No,760.0,No
3060,No,,No,900.0,No
3061,No,,No,900.0,No
3062,No,,No,850.0,No
3063,No,,No,760.0,Yes
3064,No,,No,600.0,Yes
3065,No,,No,900.0,No
3066,No,,No,900.0,Yes
3067,No,,No,900.0,No
3068,No,,No,760.0,Yes
3069,No,,No,1300.0,No
3070,Yes,,Yes,5200.0,No
3071,Yes,,Yes,5135.0,No
3072,Yes,,Yes,5135.0,No
3073,No,,No,,No
3074,No,,No,1620.0,Yes
3075,No,,No,1530.0,Yes
3076,No,,No,1300.0,No
3077,No,,No,1100.0,No
3078,No,,No,1300.0,No
3079,No,,No,,No
3080,No,,No,1530.0,Yes
3081,No,,No,1350.0,No
3082,No,,No,1200.0,No
3083,No,,No,1530.0,Yes
3084,No,,No,1620.0,No
3085,Yes,Yes,Yes,3300.0,No
3086,Yes,Yes,Yes,3400.0,No
3087,Yes,Yes,Yes,3000.0,No
3088,Yes,,Yes,2525.0,Yes
3089,Yes,,Yes,3300.0,No
3090,Yes,Yes,Yes,3100.0,No
3091,Yes,,Yes,4000.0,
3092,Yes,,Yes,3000.0,
3093,Yes,,Yes,3200.0,
3094,Yes,,Yes,3200.0,No
3095,Yes,,Yes,4000.0,No
3096,Yes,,Yes,2900.0,Yes
3097,Yes,,Yes,3075.0,Yes
3098,Yes,Yes,Yes,4000.0,No
3099,Yes,,Yes,3010.0,No
3100,Yes,,Yes,2630.0,Yes
3101,Yes,,Yes,3075.0,Yes
3102,Yes,,Yes,4120.0,No
3103,Yes,,Yes,2850.0,No
3104,Yes,,Yes,2500.0,Yes
3105,Yes,,Yes,2400.0,Yes
3106,Yes,,Yes,2420.0,Yes
3107,Yes,,Yes,3070.0,No
3108,Yes,,Yes,2320.0,No
3109,Yes,,No,2000.0,No
3110,Yes,,Yes,2420.0,Yes
3111,Yes,,Yes,2000.0,Yes
3112,Yes,,Yes,4100.0,No
3113,Yes,,Yes,2320.0,No
3114,Yes,,Yes,2000.0,Yes
3115,Yes,,Yes,2000.0,Yes
3116,Yes,,Yes,1700.0,Yes
3117,Yes,,Yes,2000.0,Yes
3118,Yes,,Yes,2000.0,
3119,Yes,,Yes,2420.0,Yes
3120,Yes,,No,2000.0,No
3121,Yes,Yes,Yes,3000.0,No
3122,Yes,,Yes,2410.0,Yes
3123,Yes,,Yes,1900.0,Yes
3124,Yes,,Yes,2000.0,Yes
3125,Yes,,Yes,1900.0,Yes
3126,Yes,,Yes,1700.0,Yes
3127,Yes,,Yes,1900.0,Yes
3128,Yes,,Yes,2140.0,No
3129,Yes,,Yes,2410.0,Yes
3130,Yes,Yes,Yes,3000.0,No
3131,Yes,Yes,Yes,2800.0,No
3132,Yes,,Yes,1900.0,Yes
3133,Yes,,Yes,2410.0,Yes
3134,Yes,Yes,Yes,3610.0,No
3135,Yes,,Yes,2000.0,Yes
3136,Yes,Yes,Yes,2500.0,No
3137,Yes,,Yes,2020.0,No
3138,,,Yes,1100.0,No
3139,Yes,,Yes,1700.0,Yes
3140,Yes,,Yes,1520.0,No
3141,Yes,,Yes,3150.0,No
3142,Yes,,Yes,1710.0,No
3143,Yes,,Yes,1700.0,No
3144,Yes,,Yes,1500.0,
3145,Yes,,Yes,1710.0,No
3146,Yes,Yes,Yes,,No
3147,Yes,,Yes,,Yes
3148,Yes,,Yes,,
3149,Yes,,Yes,,
3150,Yes,,Yes,1150.0,No
3151,Yes,,Yes,1150.0,No
3152,Yes,,Yes,1150.0,No
3153,Yes,,Yes,1150.0,No
3154,Yes,,Yes,1500.0,No
3155,No,,No,1150.0,No
3156,No,,No,1200.0,No
3157,No,,No,1200.0,No
3158,No,,No,,No
3159,Yes,,Yes,4000.0,Yes
3160,Yes,,Yes,4000.0,Yes
3161,Yes,,Yes,4000.0,Yes
3162,Yes,,Yes,3000.0,No
3163,Yes,,Yes,4000.0,Yes
3164,Yes,,Yes,3000.0,Yes
3165,Yes,,Yes,3000.0,Yes
3166,Yes,,Yes,2200.0,Yes
3167,Yes,,Yes,2600.0,Yes
3168,Yes,,Yes,2500.0,Yes
3169,Yes,,Yes,2000.0,Yes
3170,Yes,,Yes,2800.0,Yes
3171,Yes,,Yes,2450.0,Yes
3172,Yes,,Yes,3000.0,Yes
3173,Yes,,Yes,4000.0,Yes
3174,Yes,,Yes,2700.0,Yes
3175,Yes,,Yes,2000.0,Yes
3176,Yes,,Yes,3200.0,Yes
3177,Yes,,Yes,2350.0,Yes
3178,Yes,,Yes,1600.0,Yes
3179,Yes,,Yes,2500.0,Yes
3180,Yes,,Yes,2910.0,Yes
3181,Yes,,Yes,2500.0,Yes
3182,Yes,,Yes,2000.0,Yes
3183,Yes,,Yes,1800.0,Yes
3184,Yes,,Yes,3500.0,Yes
3185,Yes,,Yes,2000.0,Yes
3186,Yes,,Yes,1980.0,Yes
3187,Yes,,Yes,2500.0,
3188,Yes,,Yes,2100.0,Yes
3189,Yes,,Yes,2800.0,Yes
3190,Yes,,Yes,1500.0,Yes
3191,Yes,,Yes,2500.0,Yes
3192,Yes,,Yes,2000.0,Yes
3193,Yes,Yes,Yes,2600.0,No
3194,Yes,,Yes,2000.0,Yes
3195,Yes,,Yes,2500.0,Yes
3196,Yes,,Yes,2500.0,Yes
3197,Yes,,Yes,1300.0,Yes
3198,Yes,,Yes,1700.0,Yes
3199,Yes,,Yes,2000.0,No
3200,Yes,,Yes,1500.0,No
3201,Yes,,Yes,2500.0,No
3202,Yes,,Yes,2000.0,No
3203,Yes,Yes,Yes,1800.0,No
3204,Yes,Yes,Yes,1150.0,No
3205,Yes,,Yes,4590.0,No
3206,Yes,,Yes,,No
3207,No,,No,1030.0,No
3208,Yes,Yes,Yes,2100.0,No
3209,Yes,Yes,Yes,2600.0,No
3210,Yes,,Yes,1830.0,No
3211,Yes,,Yes,2020.0,No
3212,Yes,Yes,Yes,1830.0,No
3213,Yes,,Yes,1650.0,No
3214,Yes,,Yes,6400.0,No
3215,Yes,,Yes,1650.0,No
3216,Yes,,No,1000.0,No
3217,No,,No,920.0,No
3218,Yes,,Yes,1500.0,No
3219,Yes,,No,1000.0,No
3220,Yes,,No,950.0,No
3221,Yes,,No,950.0,Yes
3222,Yes,,No,1320.0,No
3223,Yes,,No,950.0,No
3224,Yes,,No,,No
3225,No,,Yes,1320.0,No
3226,Yes,,Yes,1400.0,No
3227,Yes,,Yes,2200.0,No
3228,Yes,Yes,Yes,3300.0,No
3229,Yes,,Yes,2400.0,Yes
3230,Yes,,Yes,1630.0,No
3231,No,,Yes,1530.0,Yes
3232,Yes,,Yes,1530.0,Yes
3233,Yes,,Yes,1530.0,Yes
3234,Yes,,Yes,1450.0,No
3235,No,,No,1800.0,Yes
3236,No,,Yes,1000.0,Yes
3237,No,,No,1530.0,Yes
3238,No,,No,1050.0,No
3239,No,,No,1050.0,Yes
3240,No,,No,1100.0,Yes
3241,No,,No,950.0,Yes
3242,No,,No,1900.0,Yes
3243,No,,No,1530.0,Yes
3244,No,,No,650.0,Yes
3245,No,,No,,Yes
3246,No,,No,1720.0,Yes
3247,No,,No,1250.0,No
3248,No,,No,650.0,No
3249,No,,No,,No
3250,No,,No,1790.0,Yes
3251,Yes,,Yes,2000.0,Yes
3252,Yes,,Yes,2000.0,
3253,No,,Yes,7000.0,
3254,No,,Yes,8000.0,No
3255,Yes,,Yes,4600.0,Yes
3256,Yes,Yes,Yes,2600.0,
3257,Yes,Yes,Yes,2300.0,
3258,Yes,Yes,Yes,2000.0,
3259,Yes,,Yes,2000.0,
3260,Yes,,Yes,1500.0,
3261,Yes,,Yes,1500.0,
3262,No,,Yes,1500.0,No
3263,,,Yes,2000.0,Yes
3264,Yes,,Yes,1700.0,Yes
3265,Yes,,Yes,2100.0,Yes
3266,Yes,,Yes,2000.0,Yes
3267,Yes,,Yes,2200.0,Yes
3268,Yes,,Yes,1800.0,Yes
3269,Yes,,Yes,1850.0,Yes
3270,Yes,,Yes,1500.0,Yes
3271,Yes,,Yes,1500.0,Yes
3272,Yes,,Yes,2500.0,Yes
3273,Yes,,Yes,1500.0,Yes
3274,Yes,,Yes,1500.0,Yes
3275,Yes,,Yes,2000.0,Yes
3276,No,,Yes,7000.0,No
3277,No,,Yes,8000.0,No
3278,No,,Yes,4700.0,No
3279,No,,Yes,6000.0,No
3280,Yes,,Yes,5300.0,Yes
3281,No,,Yes,6400.0,No
3282,No,,Yes,6400.0,No
3283,No,,Yes,4000.0,No
3284,No,,Yes,3200.0,No
3285,No,,Yes,4700.0,No
3286,No,,Yes,3200.0,No
3287,No,,Yes,3200.0,No
3288,No,,Yes,3000.0,No
3289,Yes,Yes,Yes,3500.0,Yes
3290,Yes,,Yes,2300.0,Yes
3291,Yes,,Yes,2000.0,Yes
3292,Yes,,Yes,1700.0,Yes
3293,Yes,,Yes,2000.0,Yes
3294,No,,Yes,2500.0,Yes
3295,Yes,,Yes,1200.0,Yes
3296,Yes,,Yes,1450.0,Yes
3297,Yes,,Yes,2500.0,Yes
3298,Yes,,Yes,4700.0,Yes
3299,No,,Yes,1450.0,Yes
3300,Yes,,Yes,2120.0,Yes
3301,Yes,,Yes,1950.0,Yes
3302,Yes,,Yes,2820.0,Yes
3303,Yes,,Yes,1800.0,Yes
3304,Yes,,Yes,2000.0,Yes
3305,Yes,,Yes,5000.0,Yes
3306,Yes,,Yes,1950.0,Yes
3307,Yes,,Yes,2400.0,Yes
3308,Yes,,Yes,2000.0,Yes
3309,Yes,,Yes,1500.0,Yes
3310,Yes,,Yes,2050.0,Yes
3311,Yes,,Yes,2000.0,Yes
3312,Yes,,Yes,2000.0,Yes
3313,Yes,,Yes,1800.0,Yes
3314,Yes,,Yes,1800.0,Yes
3315,Yes,,Yes,1920.0,Yes
3316,Yes,,Yes,2100.0,Yes
3317,Yes,,Yes,1500.0,Yes
3318,Yes,,Yes,1500.0,Yes
3319,Yes,,Yes,1800.0,Yes
3320,Yes,,Yes,1800.0,Yes
3321,Yes,,Yes,1800.0,Yes
3322,Yes,,Yes,1700.0,Yes
3323,Yes,,Yes,1450.0,Yes
3324,Yes,,Yes,1800.0,Yes
3325,Yes,,Yes,1700.0,Yes
3326,No,,Yes,1800.0,Yes
3327,Yes,,Yes,1700.0,Yes
3328,Yes,,Yes,4200.0,Yes
3329,Yes,,Yes,2000.0,Yes
3330,No,,Yes,1000.0,Yes
3331,Yes,,Yes,1700.0,Yes
3332,Yes,,Yes,1700.0,Yes
3333,No,,Yes,1200.0,Yes
3334,Yes,,Yes,1600.0,Yes
3335,Yes,,Yes,2500.0,Yes
3336,Yes,,Yes,2000.0,Yes
3337,Yes,,Yes,2300.0,Yes
3338,Yes,,Yes,4500.0,Yes
3339,Yes,,Yes,1500.0,Yes
3340,No,,Yes,1000.0,Yes
3341,Yes,,Yes,1300.0,Yes
3342,Yes,,Yes,2000.0,Yes
3343,Yes,,Yes,1800.0,Yes
3344,Yes,,Yes,1500.0,Yes
3345,Yes,,Yes,1700.0,Yes
3346,Yes,,Yes,2000.0,Yes
3347,Yes,,Yes,1700.0,Yes
3348,Yes,,Yes,2600.0,Yes
3349,Yes,,Yes,2000.0,Yes
3350,Yes,,Yes,2000.0,Yes
3351,Yes,,Yes,2200.0,Yes
3352,Yes,,Yes,2100.0,Yes
3353,Yes,,Yes,1800.0,Yes
3354,No,,No,750.0,No
3355,No,,No,1200.0,No
3356,No,,No,1620.0,No
3357,Yes,,Yes,880.0,Yes
3358,Yes,,No,,Yes
3359,No,,No,,No
3360,No,,No,,No
3361,No,,No,,No
3362,No,,No,1000.0,No
3363,No,,No,,No
3364,No,,No,,No
3365,No,,No,,No
3366,No,,No,,No
3367,No,,No,,No
3368,No,,No,680.0,No
3369,No,,No,680.0,No
3370,No,,No,,No
3371,No,,No,700.0,No
3372,Yes,,Yes,3300.0,
3373,Yes,,Yes,3600.0,
3374,Yes,Yes,Yes,3600.0,Yes
3375,Yes,Yes,Yes,3000.0,Yes
3376,Yes,Yes,Yes,2400.0,Yes
3377,Yes,Yes,Yes,3000.0,No
3378,Yes,Yes,Yes,3500.0,No
3379,Yes,Yes,Yes,2800.0,Yes
3380,Yes,,Yes,6000.0,No
3381,Yes,,Yes,1500.0,Yes
3382,Yes,,Yes,2600.0,
3383,Yes,Yes,Yes,3300.0,Yes
3384,Yes,Yes,Yes,3600.0,Yes
3385,Yes,Yes,Yes,3000.0,Yes
3386,Yes,Yes,Yes,2350.0,Yes
3387,Yes,,Yes,2600.0,Yes
3388,Yes,,Yes,2600.0,Yes
3389,Yes,Yes,Yes,4000.0,Yes
3390,Yes,Yes,Yes,3300.0,Yes
3391,Yes,Yes,Yes,3300.0,Yes
3392,Yes,,Yes,3300.0,Yes
3393,Yes,Yes,No,380.0,No
3394,Yes,Yes,No,380.0,No
3395,Yes,Yes,No,380.0,No
3396,Yes,,Yes,2400.0,Yes
3397,Yes,,Yes,3300.0,Yes
3398,Yes,,Yes,1500.0,Yes
3399,Yes,Yes,Yes,3500.0,No
3400,Yes,Yes,Yes,3500.0,No
3401,Yes,,Yes,3000.0,Yes
3402,Yes,,Yes,2600.0,Yes
3403,Yes,,Yes,4000.0,Yes
3404,Yes,,Yes,2600.0,Yes
3405,Yes,,Yes,2600.0,Yes
3406,Yes,,Yes,2600.0,Yes
3407,Yes,Yes,Yes,4000.0,Yes
3408,Yes,Yes,Yes,2600.0,Yes
3409,Yes,Yes,Yes,3300.0,Yes
3410,Yes,Yes,Yes,2600.0,Yes
3411,Yes,Yes,Yes,5000.0,Yes
3412,Yes,Yes,Yes,3300.0,Yes
3413,Yes,Yes,Yes,3100.0,Yes
3414,Yes,,Yes,7300.0,
3415,Yes,,Yes,4000.0,No
3416,Yes,Yes,Yes,3000.0,No
3417,Yes,Yes,Yes,3600.0,No
3418,Yes,Yes,Yes,3600.0,Yes
3419,Yes,Yes,Yes,3000.0,No
3420,Yes,,Yes,1500.0,Yes
3421,No,Yes,No,300.0,No
3422,Yes,,Yes,5000.0,
3423,Yes,,Yes,2050.0,Yes
3424,Yes,Yes,Yes,4000.0,Yes
3425,Yes,Yes,Yes,3300.0,Yes
3426,Yes,Yes,Yes,2900.0,Yes
3427,Yes,Yes,Yes,2300.0,Yes
3428,Yes,,Yes,2600.0,Yes
3429,Yes,Yes,Yes,2600.0,Yes
3430,Yes,,Yes,5700.0,No
3431,Yes,,Yes,3000.0,Yes
3432,Yes,,Yes,2600.0,Yes
3433,Yes,,Yes,2600.0,Yes
3434,Yes,,Yes,1900.0,Yes
3435,No,Yes,No,250.0,No
3436,No,Yes,No,250.0,No
3437,Yes,Yes,No,300.0,No
3438,Yes,Yes,Yes,3000.0,No
3439,Yes,Yes,Yes,3000.0,No
3440,Yes,Yes,Yes,3000.0,No
3441,Yes,Yes,Yes,3000.0,No
3442,Yes,Yes,Yes,3000.0,No
3443,Yes,Yes,Yes,3000.0,No
3444,Yes,Yes,Yes,2800.0,Yes
3445,Yes,Yes,Yes,1900.0,Yes
3446,Yes,,Yes,1800.0,No
3447,Yes,,Yes,5870.0,No
3448,Yes,,Yes,4000.0,No
3449,Yes,,Yes,3050.0,Yes
3450,Yes,Yes,Yes,3050.0,Yes
3451,Yes,,Yes,1500.0,Yes
3452,Yes,Yes,Yes,3000.0,Yes
3453,Yes,Yes,Yes,2600.0,Yes
3454,Yes,,Yes,6800.0,No
3455,Yes,,Yes,5000.0,No
3456,No,,Yes,800.0,Yes
3457,No,,Yes,1000.0,Yes
3458,,,Yes,1300.0,Yes
3459,Yes,Yes,Yes,3500.0,No
3460,Yes,,Yes,3600.0,No
3461,Yes,,Yes,6000.0,No
3462,Yes,Yes,Yes,,
3463,Yes,,Yes,4200.0,No
3464,Yes,Yes,Yes,2200.0,Yes
3465,Yes,Yes,Yes,2600.0,No
3466,Yes,Yes,Yes,2550.0,No
3467,Yes,Yes,Yes,2600.0,No
3468,Yes,Yes,Yes,2550.0,No
3469,Yes,Yes,Yes,2550.0,No
3470,Yes,Yes,Yes,1850.0,Yes
3471,Yes,,Yes,1850.0,Yes
3472,Yes,Yes,Yes,2000.0,Yes
3473,Yes,,Yes,3600.0,No
3474,Yes,,Yes,1500.0,Yes
3475,Yes,Yes,Yes,2600.0,Yes
3476,Yes,Yes,Yes,2600.0,Yes
3477,Yes,,Yes,2500.0,Yes
3478,Yes,Yes,Yes,2950.0,Yes
3479,Yes,,Yes,2400.0,Yes
3480,Yes,Yes,Yes,2000.0,Yes
3481,Yes,Yes,Yes,2300.0,Yes
3482,Yes,Yes,Yes,2300.0,Yes
3483,Yes,Yes,Yes,1900.0,Yes
3484,Yes,Yes,Yes,1900.0,Yes
3485,Yes,Yes,Yes,2800.0,No
3486,Yes,,Yes,1200.0,Yes
3487,Yes,,Yes,1500.0,Yes
3488,Yes,,Yes,2600.0,Yes
3489,Yes,Yes,Yes,2600.0,Yes
3490,Yes,Yes,Yes,1900.0,Yes
3491,Yes,Yes,Yes,3000.0,No
3492,Yes,Yes,Yes,3000.0,No
3493,Yes,Yes,Yes,3220.0,No
3494,Yes,Yes,Yes,3220.0,No
3495,Yes,Yes,Yes,4450.0,No
3496,Yes,Yes,Yes,4450.0,No
3497,Yes,Yes,Yes,2800.0,Yes
3498,Yes,,No,300.0,No
3499,No,,No,300.0,No
3500,No,,No,300.0,No
3501,No,,No,315.0,No
3502,Yes,Yes,Yes,2800.0,No
3503,Yes,Yes,Yes,1860.0,No
3504,Yes,Yes,Yes,1860.0,No
3505,Yes,,Yes,2100.0,No
3506,Yes,Yes,Yes,2100.0,No
3507,Yes,,Yes,1500.0,Yes
3508,No,,Yes,800.0,Yes
3509,Yes,,Yes,1500.0,Yes
3510,No,,Yes,1800.0,Yes
3511,Yes,Yes,Yes,2100.0,No
3512,Yes,Yes,Yes,1800.0,Yes
3513,Yes,,Yes,1500.0,Yes
3514,Yes,,Yes,1300.0,Yes
3515,No,,Yes,1300.0,Yes
3516,Yes,,Yes,2000.0,Yes
3517,Yes,Yes,Yes,2800.0,No
3518,Yes,Yes,Yes,2800.0,No
3519,Yes,,Yes,4900.0,No
3520,Yes,,Yes,4900.0,No
3521,Yes,,Yes,7900.0,No
3522,Yes,,Yes,7900.0,No
3523,Yes,Yes,Yes,2000.0,
3524,Yes,,Yes,2100.0,Yes
3525,Yes,Yes,Yes,3200.0,
3526,Yes,Yes,Yes,2800.0,No
3527,Yes,Yes,Yes,2430.0,No
3528,Yes,,Yes,2600.0,
3529,Yes,Yes,Yes,2100.0,Yes
3530,Yes,Yes,Yes,1500.0,Yes
3531,Yes,,Yes,2600.0,No
3532,Yes,,Yes,4000.0,No
3533,Yes,,Yes,4000.0,No
3534,Yes,,Yes,4000.0,No
3535,Yes,,Yes,4450.0,No
3536,Yes,,Yes,4450.0,No
3537,Yes,,Yes,4450.0,No
3538,Yes,,Yes,6800.0,No
3539,Yes,,Yes,6800.0,No
3540,Yes,,Yes,6800.0,No
3541,Yes,,Yes,2100.0,No
3542,Yes,Yes,Yes,1500.0,Yes
3543,Yes,Yes,Yes,2800.0,No
3544,Yes,Yes,Yes,2800.0,No
3545,Yes,Yes,Yes,2800.0,No
3546,Yes,Yes,Yes,2800.0,No
3547,Yes,Yes,Yes,2100.0,Yes
3548,Yes,Yes,Yes,2100.0,Yes
3549,No,,Yes,1000.0,Yes
3550,No,,Yes,800.0,Yes
3551,Yes,,Yes,1300.0,Yes
3552,Yes,,Yes,3100.0,No
3553,Yes,Yes,Yes,3100.0,No
3554,Yes,,Yes,3600.0,No
3555,Yes,,Yes,3600.0,No
3556,Yes,,Yes,2100.0,Yes
3557,Yes,,Yes,9500.0,No
3558,Yes,,Yes,9500.0,No
3559,Yes,,Yes,9500.0,No
3560,Yes,,Yes,9500.0,No
3561,Yes,,Yes,9500.0,No
3562,Yes,,Yes,9500.0,No
3563,Yes,,Yes,8220.0,No
3564,Yes,,Yes,8220.0,No
3565,Yes,,Yes,4800.0,No
3566,Yes,,Yes,4800.0,No
3567,Yes,Yes,Yes,2000.0,No
3568,Yes,Yes,Yes,2000.0,Yes
3569,Yes,Yes,Yes,2600.0,No
3570,Yes,Yes,Yes,2600.0,No
3571,Yes,,Yes,2100.0,No
3572,Yes,,Yes,1500.0,Yes
3573,Yes,,Yes,2600.0,Yes
3574,Yes,Yes,Yes,1820.0,Yes
3575,Yes,Yes,Yes,2100.0,Yes
3576,No,,Yes,800.0,Yes
3577,Yes,Yes,Yes,2600.0,No
3578,Yes,Yes,Yes,1800.0,No
3579,Yes,Yes,Yes,2800.0,No
3580,Yes,,Yes,1500.0,Yes
3581,Yes,Yes,Yes,1800.0,Yes
3582,Yes,,Yes,1300.0,
3583,Yes,,Yes,1300.0,Yes
3584,No,,Yes,1500.0,Yes
3585,Yes,,Yes,8220.0,No
3586,Yes,Yes,Yes,3200.0,No
3587,No,,Yes,1200.0,Yes
3588,Yes,,Yes,1750.0,No
3589,No,,Yes,1000.0,No
3590,Yes,Yes,Yes,2000.0,No
3591,Yes,Yes,Yes,2330.0,No
3592,Yes,Yes,Yes,1500.0,Yes
3593,Yes,Yes,Yes,1900.0,Yes
3594,Yes,Yes,Yes,2600.0,No
3595,Yes,,Yes,4450.0,No
3596,Yes,,Yes,6800.0,No
3597,Yes,,Yes,6800.0,No
3598,Yes,,Yes,6800.0,No
3599,Yes,,Yes,1500.0,No
3600,Yes,,Yes,1800.0,Yes
3601,Yes,,Yes,4000.0,No
3602,Yes,,Yes,4000.0,No
3603,Yes,Yes,Yes,3200.0,No
3604,Yes,No,Yes,2600.0,No
3605,Yes,,Yes,1500.0,No
3606,Yes,,Yes,2000.0,Yes
3607,Yes,,Yes,1200.0,Yes
3608,No,,Yes,1200.0,Yes
3609,Yes,Yes,Yes,2600.0,No
3610,Yes,Yes,Yes,2600.0,No
3611,Yes,Yes,Yes,2600.0,No
3612,Yes,Yes,Yes,2600.0,No
3613,Yes,,Yes,4600.0,No
3614,Yes,,Yes,4600.0,No
3615,Yes,,Yes,1200.0,Yes
3616,No,,Yes,1000.0,Yes
3617,No,,Yes,1000.0,Yes
3618,No,,Yes,1000.0,Yes
3619,No,,Yes,1000.0,Yes
3620,No,,Yes,1000.0,Yes
3621,No,,Yes,1000.0,Yes
3622,No,,No,800.0,Yes
3623,Yes,,Yes,1300.0,Yes
3624,Yes,Yes,Yes,1300.0,Yes
3625,Yes,Yes,Yes,2000.0,Yes
3626,Yes,,Yes,1700.0,Yes
3627,Yes,Yes,Yes,1650.0,Yes
3628,Yes,Yes,Yes,2100.0,No
3629,Yes,,Yes,2100.0,Yes
3630,Yes,,Yes,2100.0,Yes
3631,No,,Yes,1000.0,No
3632,Yes,,Yes,7000.0,No
3633,Yes,,Yes,1300.0,No
3634,Yes,Yes,Yes,2100.0,No
3635,Yes,Yes,Yes,1800.0,No
3636,Yes,,Yes,1300.0,No
3637,Yes,Yes,Yes,2100.0,Yes
3638,Yes,Yes,Yes,2100.0,Yes
3639,Yes,Yes,Yes,9000.0,No
3640,Yes,Yes,Yes,8200.0,No
3641,No,,Yes,1000.0,No
3642,Yes,Yes,Yes,1500.0,Yes
3643,Yes,,Yes,1300.0,Yes
3644,Yes,,Yes,1300.0,Yes
3645,Yes,Yes,Yes,1850.0,No
3646,Yes,Yes,Yes,2000.0,No
3647,No,,Yes,1000.0,Yes
3648,Yes,Yes,Yes,2100.0,No
