,SIM,display_size,screen_to_body_ratio,OS
4357,Single,5.5,26.4,Android 3.2
4358,Single,9.4,60.9,Android 3.2
4359,No,9.4,60.9,Android 3.1
4360,Single,4.4,62.3,Android 4.4.2
4361,Yes,4.0,,Android 4.4.4
4362,Single,4.2,61.7,Android 2.3.4
4363,Single,3.7,57.1,Android 2.3.4
4364,Single,3.2,50.9,Android 2.3
4365,Single,3.3,51.0,Android 2.3
4366,Single,3.0,53.0,Android 2.3
4367,Single,2.55,31.7,
4368,Single,3.0,50.6,
4369,Single,3.0,53.0,
4370,Single,3.0,58.6,Android 2.3
4371,Single,3.0,55.0,Android 2.3
4372,Single,3.2,50.9,Android
4373,Single,3.0,50.1,Android 2.1
4374,Single,4.0,59.8,Android 2.3.4
4375,Single,3.7,55.2,Android 2.3
4376,Single,3.7,57.1,Android 2.3.4
4377,Single,4.2,61.7,Android 2.3
4378,Single,4.0,59.8,Android 2.3.4
4379,Single,3.5,48.9,Android
4380,Single,3.0,50.1,Android 1.6
4381,Single,2.2,27.6,
4382,Single,2.6,43.1,
4383,Single,3.2,49.8,
4384,Single,3.2,46.0,
4385,Single,2.6,39.1,
4386,Single,2.2,33.9,
4387,Single,2.55,43.0,Android 1.6
4388,Single,2.55,48.5,Android 1.6
4389,Single,3.2,49.8,Symbian
4390,Single,2.4,25.4,Windows
4391,Single,3.2,51.0,Symbian
4392,Single,2.6,41.5,
4393,Single,2.2,30.3,
4394,Single,1.8,22.9,
4395,Single,4.0,58.8,Android 1.6
4396,Single,3.2,49.1,Windows
4397,Single,2.0,37.7,
4398,Single,2.0,37.7,
4399,Single,2.2,34.1,
4400,Single,2.2,31.7,
4401,Single,2.2,29.5,
4402,Single,3.5,54.8,Symbian
4403,Single,3.0,47.4,
4404,Single,2.4,37.2,
4405,Single,2.0,27.4,
4406,Single,1.8,23.6,
4407,Single,2.2,32.2,
4408,Single,2.6,44.0,
4409,Single,2.4,37.5,
4410,Single,2.2,31.7,
4411,Single,2.0,27.9,
4412,Single,2.2,29.8,
4413,Single,2.2,32.1,
4414,Single,2.4,39.5,
4415,Single,2.4,39.5,
4416,Single,2.4,39.9,
4417,Single,2.0,27.2,
4418,Single,2.0,24.8,
4419,Single,2.2,27.8,
4420,Single,2.2,31.9,
4421,Single,2.2,31.9,
4422,Single,2.0,27.4,
4423,Single,2.4,35.0,
4424,Single,2.0,27.1,
4425,Single,2.0,27.9,
4426,Single,1.5,15.7,
4427,Single,1.7,20.2,
4428,Single,2.0,26.1,
4429,Single,2.2,33.2,
4430,Single,1.8,26.1,
4431,Single,3.0,44.1,Windows
4432,Single,2.4,34.3,Symbian
4433,Single,2.4,34.3,Symbian
4434,Single,2.4,34.3,Symbian
4435,Single,2.2,35.4,
4436,Single,2.0,23.4,
4437,Single,2.2,29.5,
4438,Single,2.2,33.6,
4439,Single,1.7,20.2,
4440,Single,1.7,20.2,
4441,Single,1.9,26.4,
4442,Single,1.8,21.9,
4443,Single,2.2,30.3,
4444,Single,1.9,24.4,
4445,Single,1.9,25.4,
4446,Single,2.0,25.6,
4447,Single,2.0,25.3,
4448,Single,1.9,25.2,
4449,Single,2.0,26.0,
4450,Single,1.9,22.7,
4451,Single,2.2,30.6,
4452,Single,2.6,34.9,Symbian
4453,Single,2.4,36.0,
4454,Single,2.0,26.8,
4455,Single,2.0,26.0,
4456,Single,1.8,24.9,
4457,Single,1.8,25.5,
4458,Single,2.6,35.9,Symbian
4459,Single,1.9,23.4,
4460,Single,2.0,26.6,
4461,Single,1.7,20.2,
4462,Single,2.2,31.4,
4463,Single,2.0,26.6,
4464,Single,2.0,26.8,
4465,Single,1.8,20.9,
4466,Single,2.0,24.3,
4467,Single,1.96,25.8,
4468,Single,1.9,24.2,
4469,Single,1.6,17.4,
4470,Single,1.6,17.4,
4471,Single,1.36,12.6,
4472,Single,1.36,12.6,
4473,Single,1.9,24.2,
4474,Single,1.8,20.9,
4475,Single,1.8,22.9,
4476,Single,,,
4477,Single,2.0,26.9,
4478,Single,1.7,20.5,
4479,Single,1.9,28.5,
4480,Single,,,
4481,Single,1.9,24.6,
4482,Single,2.0,26.9,
4483,Single,1.9,26.9,
4484,Single,1.9,26.9,
4485,Single,1.9,28.6,
4486,Single,1.8,22.2,
4487,Single,1.8,26.7,
4488,Single,2.0,25.1,
4489,Single,2.0,25.1,
4490,Single,1.66,20.5,
4491,Single,1.8,24.1,
4492,Single,2.7,34.7,Symbian
4493,Single,1.8,22.9,
4494,Single,1.74,21.4,
4495,Single,2.6,36.6,Symbian
4496,Single,2.6,36.9,Symbian
4497,Single,2.6,34.3,Symbian
4498,Single,1.9,24.6,
4499,Single,1.4,13.3,
4500,Single,1.9,24.7,
4501,Single,2.2,28.1,
4502,Single,,,
4503,Single,1.55,17.3,
4504,Single,1.55,17.3,
4505,Single,1.8,23.6,
4506,Single,1.8,23.6,
4507,Single,1.8,23.8,
4508,Single,1.6,19.0,
4509,Single,1.8,21.3,
4510,Single,1.8,22.2,
4511,Single,1.8,22.2,
4512,Single,1.8,22.2,
4513,Single,1.5,17.2,
4514,Single,1.8,21.7,
4515,Single,1.6,18.3,
4516,Single,1.6,19.0,
4517,Single,1.45,14.9,
4518,Dual,4.5,63.1,Android 4.4.4
4519,Dual,5.0,65.2,Android 4.2
4520,Dual,3.5,48.3,Android 4.2
4521,Dual,4.0,65.5,Android 4.2
4522,Dual,4.0,39.8,Android 4.2
4523,Dual,5.0,58.8,Android 4.2
4524,Dual,4.5,59.7,Android 4.2
4525,Dual,4.5,,Android 4.1
4526,Dual,4.0,55.0,Android 4.2.2
4527,Dual,3.5,49.5,Android 2.3.5
4528,Dual,,,Android 4.2
4529,Dual,,,Android 4.2
4530,Dual,,,Android 4.2
4531,Dual,,,Android 4.2
4532,Dual,4.0,55.4,Android 4.2
4533,Dual,3.5,50.8,Android 4.2
4534,Dual,5.0,61.6,Android 4.2
4535,Dual,5.0,67.4,Android 4.1
4536,Dual,5.0,64.2,Android 4.2
4537,Dual,5.0,62.3,Android 4.0
4538,Dual,4.5,60.8,Android 4.1
4539,Dual,4.5,63.9,Android 4.0
4540,Dual,4.0,56.7,Android 4.0
4541,Dual,3.5,46.1,Android 2.3
4542,Yes,7.0,57.0,Android 4.1
4543,Dual,5.0,62.3,Android 4.0
4544,Dual,5.3,64.5,Android 4.2
4545,Dual,5.3,64.5,Android 4.0
4546,No,10.0,,Android 4.1
4547,Dual,4.5,,Android 4.0
4548,Dual,5.0,64.3,Android 4.0
4549,Dual,2.8,35.7,Android 2.3
4550,Dual,2.6,30.7,
4551,Dual,2.8,43.2,
4552,Dual,3.5,51.6,
4553,Dual,3.2,47.4,
4554,Dual,2.6,40.4,
4555,Dual,2.4,36.9,
4556,Dual,2.4,28.5,
4557,Dual,2.8,34.6,
4558,Dual,2.0,23.6,
4559,Dual,2.6,33.6,
4560,Dual,2.2,26.4,
4561,Dual,2.4,29.4,
4562,Dual,3.5,49.9,Android 2.3
4563,Single,4.0,57.4,Android 2.3
4564,Single,3.5,51.6,
4565,Single,3.2,46.5,
4566,Dual,2.8,40.4,Android 2.3
4567,Dual,3.5,51.5,Android 2.3
4568,Dual,3.46,49.2,
4569,Dual,3.44,48.8,
4570,Single,3.14,46.8,
4571,Dual,2.36,28.8,
4572,Dual,2.36,30.9,
4573,Dual,2.76,42.1,
4574,Dual,2.36,29.4,
4575,Dual,1.77,20.1,
4576,Dual,1.77,,
4577,Dual,1.77,,
4578,Single,7.0,59.9,Android 2.2
4579,Single,4.03,57.4,Android 2.2
4580,Single,3.14,48.6,
4581,Dual,2.8,42.4,Android 2.2
4582,Single,3.15,42.5,Android 2.2
4583,Dual,1.77,19.3,
4584,Single,2.0,23.9,
4585,Dual,2.2,22.7,
4586,Dual,2.4,30.1,
4587,Dual,2.0,23.5,
4588,Dual,2.4,28.8,
4589,Dual,2.0,23.7,
4590,Single,2.0,24.3,
4591,Dual,2.0,19.2,
4592,Dual,2.36,29.6,
4593,Dual,2.4,27.2,
4594,Dual,1.8,21.7,
4595,Single,3.2,46.7,Android 1.6
4596,Dual,2.2,27.5,
4597,Dual,2.0,24.4,
4598,Single,2.0,18.1,
4599,Dual,2.4,30.5,
4600,Single,2.0,18.6,
4601,Dual,2.0,18.9,
4602,Dual,2.0,,
4603,Dual,1.8,21.8,
4604,Single,3.2,51.9,
4605,Dual,2.0,19.7,
4606,Dual,2.4,31.0,
4607,Single,2.4,30.1,
4608,Dual,1.8,19.6,
4609,Dual,2.4,31.0,
4610,Single,1.8,19.1,
4611,Dual,2.4,30.1,
4612,Dual,1.8,21.6,
4613,Single,1.8,21.2,
4614,Single,2.2,27.3,
4615,Single,2.2,26.6,
4616,Single,2.8,37.6,Windows
4617,Dual,,,
4618,Single,2.2,27.5,
4619,Single,3.5,50.3,Android 4.1
4620,Single,3.5,50.3,Android 2.3.5
4621,Single,4.0,57.1,Android 2.3
4622,Single,4.0,64.4,Android 2.3
4623,Single,3.5,52.1,Android 2.3.5
4624,Single,3.7,55.3,Android 2.3.5
4625,Single,3.7,48.4,Android 2.3.4
4626,Single,3.5,52.3,Android 2.3
4627,Single,7.0,58.0,Android 3.2
4628,Single,3.5,47.1,Android 2.3
4629,Single,3.8,52.6,Android 2.3
4630,Single,8.9,61.7,Android 3.0
4631,Single,4.0,57.6,Android 2.2
4632,Single,3.5,45.0,Android 2.2
4633,Single,2.8,38.6,
4634,Single,2.8,41.7,Android 2.2
4635,Single,3.8,55.3,Android 2.2
4636,Single,3.7,53.5,Android 2.2
4637,Single,3.4,52.1,Android 2.1
4638,Single,3.5,50.6,Android 2.1
4639,Single,3.2,48.2,Android 1.6
4640,Single,4.3,64.4,Windows
4641,Single,2.8,40.7,
4642,Single,3.5,49.9,Android 1.5
4643,Single,2.8,43.8,
4644,Single,3.2,48.4,Android 1.5
4645,Single,2.4,24.9,Windows
4646,Single,3.2,48.2,Android 1.5
4647,Single,3.2,35.0,
4648,Single,,,Windows
4649,Single,3.2,46.8,Android 1.6
4650,Single,,,Windows
4651,Single,2.5,26.6,
4652,Single,3.0,33.0,Other
4653,No,7.0,57.8,Android 4.4.2
4654,No,7.0,57.8,Android 4.2.2
4655,No,10.1,63.6,Android 4.2.1
4656,No,10.1,63.6,Android 4.2.1
4657,No,10.1,63.6,Android 4.2.1
4658,No,10.1,62.7,Android 4.1
4659,Single,13.3,88.8,Android 4.0
4660,No,10.1,63.4,Android 4.0
4661,Single,7.7,62.2,Android 4.0
4662,No,10.1,65.6,Android 3.2
4663,No,7.0,58.7,Android 3.2
4664,Single,3.7,56.0,Windows
4665,Single,10.1,61.2,Android 3.0
4666,Single,4.1,52.6,Windows
4667,Single,2.83,38.9,Windows
4668,Single,3.0,34.2,Windows
4669,Single,,,
4670,Single,2.46,26.3,Windows
4671,Single,3.0,35.3,Windows
4672,Single,2.3,34.8,Windows
4673,Single,5.2,65.0,Android 5.1
4674,Single,4.7,60.5,Android 4.4.2
4675,Single,4.7,60.9,Android 4.4.2
4676,Single,4.3,50.9,Android 4.2.2
4677,Single,3.7,,Android 4.0
4678,Single,3.5,52.4,Symbian
4679,Single,2.46,26.5,Symbian
4680,Single,2.4,34.2,
4681,Single,2.0,22.7,
4682,Single,2.0,21.9,
4683,Single,,,
4684,Single,,,
4685,Single,,,
4686,Single,,,
4687,Dual,5.0,67.8,Android 5.1
4688,Dual,6.0,70.6,Android 5.1
4689,Dual,5.5,68.1,Android 4.4.2
4690,Dual,5.0,65.3,Android 4.4.2
4691,Dual,5.5,68.4,Android 4.4.2
4692,Dual,5.0,63.0,Android 4.4.2
4693,Dual,4.5,64.6,Android 4.4.4
4694,Single,2.4,31.6,
4695,Single,4.5,62.8,Android 4.4.2
4696,Dual,5.0,60.4,Android 4.4.2
4697,Dual,5.0,67.2,Android 4.4.2
4698,Dual,4.0,55.0,Android 4.4.2
4699,Dual,4.0,59.3,Android 4.4.2
4700,Single,2.2,26.6,
4701,Single,3.5,47.2,Android 4.2
4702,Yes,5.0,66.2,Android 4.4.2
4703,Dual,7.0,67.4,Android 4.2
4704,Dual,5.5,71.8,Android 6.0
4705,Dual,4.5,64.3,Android 5.1
4706,Dual,5.2,69.1,Android 6.0
4707,Dual,5.5,73.8,Android 6.0
4708,Dual,5.5,71.8,Android 6.0
4709,Dual,5.46,72.6,Android 6.0.1
4710,Dual,5.88,74.5,Android 6.0.1
4711,Dual,5.5,73.8,Android 6.0.1
4712,Dual,5.5,71.8,Android 6.0
4713,Dual,5.7,72.3,Android 5.1
4714,Dual,5.2,71.0,Android 5.1
4715,Dual,5.5,70.3,Android 5.1
4716,Dual,5.0,67.6,Android 5.1
4717,Dual,5.7,70.6,Android 5.1
4718,Dual,5.2,68.3,Android 5.1
4719,Dual,5.43,69.5,Android 6.0
4720,Dual,5.43,69.5,Android 5.1
4721,Dual,5.0,66.8,Android 5.0.2
4722,Dual,4.7,64.5,Android 5.1
4723,Dual,5.5,69.5,Android 4.4.4
4724,Dual,5.5,69.5,Android 4.4.4
4725,Dual,5.5,69.5,Android 4.4.4
4726,Single,4.7,68.1,Android 4.2.2
4727,Dual,4.5,64.1,Android 4.2.2
4728,Single,1.8,19.9,
4729,Single,1.8,27.9,
4730,Single,,,
4731,Single,5.0,66.3,Android 7.0
4732,Single,10.1,73.2,Android 6.0
4733,Single,5.0,67.7,Android 6.0
4734,Single,5.5,71.5,Android 6.0.1
4735,Single,5.5,70.2,Android 6.0.1
4736,Single,5.0,66.8,Android 6.0.1
4737,Single,3.5,50.8,Android 5.1
4738,Single,4.5,64.8,Android 5.1
4739,Single,5.5,70.3,Android 5.1
4740,Single,9.6,75.0,Android 5.0
4741,Single,5.0,67.6,Android 5.0.2
4742,Single,4.0,58.2,Android 4.4.2
4743,Single,4.5,61.5,Android 4.4.2
4744,Single,5.0,68.5,Android 4.4.2
4745,Single,4.5,62.8,Android 4.4.2
4746,Single,4.0,58.2,Android 4.2.2
4747,Single,3.5,50.9,Android 4.1
4748,Single,4.0,57.4,Android 4.1
4749,Single,10.0,62.7,Android 4.0.3
4750,Single,7.0,58.9,Android 4.0.4
4751,Single,3.2,48.2,Android 2.3.7
4752,Single,10.0,,Android 3.2
4753,Single,7.0,61.0,Android 3.2
4754,Single,1.7,14.6,
4755,Single,2.4,26.5,
4756,Single,2.8,41.2,Android 2.2
4757,Single,2.8,44.6,Android 2.1
4758,Single,2.8,,
4759,Single,2.4,,
4760,Single,1.8,,
4761,Single,1.45,,
4762,Single,1.0,,
4763,Single,1.5,14.3,
4764,Single,3.2,47.0,Other
4765,Single,2.0,27.7,
4766,Single,,,
4767,Dual,5.0,66.0,Android 4.4.2
4768,Single,4.5,63.1,Android 4.4.2
4769,Dual,3.5,49.0,Android 4.4.2
4770,Single,5.0,63.8,Android 4.4.2
4771,Single,5.0,68.4,Android 4.4.2
4772,Dual,4.7,64.9,Android 4.4.2
4773,Single,4.7,64.4,Android 4.3
4774,Dual,5.0,68.4,Android 4.4.2
4775,Dual,6.44,74.0,Android 7.1.1
4776,Dual,5.0,70.7,Android 6.0.1
4777,Dual,5.15,71.4,Android 7.1.1
4778,No,7.9,71.8,Android
4779,Dual,5.15,72.6,Android 7.1
4780,Dual,5.5,72.7,Android 6.0
4781,Dual,5.5,72.7,Android 6.0
4782,Dual,5.0,69.0,Android 6.0.1
4783,Dual,5.0,69.1,Android 6.0.1
4784,Dual,5.0,70.1,Android 6.0.1
4785,Dual,6.4,83.6,Android 6.0
4786,Dual,5.7,74.2,Android 6.0
4787,Dual,5.7,74.6,Android 6.0
4788,Dual,5.15,71.4,Android 6.0
4789,Dual,5.5,72.7,Android 6.0
4790,Dual,5.5,72.2,Android 6.0
4791,Dual,5.0,71.1,Android 6.0.1
4792,Dual,5.0,71.1,Android 6.0.1
4793,Dual,5.0,71.1,Android 6.0.1
4794,Dual,5.0,71.1,Android 5.1
4795,Dual,5.15,73.1,Android 6.0
4796,Dual,6.44,74.8,Android 6.0
4797,Dual,5.0,69.9,Android 5.1
4798,Dual,5.5,72.4,Android 5.1.1
4799,Dual,5.0,71.1,Android 5.1
4800,Dual,5.5,68.8,Android 4.4.4
4801,No,7.9,71.8,Android
4802,Dual,5.5,72.4,Android 5.0.2
4803,Dual,5.0,71.7,Android 5.1.1
4804,Dual,5.5,71.5,Android 5.0
4805,Dual,4.7,67.8,Android 4.4.4
4806,Dual,5.0,71.7,Android 5.0.2
4807,Dual,5.7,74.4,Android 5.0.1
4808,Dual,5.7,74.4,Android 4.4.4
4809,Dual,4.7,67.6,Android 5.0
4810,Dual,4.7,67.6,Android 4.4.4
4811,Single,5.0,72.3,Android 4.4.3
4812,Single,5.5,68.8,Android 4.2
4813,Single,5.0,72.3,Android 4.4.3
4814,No,7.9,69.8,Android 4.4.4
4815,Dual,5.5,68.8,Android 4.2
4816,Single,5.0,65.0,Android 4.3
4817,Dual,4.7,64.4,Android 4.3
4818,Dual,4.7,64.4,Android 4.2
4819,Single,4.3,65.2,Android 4.1
4820,Single,4.3,65.2,Android 4.1
4821,Single,4.0,56.0,Android 4.0
4822,Dual,5.0,66.2,Android 5.1
4823,Dual,5.5,69.3,Android 5.0
4824,Dual,5.0,65.8,Android 4.4.2
4825,Dual,4.5,60.8,Android 5.0
4826,Dual,5.0,66.6,Android 4.4.2
4827,Dual,5.0,67.6,Windows
4828,Dual,5.0,67.6,Android 4.4.2
4829,Dual,5.5,70.0,Android 4.4.2
4830,Dual,5.0,66.5,Android 4.4.2
4831,Dual,5.0,67.6,Android 4.4.2
4832,Dual,5.0,67.9,Android 4.4.2
4833,Dual,4.5,67.8,Android 4.4.2
4834,Dual,4.99,67.6,Android 4.4.2
4835,Dual,5.0,68.8,Android 4.4
4836,Dual,5.0,70.4,Android 4.4.2
4837,Dual,5.0,70.3,Android 4.4.2
4838,Dual,4.7,66.7,Windows
4839,Dual,4.0,56.9,Android 4.2
4840,Dual,5.0,66.5,Android 4.2
4841,Dual,4.0,54.7,Android 4.2
4842,Dual,6.0,71.2,Android 4.2
4843,Dual,4.0,59.1,Android 4.2
4844,Dual,5.0,66.5,Android 4.2
4845,Dual,5.0,67.7,Android 4.3
4846,Dual,4.5,63.5,Android 4.2
4847,Dual,5.7,66.6,Android 4.2
4848,Dual,5.0,65.9,Android 4.2
4849,Yes,4.3,60.0,Android 4.2
4850,No,7.0,60.0,Android 4.2.2
4851,Dual,4.0,61.0,Android 4.1
4852,Dual,4.5,61.5,Android 4.1.2
4853,Dual,4.0,57.6,Android 4.2
4854,Dual,5.5,68.7,Android 4.2
4855,Dual,4.7,63.5,Android 4.2.2
4856,Dual,4.5,61.3,Android 4.2
4857,Dual,4.0,56.5,Android 4.2
4858,Dual,4.5,60.9,Android 4.2
4859,No,7.0,59.6,Android 4.1
4860,Yes,8.0,59.7,Android 4.1
4861,Single,5.0,65.0,Android 4.2
4862,Dual,4.0,57.6,Android 4.2
4863,Single,4.7,62.9,Android 4.1.1
4864,Dual,4.5,62.4,Android 4.2
4865,Single,4.7,67.3,Android 4.0.4
4866,Dual,4.3,62.5,Android 4.0.4
4867,Dual,3.5,54.1,Android 4.0
4868,Dual,5.0,67.8,Android 4.2
4869,Dual,4.5,61.5,Android 4.1.2
4870,Dual,4.5,60.9,Android 4.2
4871,Dual,5.0,65.1,Android 4.2
4872,Single,5.0,68.2,Android 4.4.3
4873,Single,4.3,56.9,Android 4.2.2
4874,Dual,5.0,69.7,Android 6.0
4875,Dual,4.7,,Android 5.1.1
4876,Dual,5.2,,Android 5.1.1
4877,Dual,5.5,72.1,Android 5.1.1
4878,Dual,6.0,,Android 5.1.1
4879,Dual,5.2,69.9,Android 5.1.1
4880,Dual,4.7,67.1,Android 5.1.1
4881,Dual,5.0,66.3,Android 5.0.2
4882,Dual,5.5,69.1,Android 4.4.4
4883,Dual,5.5,69.1,Android 4.4.4
4884,Single,1.4,30.3,Android
4885,Dual,5.5,74.7,Android 7.1.1
4886,Dual,5.5,73.3,Android 7.0
4887,Yes,6.0,71.7,Android 7.1.1
4888,Dual,5.2,70.1,Android 6.0.1
4889,Dual,5.5,,Android 6.0
4890,Dual,5.0,67.9,Android 7.0
4891,Dual,5.5,70.6,Android 6.0
4892,Dual,5.5,71.3,Android 7.0
4893,Dual,5.5,69.4,Android 6.0.1
4894,Dual,5.2,70.3,Android 7.0
4895,Dual,6.0,78.6,Android 6.0
4896,Dual,5.5,70.8,Android 6.0.1
4897,Dual,5.2,70.8,Android 6.0
4898,Dual,5.2,71.5,Android 6.0.1
4899,Single,5.5,71.2,Android 6.0
4900,Single,6.0,71.7,Android 6.0
4901,Dual,5.5,73.7,Android 6.0
4902,Dual,6.0,75.3,Android 5.1.1
4903,Dual,5.5,72.2,Android 6.0.1
4904,Dual,5.5,75.2,Android 6.0.1
4905,Single,4.0,56.6,Android 5.1
4906,Single,6.0,72.2,Android 6.0
4907,Dual,5.0,69.6,Android 5.1.1
4908,Dual,5.0,66.9,Android 5.1
4909,Dual,5.5,69.6,Android 5.1.1
4910,Dual,5.0,66.9,Android 6.0
4911,Dual,5.2,63.4,Android 6.0
4912,Dual,5.2,70.4,Android 6.0
4913,Dual,5.0,68.3,Android 5.1
4914,Dual,5.0,68.3,Android 6.0
4915,Dual,5.2,69.4,Android 5.0.2
4916,Single,5.5,71.2,Android 5.1.1
4917,Single,5.0,65.3,Android 5.1
4918,Dual,5.5,69.6,Android 5.1
4919,Single,5.5,73.5,Android 5.1.1
4920,Dual,5.0,72.4,Android 5.1
4921,Dual,5.2,74.2,Android 5.1.1
4922,Single,5.5,71.3,Android 5.1
4923,Dual,5.5,72.2,Android 5.0
4924,Dual,5.2,70.0,Android 5.0.2
4925,Dual,5.5,71.7,Android 5.0.2
4926,Yes,5.7,65.7,Android 5.1
4927,Single,5.5,73.5,Android 5.1.1
4928,Single,4.5,59.2,Android 5.1
4929,Single,5.0,65.3,Android 5.1
4930,Single,4.5,62.0,Android 4.4.2
4931,Single,4.5,62.7,Android 5.1
4932,Dual,4.5,61.6,Android 4.4.4
4933,Dual,5.2,74.0,Android 5.0.2
4934,Dual,5.5,69.0,Android 5.0.2
4935,Dual,5.5,70.3,Android 5.0.2
4936,Dual,5.0,69.9,Android 5.0.2
4937,Dual,5.5,69.9,Android 4.4
4938,Dual,5.0,,Android 4.4.2
4939,Dual,5.0,66.7,Android 5.0
4940,Dual,4.5,64.1,Android 4.4.2
4941,Dual,4.0,56.9,Android 4.4.2
4942,Dual,5.0,69.8,Android 4.4
4943,Dual,5.0,67.7,Android 5.0.1
4944,Single,5.0,71.0,Android 4.4
4945,Yes,4.5,62.8,Android 4.4.2
4946,Single,5.5,69.0,Android 4.2
4947,Single,5.7,65.7,Android 4.4.2
4948,Single,5.0,68.8,Android 4.4.2
4949,Single,5.0,70.9,Android 4.4.2
4950,Single,4.5,64.1,Android 4.4.2
4951,Single,4.7,68.6,Android 4.3
4952,Dual,5.5,70.8,Android 4.4.2
4953,Dual,5.5,71.1,Android 4.4.2
4954,Dual,5.0,69.3,Android 4.4.2
4955,Dual,5.0,67.0,Android 4.2
4956,Single,4.0,55.6,Android 4.4.2
4957,Dual,4.5,63.6,Android 4.2.1
4958,Yes,5.0,71.9,Android 4.4.2
4959,Dual,6.44,71.6,Android 4.3
4960,Single,4.0,55.9,Other
4961,Single,5.5,69.0,Android 4.3
4962,Yes,5.0,72.7,Android 4.2.2
4963,Single,4.7,68.7,Android 4.2.2
4964,Yes,5.0,68.9,Android 4.1
4965,Yes,4.5,64.0,Android 4.1
4966,Single,4.5,62.6,Android 4.1.2
4967,Yes,4.0,55.3,Android 4.1
4968,Yes,4.0,57.9,Android 4.1
4969,Yes,5.0,68.0,Android 4.1.2
4970,Dual,4.5,65.4,Android 4.0
4971,Dual,5.0,69.8,Android 4.1.2
4972,Yes,4.0,,Android 4.1
4973,Yes,5.7,67.8,Android 4.1.2
4974,Single,4.0,57.4,Android 4.1
4975,No,3.5,49.4,Android 4.0
4976,Single,5.0,69.3,Android 4.1
4977,Single,4.0,56.1,Android 4.0
4978,Dual,4.0,59.4,Android 4.0
4979,Dual,3.5,51.0,Android 2.3
4980,Single,3.2,41.1,Android 2.3
4981,Yes,5.0,72.3,Android 4.1.1
4982,Single,4.5,63.5,Android 4.0.4
4983,Single,4.5,63.6,Android 4.0
4984,Single,4.0,58.3,Android 4.0
4985,Single,4.3,61.7,Android 4.0
4986,Single,4.3,59.9,Android 4.0
4987,Dual,4.3,61.6,Android 4.0
4988,Single,4.0,60.1,Windows
4989,Single,3.5,51.8,Android 2.3
4990,Dual,4.0,57.5,Android 2.3.6
4991,Single,3.5,52.3,Android 2.3.6
4992,Single,7.0,61.7,Android 3.2
4993,Single,7.0,56.0,Android 2.3
4994,Single,3.2,46.1,
4995,Single,4.3,60.4,Windows
4996,Single,3.5,53.0,Android 2.3.4
4997,Single,3.5,50.7,Android 2.3
4998,Single,7.0,66.0,Android 2.1
4999,Single,4.3,61.7,Android 2.3
5000,Dual,,,Android 2.2
5001,Single,2.8,42.1,Android 2.2
5002,Single,3.5,,Android 2.1
5003,Single,3.5,53.2,Android 2.1
5004,Single,2.0,25.9,
5005,Single,2.8,43.3,Android 2.1
