,SIM,display_size,screen_to_body_ratio,OS
3580,Dual,4.0,59.4,Android 4.1.2
3581,Dual,4.3,61.5,Android 4.2
3582,Dual,3.5,52.3,Android 4.1.2
3583,Single,3.5,52.3,Android 4.1.2
3584,Dual,4.0,59.9,Android 4.1.2
3585,Single,10.1,71.0,Android 4.3
3586,Single,5.7,74.8,Android 4.3
3587,Dual,2.4,26.5,
3588,Single,4.0,58.8,Android 4.1
3589,Single,3.0,41.5,
3590,Yes,4.77,67.0,Windows
3591,Single,4.3,64.0,Android 4.2.2
3592,Dual,4.0,59.9,Android 4.2
3593,Dual,4.3,66.7,Android 4.2.2
3594,Single,5.0,69.2,Android 4.2.2
3595,Single,8.0,71.4,Android 4.2.2
3596,Single,10.1,69.1,Android 4.2.2
3597,Single,10.1,69.1,Android 4.2.2
3598,No,10.1,69.1,Android 4.2.2
3599,Single,3.8,54.2,Android 4.1.2
3600,Dual,4.3,60.2,Android 4.1.2
3601,No,7.0,66.0,Android 4.1.2
3602,Single,7.0,66.0,Android 4.1.2
3603,Single,6.3,74.2,Android 4.2.2
3604,Dual,5.8,69.2,Android 4.2.2
3605,Dual,4.0,59.4,Android 4.1
3606,Dual,4.7,66.7,Android 4.1.2
3607,Dual,3.0,45.9,Android 4.1.2
3608,Dual,3.0,45.8,Android 4.1.2
3609,Single,5.0,72.3,Android 4.2.2
3610,Single,5.0,72.3,Android 4.2.2
3611,Dual,5.0,72.3,Android 4.2.2
3612,Single,5.0,72.4,Android 4.2.2
3613,Single,8.0,64.8,Android 4.1.2
3614,No,8.0,64.8,Android 4.1.2
3615,Dual,2.8,40.0,Android 4.0
3616,Dual,3.5,52.1,
3617,Dual,3.0,47.1,
3618,Dual,3.0,46.4,
3619,Dual,2.8,43.4,
3620,Dual,1.8,20.0,
3621,Dual,1.8,20.5,
3622,Dual,1.52,15.2,
3623,Dual,3.27,49.7,Android 4.1.2
3624,Dual,3.5,52.3,Android 4.1.2
3625,Single,4.5,63.1,Android 4.1.2
3626,Single,4.0,51.5,Android 4.1.2
3627,Single,4.3,63.5,Android 4.1.2
3628,Single,4.0,58.3,Windows
3629,Dual,5.0,64.5,Android 4.1.2
3630,Single,5.0,64.5,Android 4.1.2
3631,Dual,3.5,52.1,
3632,Single,10.1,62.7,Android 4.1
3633,Single,2.4,32.1,
3634,Single,4.0,58.7,Android 4.0.4
3635,Single,4.0,55.1,Android 4.0.4
3636,Single,3.5,52.6,Android 4.0.4
3637,Single,4.65,65.2,Android 4.1.2
3638,Single,4.65,65.3,Android 4.1
3639,No,10.1,63.1,Android 4.2
3640,No,10.1,62.9,Windows
3641,Single,2.4,26.6,
3642,Single,4.0,59.4,Android 4.1
3643,Single,3.0,42.9,Android 4.0.4
3644,Dual,3.0,42.9,Android 4.0.4
3645,Single,4.0,53.1,Android 4.0.4
3646,Single,4.5,62.7,Android 4.0
3647,Dual,2.4,26.4,
3648,Single,4.8,65.9,Android 4.1.1
3649,Single,4.0,58.8,Android 4.0.4
3650,Single,4.0,54.8,Android 4.0
3651,Dual,2.4,33.9,
3652,Dual,2.8,40.4,Android 2.3
3653,Single,5.5,68.6,Android 4.1.1
3654,Single,5.5,68.6,Android 4.1
3655,Single,4.8,65.7,Windows
3656,Single,4.8,69.7,Android 4.1
3657,Single,3.5,49.5,Android 4.0.4
3658,Single,4.0,58.3,Android 4.0.4
3659,Single,4.0,58.3,Android 4.0.4
3660,Single,7.0,58.1,Android 4.0.3
3661,Single,10.1,62.7,Android 4.0.3
3662,No,10.1,62.7,Android 4.0.3
3663,Single,2.4,29.5,
3664,Single,4.3,59.5,Android 2.3
3665,Dual,4.0,59.4,Android 4.0
3666,Single,2.0,23.8,
3667,Dual,2.2,21.6,
3668,Single,2.0,20.7,
3669,Single,1.52,15.3,
3670,Dual,2.0,24.2,
3671,Single,3.0,39.5,Android 4.0
3672,Single,2.4,29.5,
3673,Single,4.0,59.0,Android 2.3
3674,Single,3.5,52.6,Android 2.3
3675,Dual,3.5,52.6,Android 2.3
3676,Single,3.2,47.2,Android 2.3
3677,Single,8.9,63.0,Android 3.2
3678,Single,2.4,30.9,
3679,Dual,2.4,30.9,
3680,Single,3.5,53.5,Android 2.3
3681,Single,4.0,58.4,Windows
3682,Single,4.0,59.7,Windows
3683,Single,4.8,65.9,Android 4.0
3684,Single,4.8,65.9,Android 4.0
3685,Single,4.8,65.1,Android 4.1
3686,Single,4.8,65.9,Android 4.0.4
3687,Single,2.0,27.3,
3688,Single,3.1,44.7,
3689,No,5.0,64.4,Android 2.3
3690,Single,2.8,40.0,Android 4.0
3691,Single,2.8,40.7,Android 2.3
3692,Single,4.0,57.2,Android 2.3.6
3693,No,10.1,65.8,Android 4.0.3
3694,Single,10.1,65.8,Android 4.0.3
3695,Single,3.7,48.3,Android 2.3.6
3696,Single,3.5,53.2,Android 2.3
3697,Single,4.0,59.4,Android 4.0
3698,Single,3.8,55.9,Android 2.3
3699,Single,3.27,49.7,Android 2.3.6
3700,Single,3.5,54.2,Android 2.2
3701,Single,3.14,45.6,Android 2.2
3702,No,7.0,58.2,Android 4.0.3
3703,Single,7.0,58.2,Android 4.0.3
3704,Single,4.0,58.7,Android 2.3.6
3705,Dual,2.8,43.3,
3706,Single,3.0,47.1,
3707,Dual,3.0,47.1,
3708,Single,4.65,64.8,Android 4.0
3709,Single,3.5,53.3,Android 2.3
3710,Single,3.97,58.4,Android 2.3.6
3711,Single,7.7,65.7,Android 3.2
3712,Single,4.65,64.6,Android 4.0
3713,Single,4.0,59.3,Android 2.3.6
3714,Single,4.65,,Android 2.3.5
3715,Single,5.3,66.8,Android 4.0.4
3716,Single,5.3,66.8,Android 2.3
3717,No,4.0,59.0,Android 2.3
3718,Single,3.65,55.4,Android 2.3
3719,Dual,4.52,65.0,Android 2.3.5
3720,Dual,3.14,46.3,Android 2.3
3721,Dual,2.6,29.8,Android 2.3
3722,Single,2.4,36.9,
3723,Single,2.4,37.0,
3724,Single,3.2,48.6,Android 2.3
3725,Single,3.5,53.2,Android 2.3
3726,Single,1.43,13.5,
3727,Dual,1.8,20.3,
3728,Single,1.8,20.3,
3729,Single,4.3,62.5,Windows
3730,Single,3.7,57.2,Windows
3731,Single,4.5,64.5,Android 2.3.5
3732,Dual,2.4,35.3,
3733,Single,3.7,56.5,Android 2.3.5
3734,Single,2.2,23.2,
3735,Single,2.4,33.6,
3736,Single,4.65,64.8,Android 4.0
3737,Single,4.65,64.8,Android
3738,Single,4.3,63.5,Android 2.3.4
3739,Single,4.0,55.6,Android 2.3
3740,Single,3.2,46.9,Android 2.3
3741,Single,4.0,57.4,Android 2.3
3742,Single,3.2,43.5,Android 2.2
3743,Single,3.5,51.5,Android 2.3
3744,No,7.0,58.2,Android 3.2
3745,Single,7.0,58.2,Android 3.2
3746,Single,3.7,57.3,Windows
3747,Single,4.65,66.7,Android 2.3
3748,Single,2.4,31.5,
3749,No,7.7,65.7,Android 3.2
3750,Single,7.7,65.7,Android 3.2
3751,Single,5.3,66.8,Android 2.3.5
3752,Single,4.3,63.3,Android 2.3.4
3753,Single,4.52,66.0,Android 2.3
3754,Single,4.52,65.1,Android 2.3.5
3755,Single,4.52,63.9,Android 2.3.4
3756,Single,4.0,56.3,Other
3757,Single,3.65,55.1,Other
3758,Single,3.2,47.6,Other
3759,Single,4.5,63.0,Android 2.3
3760,Single,4.5,63.0,Android 2.3
3761,Single,8.9,63.0,Android 3.2
3762,Single,3.7,56.4,Android 2.3.5
3763,Single,2.66,28.1,Android 2.3
3764,Single,2.6,29.8,Android 2.3
3765,Single,3.14,47.6,Android 2.3
3766,Single,3.0,46.2,Android 2.3.5
3767,Single,3.2,45.6,Android 2.2
3768,Single,2.4,30.2,
3769,Single,2.8,46.9,
3770,Single,3.65,49.5,Android 2.3
3771,Single,4.3,63.5,Android 2.3
3772,Single,4.2,60.9,Android 2.3.3
3773,Single,3.5,52.4,Android 2.3.3
3774,Single,2.2,29.7,
3775,Single,3.5,51.9,Android 2.3.4
3776,Single,2.8,41.3,
3777,Single,2.4,25.1,
3778,Single,2.8,40.5,
3779,Single,3.2,45.3,Android 2.2
3780,Single,3.5,50.5,Android 2.3
3781,Single,2.2,30.9,
3782,Single,1.43,17.0,
3783,Single,1.43,17.0,
3784,Single,2.2,33.9,
3785,Single,3.14,48.1,Android 2.2
3786,Dual,2.2,27.4,
3787,Single,2.0,28.6,
3788,Dual,1.77,19.6,
3789,Dual,1.52,15.7,
3790,Single,4.0,58.0,Android 2.3
3791,Dual,3.2,43.6,
3792,Dual,3.2,47.5,
3793,Dual,2.2,22.7,
3794,Single,2.2,22.7,
3795,Single,2.8,32.9,Android 2.2
3796,Single,3.2,47.3,Android 2.2
3797,Single,3.5,52.9,Android 2.2
3798,Single,4.0,58.3,Android 2.3
3799,Single,4.0,58.3,Android 2.3
3800,Single,1.8,20.3,
3801,No,7.0,60.2,Android 2.2
3802,Single,10.1,65.7,Android 3.1
3803,Single,10.1,65.7,Android 3.1
3804,No,10.1,65.7,Android 3.0
3805,Single,8.9,63.0,Android 3.0
3806,No,8.9,63.0,Android 3.0
3807,Single,4.0,58.3,Android 2.3
3808,Single,2.0,27.0,
3809,Single,3.2,47.6,
3810,Single,2.8,33.5,Android 2.2.2
3811,Single,4.3,63.5,Android 2.3.4
3812,Dual,2.6,38.2,
3813,Dual,2.6,38.2,
3814,Single,3.2,49.2,Other
3815,Single,10.1,70.5,Android 3.0
3816,No,5.0,64.4,Android 2.2
3817,Single,2.4,34.5,
3818,Single,2.0,24.1,
3819,Single,2.0,24.1,
3820,Single,2.0,27.0,
3821,Single,4.0,57.3,Android 2.2
3822,Single,3.5,54.2,Android 2.2
3823,Single,3.5,54.2,Android 2.3
3824,Single,3.3,50.0,Android 2.2
3825,Single,3.2,48.0,Android 2.2
3826,Single,3.14,45.5,Android 2.2
3827,Single,3.14,45.4,Android 2.2
3828,Single,4.0,57.7,Android 2.2
3829,Single,3.0,44.1,
3830,Single,4.5,61.5,Android 2.2
3831,Single,3.5,45.3,Android 2.2
3832,Single,4.3,59.5,Android 2.2
3833,Single,4.0,58.3,Android 2.3
3834,Single,4.0,58.1,Android 2.2
3835,Single,2.4,26.2,
3836,Single,2.2,28.5,
3837,Single,2.2,28.6,
3838,Single,4.0,57.9,Android 2.2
3839,Single,3.35,54.2,
3840,Single,1.92,17.6,
3841,Single,2.0,28.3,
3842,Single,3.2,46.2,Android 2.1
3843,Single,3.0,40.9,
3844,Single,2.6,39.7,
3845,Single,3.4,45.4,Android 2.1
3846,Dual,2.2,23.2,
3847,Dual,2.2,23.2,
3848,Dual,2.0,23.9,
3849,Single,1.52,15.4,
3850,Single,1.52,15.0,
3851,Dual,1.8,20.5,
3852,Single,4.0,56.8,Windows
3853,Single,4.0,58.0,Windows
3854,Single,3.2,48.4,Other
3855,Single,3.7,52.6,Other
3856,Single,3.7,52.6,Other
3857,Single,7.0,60.2,Android 2.2
3858,Single,7.0,60.2,Android 2.2
3859,Single,7.0,60.6,Android 2.2
3860,Single,7.0,60.2,Android 2.2
3861,Single,,,
3862,Single,2.4,28.2,
3863,Single,2.4,28.6,
3864,Single,4.0,57.7,Android 2.1
3865,Single,2.8,40.5,
3866,Single,3.0,,
3867,Single,3.7,54.7,Android 2.2
3868,Single,4.0,56.9,Android 2.1
3869,Single,3.5,51.1,Android 2.1
3870,Single,2.2,26.6,
3871,Single,3.2,47.7,Android 2.2
3872,Single,2.0,19.4,
3873,Single,3.3,48.5,
3874,Dual,2.4,37.2,
3875,Single,3.2,49.4,Other
3876,Single,2.4,37.1,
3877,Single,3.7,54.7,Android 2.1
3878,Dual,2.0,24.4,
3879,Single,2.2,28.8,
3880,Single,2.0,26.5,
3881,Single,4.0,56.9,Android 2.1
3882,Single,4.0,57.7,Android 2.1
3883,Single,3.0,43.0,
3884,Single,,,
3885,Single,,,
3886,Single,,,
3887,Single,2.0,23.8,
3888,Single,4.0,58.0,Android 2.1
3889,Single,2.62,31.5,Windows
3890,Single,2.4,24.8,Windows
3891,Single,2.2,29.9,
3892,Single,2.2,16.6,
3893,Single,2.6,37.6,
3894,Single,4.0,56.5,Android 2.1
3895,Single,3.2,45.3,Android 2.1
3896,Single,3.2,46.1,Android 2.1
3897,Single,2.6,36.9,
3898,Single,2.4,25.4,Windows
3899,Single,2.66,35.3,
3900,Single,2.2,22.3,
3901,Single,2.5,32.0,
3902,Single,3.2,48.4,Other
3903,Single,3.2,48.4,Other
3904,Single,2.8,40.1,Android 2.1
3905,Single,3.2,46.7,Android 2.1
3906,Single,3.2,46.7,Android 2.1
3907,Dual,3.2,46.3,
3908,Single,2.2,28.3,
3909,Single,2.4,34.4,
3910,Single,3.2,47.5,
3911,Single,4.0,58.0,Android 2.1
3912,Single,3.7,54.5,Android 2.1
3913,Single,4.0,58.0,Android 2.1
3914,Single,3.2,44.2,Android 2.1
3915,Single,2.6,39.5,
3916,Single,2.0,,
3917,Single,1.52,14.9,
3918,Single,2.8,41.7,
3919,Single,2.8,41.7,
3920,Single,2.4,34.1,
3921,Single,2.6,33.6,
3922,Single,3.0,48.0,
3923,Single,3.3,46.9,Bada
3924,Single,3.7,53.0,Android 2.1
3925,Single,2.6,39.1,
3926,Single,2.8,40.9,
3927,Single,1.77,18.0,
3928,Single,2.0,26.4,
3929,Single,2.0,23.6,
3930,Single,3.0,43.8,
3931,Single,2.2,30.2,
3932,Single,2.0,28.2,
3933,Single,1.43,17.0,
3934,Single,2.2,27.9,
3935,Dual,2.4,33.7,
3936,Single,2.2,30.2,
3937,Single,2.8,42.2,
3938,Single,2.8,40.2,
3939,Single,2.8,43.9,
3940,Single,2.2,29.1,
3941,Single,2.2,33.9,
3942,Single,2.0,27.5,
3943,Dual,2.8,42.5,
3944,Single,2.1,28.1,
3945,Single,2.1,27.8,
3946,Single,3.3,50.6,
3947,Single,2.2,34.4,
3948,Single,1.4,13.5,
3949,Single,2.8,41.0,
3950,Single,2.6,39.1,
3951,Single,3.7,55.7,Windows
3952,Single,3.0,44.9,
3953,Single,3.0,45.2,
3954,Single,2.8,39.2,
3955,Single,3.2,46.5,Android 1.5
3956,Single,1.63,17.3,
3957,Single,1.52,15.6,
3958,Single,1.77,20.5,
3959,Single,1.52,15.3,
3960,Single,2.1,24.4,
3961,Single,3.5,50.5,Windows
3962,Single,3.2,46.7,Android 1.5
3963,Single,3.3,47.0,
3964,Single,3.5,51.9,Other
3965,Single,3.2,47.0,Other
3966,Single,2.8,40.7,
3967,Single,2.2,22.8,
3968,Single,2.8,44.9,
3969,Single,2.62,32.7,Windows
3970,Single,1.43,13.5,
3971,Single,1.43,13.5,
3972,Single,2.1,31.2,
3973,Single,3.0,46.5,
3974,Single,3.0,44.3,
3975,Single,2.8,41.7,
3976,Single,,,
3977,Single,2.0,25.2,
3978,Dual,2.0,23.6,
3979,Single,2.1,24.2,
3980,Single,2.4,26.3,Windows
3981,Single,2.6,29.1,
3982,Single,2.2,30.2,
3983,Single,3.2,44.2,Android 1.5
3984,Single,2.55,26.2,Windows
3985,Single,2.6,29.4,
3986,Single,2.1,24.2,
3987,Single,3.1,45.6,
3988,Single,2.1,31.1,
3989,Single,3.0,44.3,
3990,Single,1.52,15.8,
3991,Single,3.0,45.2,
3992,Single,3.0,46.0,
3993,Single,2.4,30.0,
3994,Single,2.9,42.7,
3995,Single,3.0,43.9,
3996,Single,2.8,43.1,
3997,Single,2.4,33.2,
3998,Single,2.2,31.6,
3999,Single,2.2,32.9,
4000,Single,2.0,30.1,
4001,Single,3.5,51.9,
4002,Single,3.1,47.0,
4003,Single,3.7,55.4,Windows
4004,Single,3.5,53.6,Windows
4005,Single,2.4,26.8,Windows
4006,Single,3.0,46.2,Windows
4007,Single,3.1,47.8,
4008,Single,1.52,16.0,
4009,Single,2.0,27.9,
4010,Single,2.2,29.1,
4011,Single,2.2,26.7,
4012,Single,2.1,26.8,
4013,Single,2.4,25.0,Windows
4014,Single,2.1,27.0,
4015,Single,2.2,27.6,
4016,Single,1.85,25.7,
4017,Single,2.2,23.7,
4018,Single,3.2,47.0,Android 1.5
4019,Single,,,
4020,Single,2.4,35.9,
4021,Single,1.77,22.5,
4022,Single,1.77,21.0,
4023,Single,3.2,44.1,
4024,Single,2.2,23.7,
4025,Single,2.55,35.3,Windows
4026,Single,1.77,17.6,
4027,Single,3.0,46.5,
4028,Single,2.8,43.1,
4029,Single,3.7,52.9,Symbian
4030,Single,2.8,39.4,
4031,Single,2.8,39.1,
4032,Single,2.6,35.4,
4033,Single,2.6,35.1,
4034,Single,2.2,28.4,
4035,Single,2.0,25.7,
4036,Single,2.2,31.3,
4037,Single,2.0,25.1,
4038,Single,2.1,27.4,
4039,Single,3.0,45.1,
4040,Single,2.0,27.0,
4041,Single,2.0,24.9,
4042,Single,2.0,25.8,
4043,Single,2.6,29.3,Windows
4044,Single,1.77,20.0,
4045,other,,,Other
4046,Single,1.52,16.1,
4047,Single,1.38,14.9,
4048,Single,1.77,22.1,
4049,Single,1.52,15.0,
4050,Single,1.77,20.9,
4051,Single,1.77,21.9,
4052,Dual,2.4,32.1,
4053,Dual,2.2,27.8,
4054,Dual,2.8,44.2,
4055,Single,2.2,27.5,
4056,Dual,2.2,27.1,
4057,Dual,2.0,22.4,
4058,Single,1.9,26.4,
4059,Single,2.2,30.8,
4060,Single,2.55,27.3,Windows
4061,Single,3.2,47.7,
4062,Single,2.3,34.0,
4063,Single,3.0,51.7,
4064,Single,2.1,22.8,
4065,Single,1.9,29.3,
4066,Single,1.63,21.1,
4067,Single,1.63,17.3,
4068,Single,1.63,18.3,
4069,Single,1.63,18.3,
4070,Single,1.63,18.3,
4071,Single,2.6,29.3,Windows
4072,Single,2.5,28.5,Windows
4073,Single,2.2,26.3,
4074,Single,2.6,34.1,Symbian
4075,Single,2.2,30.6,
4076,Single,2.2,30.6,
4077,Single,3.2,49.5,
4078,Single,2.2,31.1,
4079,Single,2.2,27.5,
4080,Single,2.0,27.4,
4081,Single,2.0,29.7,
4082,Single,1.8,23.9,
4083,Single,1.9,30.9,
4084,Single,2.0,24.2,
4085,Single,2.0,27.6,
4086,Single,1.77,24.4,
4087,Single,2.0,24.7,
4088,Single,1.9,23.2,
4089,Single,2.2,31.2,
4090,Single,1.9,19.0,
4091,Single,2.1,28.8,
4092,Single,1.85,26.9,
4093,Single,1.8,20.7,
4094,Dual,2.6,39.0,
4095,Single,1.77,22.3,
4096,Single,2.0,31.1,
4097,Single,1.52,16.5,
4098,Single,2.8,42.3,Symbian
4099,Single,2.2,29.0,
4100,Single,2.8,38.5,Windows
4101,Single,2.2,32.6,
4102,Single,1.77,20.4,
4103,Single,2.1,30.7,
4104,Single,2.1,27.7,
4105,Single,3.2,45.7,Windows
4106,Single,2.0,24.3,
4107,Single,2.4,34.1,Symbian
4108,Single,1.9,24.7,
4109,Single,1.52,19.0,
4110,Single,1.77,22.1,
4111,Dual,2.1,23.9,
4112,Single,2.0,27.6,
4113,Single,2.2,28.3,
4114,Single,2.2,28.6,
4115,Single,2.2,29.4,
4116,Single,2.8,44.9,
4117,Single,2.6,38.4,Symbian
4118,Single,1.7,23.2,
4119,Single,1.52,16.1,
4120,Single,1.52,16.0,
4121,Single,2.3,24.8,
4122,Single,2.6,38.7,
4123,Single,2.0,27.6,
4124,Single,2.3,27.6,Windows
4125,Single,2.2,30.1,
4126,Single,2.0,26.4,
4127,Single,2.2,30.0,
4128,Single,1.8,22.2,
4129,Single,1.9,22.7,
4130,Single,2.1,27.9,
4131,Single,2.0,25.6,
4132,Single,2.2,29.6,
4133,Single,2.0,22.1,
4134,Single,,,
4135,Single,,,
4136,Single,,,
4137,Single,,,
4138,Single,2.3,23.5,Windows
4139,Single,1.9,28.1,
4140,Single,2.4,31.0,Windows
4141,Single,1.8,24.8,
4142,Single,1.6,17.2,
4143,Single,2.1,26.9,
4144,Single,3.3,48.5,
4145,Single,2.4,34.6,
4146,Single,2.26,23.9,
4147,Dual,2.3,30.9,
4148,Single,2.55,29.5,Windows
4149,Single,2.4,34.0,Symbian
4150,Single,2.6,34.3,Symbian
4151,Single,2.1,27.6,
4152,Single,2.0,29.1,
4153,Single,2.4,34.0,Symbian
4154,Single,2.6,43.9,
4155,Single,1.9,23.9,
4156,Single,2.0,25.7,
4157,Single,1.8,21.5,
4158,Single,2.0,26.5,
4159,Single,,,
4160,Single,2.2,42.6,
4161,Single,1.9,21.1,
4162,Single,,,
4163,Single,2.0,25.7,
4164,Single,2.0,29.6,
4165,Single,2.1,27.4,
4166,Single,2.3,30.2,
4167,Single,2.0,29.9,
4168,Single,1.9,26.5,
4169,Single,2.2,31.0,
4170,Single,1.77,22.1,
4171,Single,1.78,23.2,
4172,Single,1.52,14.2,
4173,Single,1.67,23.2,
4174,Single,1.52,16.3,
4175,Single,1.8,22.2,
4176,Single,2.0,26.8,
4177,Single,3.2,44.3,
4178,Single,2.0,27.5,
4179,Single,1.46,22.0,
4180,Single,1.46,20.5,
4181,Single,2.2,26.6,Windows
4182,Single,2.1,29.5,
4183,Single,1.8,17.9,
4184,Single,1.9,26.6,
4185,Single,2.3,32.4,Symbian
4186,Single,2.2,29.2,
4187,Single,2.2,29.4,
4188,Single,2.2,29.4,
4189,Single,1.93,22.2,
4190,Single,2.8,38.5,Windows
4191,Single,2.3,31.9,Symbian
4192,Single,2.4,30.4,
4193,Single,2.2,28.1,
4194,Single,2.0,24.9,
4195,Single,2.0,28.2,
4196,Single,1.8,26.5,
4197,Single,1.9,27.6,
4198,Single,1.9,27.7,
4199,Single,1.8,21.0,
4200,Single,1.67,23.1,
4201,Single,1.52,16.2,
4202,Single,1.5,18.3,
4203,Single,1.5,18.1,
4204,Single,1.5,18.3,
4205,Single,,,
4206,Single,2.3,24.6,Windows
4207,Single,2.4,25.7,Windows
4208,Single,2.3,24.6,Windows
4209,Single,2.4,30.4,
4210,Single,2.1,30.5,
4211,Single,2.3,31.2,
4212,Single,2.2,34.5,
4213,Single,2.2,33.1,
4214,Single,2.0,30.1,
4215,Single,1.9,28.2,
4216,Single,1.9,27.1,
4217,Single,2.0,25.6,
4218,Single,1.9,30.4,
4219,Single,1.9,26.6,
4220,Single,1.6,25.2,
4221,Single,2.0,27.9,
4222,Single,1.8,26.3,
4223,Single,1.8,26.8,
4224,Single,1.46,23.7,
4225,Single,2.3,32.9,
4226,Single,1.9,24.1,
4227,Single,2.1,25.5,
4228,Single,1.9,20.3,
4229,Single,1.52,16.9,
4230,Single,1.5,15.7,
4231,Single,1.6,17.9,
4232,Single,2.1,25.9,
4233,Single,2.1,25.9,
4234,Single,1.8,18.0,
4235,Single,1.6,17.8,
4236,Single,2.0,29.6,
4237,Single,2.2,22.9,Windows
4238,Single,1.8,26.8,
4239,Single,2.1,28.2,
4240,Single,1.6,24.5,
4241,Single,1.8,25.5,
4242,Single,1.7,24.9,
4243,Single,1.6,18.3,
4244,Dual,5.5,71.7,Android 6.0
4245,Dual,5.5,70.0,Android 6.0
4246,Single,5.7,77.7,Android 5.0
4247,Single,5.0,78.5,Android 4.4.2
4248,Dual,5.0,60.0,Android 4.0
4249,Single,4.2,59.8,Android 2.3
4250,Single,3.0,40.1,
4251,Single,1.8,21.4,
4252,Single,2.2,31.9,
4253,Single,,,
4254,Single,4.0,46.1,Android 4.4.2
4255,Yes,2.63,24.2,Android 4.4.2
4256,Single,2.0,16.4,Other
4257,Single,2.0,16.4,Other
4258,Single,1.77,14.8,
4259,Single,1.77,14.7,
4260,Dual,5.5,74.6,Android 7.0
4261,Single,5.2,70.9,Android 7.1
4262,Single,5.46,68.4,Android 7.1
4263,Single,6.0,76.1,Android 7.0
4264,Dual,5.0,70.9,Android 7.0
4265,Single,4.6,69.6,Android 6.0.1
4266,Dual,5.2,70.9,Android 6.0.1
4267,Dual,5.0,69.4,Android 6.0
4268,Dual,6.0,76.6,Android 6.0.1
4269,Dual,5.0,68.1,Android 6.0.1
4270,Dual,5.0,69.8,Android 6.0.1
4271,Dual,5.0,71.8,Android 6.0.1
4272,Single,5.0,71.8,Android 6.0.1
4273,Dual,5.5,71.3,Android 5.1.1
4274,Single,5.5,70.4,Android 5.1.1
4275,Dual,5.2,70.9,Android 5.1.1
4276,Single,5.2,69.6,Android 5.1.1
4277,Single,4.6,68.9,Android 5.1.1
4278,Dual,5.0,66.0,Android 5.0
4279,Single,5.0,66.0,Android 5.0.1
4280,Dual,6.0,75.9,Android 5.0
4281,Single,6.0,75.9,Android 5.0
4282,Dual,5.2,69.6,Android 5.0
4283,Single,5.2,70.9,Android 5.0.1
4284,Dual,5.5,71.7,Android 5.0
4285,Single,5.5,71.7,Android 5.0
4286,Dual,5.0,65.2,Android 5.0
4287,Single,5.0,65.2,Android 5.0.1
4288,No,10.1,69.7,Android 5.0
4289,Single,10.1,69.7,Android 5.0
4290,Single,4.7,64.5,Android 4.4.4
4291,Dual,4.7,64.5,Android 4.4.4
4292,Dual,5.0,67.4,Android 4.4.4
4293,Single,5.0,67.4,Android 4.4.4
4294,Dual,4.5,58.6,Android 4.4.2
4295,Single,4.5,58.6,Android 4.4.2
4296,Single,8.0,70.4,Android 4.4.2
4297,Dual,5.2,70.9,Android 4.4.4
4298,Single,5.2,68.4,Android 4.4.4
4299,Single,5.2,70.9,Android 4.4.4
4300,Single,4.6,70.6,Android 4.4.4
4301,Single,4.8,63.0,Android 4.4.2
4302,Dual,5.5,67.8,Android 4.4.2
4303,Single,5.5,67.8,Android 4.4.2
4304,Single,5.0,69.9,Android 4.4.2
4305,Single,5.3,66.7,Android 4.4.2
4306,No,1.6,45.0,Android
4307,No,1.6,46.8,Android
4308,Single,4.8,63.9,Android 4.3
4309,Dual,4.8,63.9,Android 4.3
4310,Single,10.1,64.7,Android 4.4.2
4311,No,10.1,64.7,Android 4.4.2
4312,Single,5.2,69.3,Android 4.4.2
4313,Dual,4.0,61.8,Android 4.3
4314,Single,4.0,61.8,Android 4.3
4315,Dual,6.0,71.7,Android 4.3
4316,Single,6.0,71.7,Android 4.3
4317,Single,5.0,64.0,Android 4.3
4318,Single,4.3,61.8,Android 4.3
4319,Single,5.0,64.7,Android 4.2
4320,Single,6.4,68.3,Android 4.2
4321,Dual,5.0,65.6,Android 4.2.2
4322,Dual,4.0,57.3,Android 4.1
4323,Single,4.55,64.6,Android 4.1.2
4324,Single,4.3,60.9,Android 4.1
4325,Single,4.6,66.6,Android 4.1
4326,Single,10.1,64.7,Android 4.1.2
4327,No,10.1,64.7,Android 4.1.2
4328,Single,5.0,69.8,Android 4.1.2
4329,Single,5.0,75.6,Android 4.1.2
4330,Dual,3.5,52.0,Android 4.0.4
4331,Single,3.5,52.0,Android 4.1
4332,Single,4.55,65.5,Android 4.0.4
4333,Single,9.4,61.3,Android 4.0.3
4334,No,9.4,61.3,Android 4.0.3
4335,Single,4.3,60.8,Android 4.0.4
4336,Single,4.0,58.0,Android 4.0.4
4337,Single,4.55,63.5,Android 4.0.4
4338,Single,4.55,65.5,Android 4.0.4
4339,Single,4.3,62.2,Android 4.0.4
4340,Dual,3.2,51.9,Android 4.0.3
4341,Single,3.2,51.9,Android 4.0.4
4342,Single,3.5,54.3,Android 4.0
4343,Single,3.5,54.5,Android 2.3
4344,Single,4.3,61.3,Android 4.0
4345,Single,3.7,60.8,Android 4.0
4346,Single,4.6,64.5,Android 4.0
4347,Single,4.3,61.3,Android 2.3
4348,Single,4.3,61.3,Android 2.3
4349,Single,4.0,59.6,Android 4.0.4
4350,Single,3.7,55.1,Android 2.3
4351,Single,3.5,55.8,Android 2.3
4352,Single,4.0,60.8,Android 2.3
4353,Single,4.3,62.2,Android 2.3
4354,Single,4.55,63.1,Android 2.3
4355,Single,4.55,63.1,Android 2.3
4356,Single,5.5,26.4,Android 3.2
