brand,network_technology,GPRS,EDGE,dimentions,weight_g,SIM,display_resolution,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,GPS,NFC,radio,battery,approx_price_EUR
Acer,GSM / HSPA / LTE,Yes,Yes,191.7 x 101 x 9.4 mm (7.55 x 3.98 x 0.37 in),260,Dual SIM (Micro-SIM/Nano-SIM),7.0 inches (~69.8% screen-to-body ratio),Android 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A53,Mediatek MT8735,Mali-T720MP2,microSD  up to 128 GB (dedicated slot),16/32 GB,2 GB RAM,13 MP| autofocus,2 MP| 720p,Yes,Yes,Yes with A-GPS GLONASS,,FM radio,Non-removable Li-Ion 3400 mAh battery (12.92 Wh),170
Acer,GSM / HSPA / LTE,Yes,Yes,153.8 x 75.6 x 8.5 mm (6.06 x 2.98 x 0.33 in),169,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),5.5 inches (~71.7% screen-to-body ratio),Android 6.0 (Marshmallow),Octa-core 1.3 GHz Cortex-A53,Mediatek MT6753,Mali-T720MP3,microSD  up to 256 GB (uses SIM 2 slot),32 GB,3 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Po 4080 mAh battery,250
Acer,GSM / HSPA / LTE,Yes,Yes,-,,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),5.0 inches,Android 6.0 (Marshmallow),Quad-core 1.25 GHz Cortex-A53,Mediatek MT6737,Mali-T720MP2,microSD  up to 256 GB,8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 2000 mAh battery,120
Acer,No cellular connectivity,No,No,259 x 167 x 8.9 mm (10.20 x 6.57 x 0.35 in),,No,10.1 inches (~68.4% screen-to-body ratio),Android 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A53,Mediatek MT8163A,Mali-T720 MP2,microSD  up to 256 GB (dedicated slot),16/32/64 GB,2 GB RAM,5 MP,2 MP,Yes with stereo speakers (4 speakers),Yes,,,No,Non-removable Li-Ion battery,230
Acer,GSM / HSPA / LTE,Yes,Yes,153.3 x 78.8 x 8.5 mm (6.04 x 3.10 x 0.33 in),166,Triple SIM (Micro-SIM),5.5 inches (~69.0% screen-to-body ratio),Android 5.1 (Lollipop),Octa-core 1.3 GHz Cortex-A53,Mediatek MT6753,Mali-T720MP4,microSD  up to 32 GB (dedicated slot),32 GB,3 GB RAM,13 MP| f/1.8| autofocus| LED flash| ,13 MP| f/1.8| autofocus| LED flash,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Po 4020 mAh battery,230
Acer,GSM / HSPA / LTE,Yes,Yes,154 x 77 x 10 mm (6.06 x 3.03 x 0.39 in),,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),5.5 inches (~70.3% screen-to-body ratio),Android 6.0 (Marshmallow),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Mali-T720MP2,microSD (dedicated slot),16 GB,2 GB RAM,13 MP| phase detection/laser autofocus| LED flash,5 MP,Yes,Yes,Yes with A-GPS,,FM radio,Non-removable Li-Ion 5000 mAh battery,200
Acer,GSM / HSPA / LTE,Yes,Yes,145.7 x 71.2 x 8.4 mm (5.74 x 2.80 x 0.33 in),125,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),5.0 inches (~66.4% screen-to-body ratio),Android 6.0 (Marshmallow),Quad-core 1.3 GHz - Z525,Mediatek MT6580 - Z525,Mali-400MP2 - Z525,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| f/2.0| autofocus| LED flash,5 MP,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 2000 mAh battery,110
Acer,No cellular connectivity,No,No,217.9 x 127 x 8.6 mm (8.58 x 5.0 x 0.34 in),353.8,No,8.0 inches (~67.1% screen-to-body ratio),Android 5.0 (Lollipop),Quad-core 1.6 GHz,Intel Atom x7-Z8700,,microSD  up to 256 GB (dedicated slot),32/64 GB,2 GB RAM,5 MP,2 MP,Yes with stereo speakers (4 speakers),Yes,,,No,Non-removable Li-Po 4420 mAh battery,350
Acer,GSM / HSPA / LTE,Yes,Yes,156.5 x 75.9 x 8.4 mm (6.16 x 2.99 x 0.33 in),150,Dual SIM (Nano-SIM| dual stand-by),5.5 inches (~70.2% screen-to-body ratio),Microsoft Windows 10,Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),Qualcomm MSM8992 Snapdragon 808,Adreno 418,microSD  up to 256 GB (uses SIM 2 slot),32 GB,3 GB RAM,21 MP| f/2.2| autofocus| dual-LED flash| ,8 MP| f/2.2| 1080p@30fps,Yes,Yes,Yes with A-GPS,,FM radio,Non-removable Li-Po 2870 mAh battery,220
Acer,GSM / HSPA / LTE,Yes,Yes,136 x 66.5 x 9.6 mm (5.35 x 2.62 x 0.38 in),142,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),4.5 inches (~61.7% screen-to-body ratio),Android 5.1 (Lollipop),Quad-core 1.1 GHz Cortex-A7,Qualcomm MSM8909 Snapdragon 210,Adreno 304,microSD (dedicated slot),8 GB,1 GB RAM,5 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 2000 mAh battery,110
Acer,GSM / HSPA,Yes,Yes,136 x 66.5 x 9.6 mm (5.35 x 2.62 x 0.38 in),142,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),4.5 inches (~61.7% screen-to-body ratio),Android 5.1 (Lollipop),Quad-core 1.0 GHz Cortex-A7,Qualcomm MSM8909 Snapdragon 210,Adreno 304,microSD (dedicated slot),8 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Po 2000 mAh battery,90
Acer,GSM / HSPA / LTE,Yes,Yes,156.3 x 77.5 x 8.9 mm (6.15 x 3.05 x 0.35 in),165,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),5.5 inches (~68.8% screen-to-body ratio),Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Mali-T720MP2,microSD (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,8 MP,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 4000 mAh battery,200
Acer,GSM / HSPA / LTE,Yes,Yes,144 x 70.3 x 8.9 mm (5.67 x 2.77 x 0.35 in),145,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),5.0 inches (~68.1% screen-to-body ratio),Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Mali-T720MP2,microSD (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,8 MP,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 2420 mAh battery,150
Acer,No cellular connectivity,No,No,260 x 176 x 9.7 mm (10.24 x 6.93 x 0.38 in),540,No,10.1 inches (~64.6% screen-to-body ratio),Android 5.0 (Lollipop),Quad-core 1.33 GHz,Intel Atom Z3735F,,microSD  up to 256 GB (dedicated slot),16/32/64 GB,2 GB RAM,5 MP,2 MP,Yes with stereo speakers,Yes,A-GPS only,Yes,No,Non-removable Li-Ion 5910 mAh battery (22 Wh),250
Acer,No cellular connectivity,No,No,213.9 x 127.7 x 9.5 mm (8.42 x 5.03 x 0.37 in),355,No,8.0 inches (~67.9% screen-to-body ratio),Android 5.0 (Lollipop),Quad-core 1.33 GHz,Intel Atom Z3735G,,microSD  up to 32 GB (dedicated slot),16/32 GB,1 GB RAM,5 MP,VGA,Yes with stereo speakers,Yes,Yes with A-GPS GLONASS,,No,Non-removable Li-Ion 4550 mAh battery (17.2 Wh),180
Acer,No cellular connectivity,No,No,256.5 x 170.2 x 10.2 mm (10.10 x 6.70 x 0.40 in),508,No,10.1 inches (~67.8% screen-to-body ratio),Android 4.4 (KitKat),Quad-core 1.3 GHz Cortex-A7,Mediatek MT8127,Mali-450MP4,microSD  up to 256 GB (dedicated slot),16 GB,1 GB RAM,5 MP| autofocus,2 MP,Yes with stereo speakers,Yes,A-GPS only,,No,Non-removable Li-Po 5910 mAh battery (A3-A20-K1AY),190
Acer,No cellular connectivity,No,No,256.5 x 170.2 x 10.2 mm (10.10 x 6.70 x 0.40 in),508,No,10.1 inches (~67.8% screen-to-body ratio),Android 4.4 (KitKat),Quad-core 1.5 GHz Cortex-A7,Mediatek MT8127,Mali-450MP4,microSD  up to 256 GB (dedicated slot),32 GB,2 GB RAM,5 MP| autofocus,2 MP,Yes with stereo speakers,Yes,A-GPS only,,No,Non-removable Li-Po 5910 mAh battery (A3-A20FHD-K8KX),230
Acer,GSM / HSPA / LTE,Yes,Yes,143.5 x 69.8 x 8 mm (5.65 x 2.75 x 0.31 in),110,Dual SIM (Nano-SIM| dual stand-by),5.0 inches (~68.8% screen-to-body ratio),Android 5.0 (Lollipop),Quad-core 1.5 GHz Cortex-A53,Mediatek MT6732,Mali-T760MP2,microSD  up to 32 GB (uses SIM 2 slot),8 GB,1 GB RAM - Liquid Jade Z,13 MP| f/1.8| autofocus| LED flash,5 MP,Yes,Yes,Yes with A-GPS,,FM radio,Non-removable Li-Po 2300 mAh battery,200
Acer,GSM / HSPA,Yes,Yes,154 x 86 x 6.4 mm (6.06 x 3.39 x 0.25 in),118,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),5.0 inches (~57.1% screen-to-body ratio),Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582M,Mali-400MP2,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Po 2000 mAh battery,130
Acer,GSM / HSPA,Yes,Yes,125.3 x 64 x 9.6 mm (4.93 x 2.52 x 0.38 in),120,Single SIM (Mini-SIM) or Dual SIM (Mini-SIM/Micro-SIM| dual stand-by),4.0 inches (~56.8% screen-to-body ratio),Android 5.0 (Lollipop),Dual-core 1.2 GHz Cortex-A7,Qualcomm Snapdragon 200,Adreno 302,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 1300 mAh battery,90
Acer,GSM / HSPA,Yes,Yes,124.9 x 64 x 9.6 mm (4.92 x 2.52 x 0.38 in),119,Single SIM (Mini-SIM) or Dual SIM (Mini-SIM/Micro-SIM| dual stand-by),4.0 inches (~57.0% screen-to-body ratio),Microsoft Windows Phone 8.1,Dual-core 1.2 GHz Cortex-A7,Qualcomm MSM8210 Snapdragon 200,Adreno 302,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM - Liquid M220,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 1300 mAh battery,80
Acer,GSM / HSPA / LTE,Yes,Yes,136 x 66.7 x 9.9 mm (5.35 x 2.63 x 0.39 in),145,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),4.5 inches (~61.5% screen-to-body ratio),Android 4.4.4 (KitKat),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6732M,Mali-T760MP2,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes dual speakers,Yes,Yes with A-GPS,,FM radio,Removable Li-Po 2000 mAh battery,130
Acer,GSM / HSPA / LTE,Yes,Yes,143 x 69 x 7.8 mm (5.63 x 2.72 x 0.31 in),116,Dual SIM (Nano-SIM| dual stand-by),5.0 inches (~69.8% screen-to-body ratio),Android 4.4.4 (KitKat)| upgradable to 5.1 (Lollipop),Octa-core 1.5 GHz Cortex-A53,Mediatek MT6752M,Mali-T760MP2,microSD  up to 32 GB (uses SIM 2 slot),16 GB,2 GB RAM,13 MP| f/1.8| autofocus| LED flash| ,5 MP| f/2.2,Yes,Yes,Yes with A-GPS,,FM radio,Non-removable Li-Ion 2300 mAh battery,200
Acer,GSM / HSPA,Yes,Yes,145 x 73 x 8.8 mm (5.71 x 2.87 x 0.35 in),150,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),5.0 inches (~65.1% screen-to-body ratio),Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Yes with A-GPS,,FM radio,Non-removable Li-Ion 2000 mAh battery,150
Acer,GSM / HSPA / LTE,Yes,Yes,153.3 x 80.4 x 8.5 mm (6.04 x 3.17 x 0.33 in),164,Micro-SIM,5.7 inches (~72.7% screen-to-body ratio),Android 4.4.2 (KitKat),Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,microSD  up to 32 GB (dedicated slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 2700 mAh battery,260
Acer,GSM / HSPA,Yes,Yes,140.5 x 69 x 7.5 mm (5.53 x 2.72 x 0.30 in),110,Dual SIM (Micro-SIM| dual stand-by),5.0 inches (~71.1% screen-to-body ratio),Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 32 GB (uses SIM 2 slot),8 GB,1 GB RAM - Liquid Jade,13 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes with A-GPS,,FM radio,Non-removable Li-Ion 2100 mAh battery,180
Acer,GSM / HSPA,Yes,Yes,147.3 x 73 x 9.9 mm (5.80 x 2.87 x 0.39 in),155,Triple SIM (Micro-SIM),5.0 inches (~64.1% screen-to-body ratio),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 32 GB (dedicated slot),16 GB,2 GB RAM or 4 GB| 1 GB RAM,8 MP| autofocus| LED flash,2 MP| LED flash,Yes with stereo speakers,Yes,Yes with A-GPS,,FM radio,Non-removable Li-Ion 3500 mAh battery,200
Acer,GSM / HSPA / LTE,Yes,Yes,147 x 72 x 9.5 mm (5.79 x 2.83 x 0.37 in),155,Micro-SIM,5.0 inches (~65.1% screen-to-body ratio),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A7,Qualcomm MSM8926 Snapdragon 400,Adreno 305,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP or VGA,Yes with stereo speakers,Yes,Yes with A-GPS,,To be confirmed,Non-removable Li-Ion 2500 mAh battery,200
Acer,GSM / HSPA,Yes,Yes,126 x 65 x 10.3 mm (4.96 x 2.56 x 0.41 in),130,Single SIM (Mini-SIM) or Dual SIM (Mini-SIM/Micro-SIM| dual stand-by),4.0 inches (~55.6% screen-to-body ratio),Android 4.4.2 (KitKat),Dual-core 1.0 GHz Cortex-A7,Mediatek MT6572M,Mali-400,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,2 MP,No,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 1300 mAh battery,90
Acer,No cellular connectivity,No,No,215 x 130 x 8.5 mm (8.46 x 5.12 x 0.33 in),360,No,8.0 inches (~66.4% screen-to-body ratio),Android 4.4.2 (KitKat),Quad-core 1.86 GHz,Intel Atom Z3745,Intel Gen 7 (Ivy Bridge),microSD  up to 32 GB (dedicated slot),16/32 GB,2 GB RAM,5 MP,2 MP,Yes,Yes,Yes GLONASS,,No,Non-removable Li-Ion 4600 mAh battery,200
Acer,GSM / HSPA,Yes,Yes,8.9 mm thickness,298,Yes,7.0 inches (~64.5% screen-to-body ratio),Android 4.2.2 (Jelly Bean)| planned upgrade to 4.4.2 (KitKat),Quad-core,,,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,2 MP,Yes,Yes,Yes,Yes,,No,Non-removable Li-Ion battery,110
Acer,GSM / HSPA,Yes,Yes,8.9 mm thickness,298,Yes,7.0 inches (~66.4% screen-to-body ratio),Android 4.4.2 (KitKat),Quad-core,,,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,5 MP,Yes,Yes,Yes,Yes,,No,Non-removable Li-Ion battery,150
Acer,No cellular connectivity,No,No,8.9 mm thickness,,No,7.0 inches (~66.4% screen-to-body ratio),Android 4.2.2 (Jelly Bean)| planned upgrade to 4.4.2 (KitKat),Dual-core 1.6 GHz,Intel Atom Z2560,PowerVR SGX544MP2,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP,Yes,Yes with stereo speakers,Yes,No,,No,Non-removable Li-Ion 3700 mAh battery,90
Acer,GSM / HSPA,Yes,Yes,138 x 69 x 8.9 mm (5.43 x 2.72 x 0.35 in),,Dual SIM,4.7 inches (~64.0% screen-to-body ratio),Android 4.2.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash,2 MP| LED flash,Yes,Yes,Yes with A-GPS GLONASS,,To be confirmed,Non-removable Li-Ion battery,240
Acer,GSM / HSPA,Yes,Yes,136 x 68 x 9 mm (5.35 x 2.68 x 0.35 in),134,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),4.7 inches (~65.8% screen-to-body ratio),Android 4.2.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,13 MP| autofocus| LED flash,2 MP| LED flash,Yes,Yes,Yes with A-GPS GLONASS,,To be confirmed,Non-removable Li-Ion battery,200
Acer,GSM / HSPA,Yes,Yes,124 x 64 x 9.7 mm (4.88 x 2.52 x 0.38 in),122,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),4.0 inches (~57.4% screen-to-body ratio),Android 4.2.2 (Jelly Bean),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,1.3 MP,Yes,Yes,No,,No,Removable Li-Ion 1630 mAh battery,100
Acer,GSM / HSPA,Yes,Yes,199 x 122.3 x 11.4 mm (7.83 x 4.81 x 0.45 in),323,Yes,7.0 inches (~56.7% screen-to-body ratio),Android 4.2 (Jelly Bean),Dual-core 1.3 GHz Cortex-A7,Mediatek MT8312,Mali-400,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,VGA,No,Yes,Yes,Yes,,No,Non-removable Li-Po 2955 mAh battery,130
Acer,No cellular connectivity,No,No,198.1 x 121.9 x 10.2 mm (7.80 x 4.80 x 0.40 in),315,No,7.0 inches (~57.1% screen-to-body ratio),Android 4.2 (Jelly Bean),Dual-core 1.3 GHz,Mediatek MT8111,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),8/16 GB,1 GB RAM,VGA,No,Yes,Yes,Yes,,No,Non-removable Li-Po 2955 mAh battery,100
Acer,No cellular connectivity,No,No,203 x 138.4 x 8.2 mm (7.99 x 5.45 x 0.32 in),380,No,7.9 inches (~68.8% screen-to-body ratio),Android 4.2 (Jelly Bean),Dual-core 1.6 GHz,Intel Atom Z2560,PowerVR SGX544MP2,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,5 MP| autofocus,2 MP,Yes,Yes,Yes,,No,Non-removable Li-Ion 4000 mAh battery,130
Acer,GSM / HSPA,Yes,Yes,145.5 x 73.5 x 8.8 mm (5.73 x 2.89 x 0.35 in),150,Dual SIM,5.0 inches (~64.4% screen-to-body ratio),Android 4.2 (Jelly Bean),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| LED flash,VGA,Yes,Yes,Yes with A-GPS,,FM radio,Non-removable Li-Ion 2000 mAh battery,170
Acer,GSM / HSPA / LTE,Yes,Yes,166 x 86.2 x 9 mm (6.54 x 3.39 x 0.35 in),229,Nano-SIM,6.0 inches (~69.0% screen-to-body ratio),Android 4.2.2 (Jelly Bean),Quad-core 2.2 GHz Krait 400,Qualcomm MSM8974 Snapdragon 800,Adreno 330,microSD  up to 64 GB (dedicated slot),16 GB,2 GB RAM,13 MP| autofocus| quad-LED (ring) flash,2 MP| 1080p@30fps,Yes with stereo speakers,Yes,Yes with A-GPS GLONASS,Yes,Stereo FM radio| RDS,Non-removable Li-Po 3300 mAh battery,340
Acer,GSM / HSPA,Yes,Yes,109 x 60 x 10.4 mm (4.29 x 2.36 x 0.41 in),120,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),3.5 inches (~55.8% screen-to-body ratio),Android 4.2 (Jelly Bean),Dual-core 1.0 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,3.15 MP,No,Yes,Yes,Yes with A-GPS,,Stereo FM radio,Removable Li-Ion 1500 mAh battery,100
Acer,GSM / HSPA,Yes,Yes,163 x 83 x 9.6 mm (6.42 x 3.27 x 0.38 in),195,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),5.7 inches (~66.2% screen-to-body ratio),Android 4.2 (Jelly Bean),Quad-core 1.5 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Yes with A-GPS,,FM radio,Removable Li-Po 2400 mAh battery,320
Acer,GSM / HSPA,Yes,Up to 236.8 kbps,260 x 175 x 10.2 mm (10.24 x 6.89 x 0.40 in),560,Micro-SIM,10.1 inches (~65.0% screen-to-body ratio),Android 4.2.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT8125T - Wi-Fi,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),16/32 GB,1 GB RAM,5 MP,VGA,Yes with stereo speakers,Yes,Yes with A-GPS,,No,Non-removable Li-Po 7300 mAh battery (27 Wh),190
Acer,GSM / HSPA,Yes,Yes,208.7 x 145.7 x 11.1 mm (8.22 x 5.74 x 0.44 in),430,Yes,7.9 inches (~63.6% screen-to-body ratio),Android 4.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT8389W,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP| autofocus,VGA,Yes,Yes,Yes with A-GPS,,No,Non-removable Li-Ion 4960 mAh battery (18.6 Wh),150
Acer,No cellular connectivity,No,No,208.7 x 145.7 x 11.1 mm (8.22 x 5.74 x 0.44 in),410,No,7.9 inches (~63.6% screen-to-body ratio),Android 4.2.2 (Jelly Bean)| upgrad&#1072;ble to 4.4.2 (KitKat),Quad-core 1.2 GHz,Mediatek MT8125,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),8/16 GB,1 GB RAM,5 MP| autofocus,VGA,Yes,Yes,Yes,,No,Non-removable Li-Ion 4960 mAh battery (18.6 Wh),120
Acer,GSM / HSPA,Yes,Yes,131 x 68 x 9.9 mm (5.16 x 2.68 x 0.39 in),140,Single SIM (Micro-SIM) or Dual SIM (Micro-SIM| dual stand-by),4.5 inches (~62.7% screen-to-body ratio),Android 4.2.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes with stereo speakers,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 2000 mAh battery,180
Acer,GSM / HSPA,Yes,Yes,110 x 62.5 x 12.3 mm (4.33 x 2.46 x 0.48 in),110,Single SIM (Mini-SIM) or Dual SIM (Mini-SIM| dual stand-by),3.5 inches (~53.1% screen-to-body ratio),Android 4.1.1 (Jelly Bean),1.0 GHz Cortex-A5,Qualcomm MSM7227A Snapdragon S1,Adreno 200,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,3 MP or 5 MP,No,Yes,Yes,Yes with A-GPS,,FM radio| RDS,Removable Li-Ion 1300 mAh battery,100
Acer,GSM / HSPA,Yes,Yes,127.3 x 65.5 x 10 mm (5.01 x 2.58 x 0.39 in),140,Mini-SIM,4.3 inches (~61.1% screen-to-body ratio),Android 4.0 (Ice Cream Sandwich),1.2 GHz,Intel Atom Z2420,PowerVR SGX540,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| LED flash,VGA,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 2000 mAh battery,180
Acer,GSM / HSPA,Yes,Yes,132 x 68.5 x 9.9 mm (5.20 x 2.70 x 0.39 in),130,Single SIM (Mini-SIM) or Dual SIM (Mini-SIM| dual stand-by),4.5 inches (~61.7% screen-to-body ratio),Android 4.1.1 (Jelly Bean),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6577,SGX531u,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,5 MP| autofocus| LED flash,VGA,Yes with stereo speakers,Yes,Yes with A-GPS,Yes (single sim model only),FM radio,Removable Li-Ion 1760 mAh battery,170
Acer,No cellular connectivity,No,No,198.1 x 129.5 x 12.7 mm (7.80 x 5.10 x 0.5 in),339.9,No,7.0 inches (~53.8% screen-to-body ratio),Android OS,Dual-core 1.2 GHz Cortex-A9,Mediatek MT8317T,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,Yes,No,Yes,Yes,Yes,,No,Non-removable Li-Ion 2640 mAh battery,110
Acer,No cellular connectivity,No,No,197.4 x 128.5 x 11.3 mm (7.77 x 5.06 x 0.44 in),320,No,7.0 inches (~54.4% screen-to-body ratio),Android 4.1 (Jelly Bean),Dual-core 1.2 GHz Cortex-A9,Mediatek MT8317,SGX531u,microSD  up to 32 GB (dedicated slot),8/16 GB,512 MB RAM,VGA,No,Yes,Yes,Yes,,No,Non-removable Li-Po 2710 mAh battery (10 Wh),100
Acer,No cellular connectivity,No,No,193 x 126.5 x 11.4 mm (7.60 x 4.98 x 0.45 in),390,No,7.0 inches (~56.5% screen-to-body ratio),Android 4.1 (Jelly Bean),Quad-core 1.2 GHz,Nvidia Tegra 3 T30L,ULP GeForce,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,2 MP,No,Yes,Yes,Yes with A-GPS (3G model) GLONASS,,No,Non-removable Li-Po 3420 mAh battery (12.7 Wh),150
Acer,GSM / HSPA,Yes,Yes,110 x 61.5 x 12.3 mm (4.33 x 2.42 x 0.48 in),100,Dual SIM (Mini-SIM| dual stand-by),3.5 inches (~53.9% screen-to-body ratio),Android 2.3 (Gingerbread),1.0 GHz Cortex-A9,Mediatek MT6575,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,3.15 MP,No,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Po 1300 mAh battery,100
Acer,GSM / HSPA,Yes,Yes,129 x 65.9 x 9.9 mm (5.08 x 2.59 x 0.39 in),145,Mini-SIM,4.3 inches (~60.0% screen-to-body ratio),Android 4.0.3 (Ice Cream Sandwich),1.0 GHz Cortex-A9,Mediatek MT6575,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,5 MP| autofocus| LED flash,No,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 1500 mAh battery,160
