brand,network_technology,GPRS,EDGE,dimentions,weight_g,SIM,display_resolution,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,GPS,NFC,radio,battery,approx_price_EUR
Oppo,GSM / HSPA / LTE,Yes,Yes,151.8 x 74.3 x 6.6 mm (5.98 x 2.93 x 0.26 in),145,Dual SIM (Nano-SIM| dual stand-by),5.5 inches (~73.9% screen-to-body ratio),Android 5.1 (Lollipop),Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Mediatek MT6755 Helio P10,Mali-T860MP2,microSD  up to 256 GB (uses SIM 2 slot),64 GB,4 GB RAM,13 MP| f/2.2| phase detection autofocus| LED flash| ,16 MP| f/2.0,Yes,Yes,Yes with A-GPS,,No,Non-removable Li-Po 2850 mAh battery,350
Oppo,GSM / HSPA / LTE,Yes,Yes,143.5 x 71 x 7.3 mm (5.65 x 2.80 x 0.29 in),134,Dual SIM (Nano-SIM/ Micro-SIM| dual stand-by),5.0 inches (~67.6% screen-to-body ratio),Android 5.1 (Lollipop),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939v2 Snapdragon 616,Adreno 405,microSD  up to 256 GB (uses SIM 2 slot),16 GB,3 GB RAM,13 MP| f/2.2| phase detection autofocus| LED flash| ,"8 MP| f/2.0| 1/4"" sensor size| 1080p",Yes,Yes,Yes with A-GPS,,FM radio,Non-removable Li-Po 2500 mAh battery,230
Oppo,GSM / HSPA / LTE,Yes,Yes,142.7 x 71.7 x 7.6 mm (5.62 x 2.82 x 0.30 in),146,Dual SIM (Nano-SIM/ Micro-SIM),5.0 inches (~67.4% screen-to-body ratio),Android 5.1 (Lollipop),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes with A-GPS,,FM radio,Non-removable Li-Po 2400 mAh battery,240
Oppo,GSM / HSPA / LTE,Yes,Yes,142.7 x 71.7 x 7.6 mm (5.62 x 2.82 x 0.30 in),141,Dual SIM (Nano-SIM/ Micro-SIM),5.0 inches (~67.4% screen-to-body ratio),Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A7 - 3G model,Mediatek MT6582 - 3G model,Mali-400MP2,microSD (dedicated slot)  up to 256 GB (LTE model)  32 GB (3G model),16 GB,1 GB RAM,8 MP| f/2.0| autofocus| LED flash,5 MP| f/2.4,Yes,Yes,Yes with A-GPS,,FM radio,Non-removable Li-Po 2420 mAh battery,140
Oppo,GSM / HSPA / LTE,Yes,Yes,151.8 x 75.4 x 7 mm (5.98 x 2.97 x 0.28 in),155,Dual SIM (Nano-SIM/ Micro-SIM| dual stand-by),5.5 inches (~72.9% screen-to-body ratio),Android 5.1 (Lollipop),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 256 GB (uses SIM 2 slot),32 GB,4 GB RAM,13 MP| f/2.2| phase detection autofocus| LED flash| ,8 MP| f/2.4,Yes,Yes,Yes with A-GPS,,No,Non-removable Li-Po 3070 mAh battery,260
Oppo,GSM / HSPA / LTE,Yes,Yes,143 x 71 x 6.3 mm (5.63 x 2.80 x 0.25 in),147,Dual SIM (Nano-SIM/ Micro-SIM| dual stand-by),5.0 inches (~67.9% screen-to-body ratio),Android 5.1 (Lollipop),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 256 GB (uses SIM 2 slot),16 GB,2 GB RAM,13 MP| Schneider-Kreuznach optics| phase detection autofocus| LED flash,8 MP,Yes,Yes,Yes with A-GPS GLONASS,,No,Non-removable Li-Po 2320 mAh battery,250
Oppo,GSM / HSPA / LTE,Yes,Yes,148.9 x 74.5 x 4.9 mm (5.86 x 2.93 x 0.19 in),155,Micro-SIM,5.2 inches (~67.2% screen-to-body ratio),Android 4.4.4 (KitKat),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,No,32 GB,3 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,No,Yes with A-GPS GLONASS,,No,Non-removable Li-Po 2000 mAh battery,200
Oppo,GSM / HSPA / LTE,Yes,Yes,143.4 x 71.2 x 7.7 mm (5.65 x 2.80 x 0.30 in),160,Dual SIM (Nano-SIM/ Micro-SIM| dual stand-by),5.0 inches (~67.5% screen-to-body ratio),Android 5.1 (Lollipop),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes with A-GPS,,FM radio,Non-removable Li-Po 2420 mAh battery,220
Oppo,GSM / HSPA,Yes,Yes,132.8 x 66.6 x 9 mm (5.23 x 2.62 x 0.35 in),135,Dual SIM (Micro-SIM| dual stand-by),4.5 inches (~63.1% screen-to-body ratio),Android 4.4 (KitKat),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Po 2000 mAh battery,130
Oppo,GSM / HSPA / LTE,Yes,Yes,158 x 82 x 7.8 mm (6.22 x 3.23 x 0.31 in),192,Dual SIM (Nano-SIM/ Micro-SIM| dual stand-by),6.0 inches (~76.6% screen-to-body ratio),Android 5.1.1 (Lollipop),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 256 GB (uses SIM 2 slot),32 GB,3 GB RAM,13 MP| f/2.2| Schneider-Kreuznach optics| laser autofocus| dual-LED flash| ,8 MP| f/2.4,Yes,Yes,Yes with A-GPS GLONASS,,No,Non-removable Li-Po 4100 mAh battery,430
Oppo,GSM / HSPA / LTE,Yes,Yes,143 x 71 x 6.3 mm (5.63 x 2.80 x 0.25 in),147,Dual SIM (Nano-SIM/ Micro-SIM| dual stand-by),5.0 inches (~66.7% screen-to-body ratio),Android 4.4.2 (KitKat),Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 256 GB (uses SIM 2 slot),16 GB,3 GB RAM,13 MP| f/2.2| Schneider-Kreuznach optics| phase detection autofocus| LED flash| ,8 MP| f/2.4,Yes,Yes,Yes with A-GPS GLONASS,,No,Non-removable Li-Po 2320 mAh battery,360
Oppo,GSM / HSPA,Yes,Yes,131.9 x 65.5 x 8 mm (5.19 x 2.58 x 0.31 in),135,Dual SIM (Nano-SIM/ Micro-SIM),4.5 inches (~64.6% screen-to-body ratio),Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 32 GB (dedicated slot),8/16 GB,1 GB RAM,8 MP| f/2.0| autofocus| LED flash,2 MP,Yes,Yes,Yes with A-GPS,,FM radio,Non-removable Li-Po 2000 mAh battery,70
Oppo,GSM / HSPA / LTE,Yes,Yes,131.9 x 65.5 x 8 mm (5.19 x 2.58 x 0.31 in),135,Dual SIM (Nano-SIM/ Micro-SIM),4.5 inches (~64.6% screen-to-body ratio),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 256 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes with A-GPS,,FM radio,Non-removable Li-Po 2000 mAh battery,160
Oppo,GSM / HSPA,Yes,Yes,124 x 63 x 9.9 mm (4.88 x 2.48 x 0.39 in),125,Dual SIM (Mini-SIM/ Micro-SIM),4.0 inches (~58.3% screen-to-body ratio),Android 4.4 (KitKat),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,3.15 MP| LED flash,VGA,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 1700 mAh battery,100
Oppo,GSM / HSPA / LTE,Yes,Yes,137.7 x 68.8 x 8.9 mm (5.42 x 2.71 x 0.35 in),130,Dual SIM (Micro-SIM/Nano-SIM| dual stand-by),4.7 inches (~64.3% screen-to-body ratio),Android 4.4 (KitKat),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 256 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Po 2000 mAh battery,270
Oppo,GSM / LTE,Yes,Yes,131.9 x 65.5 x 8 mm (5.19 x 2.58 x 0.31 in),135,Dual SIM (Nano-SIM/ Micro-SIM| dual stand-by),4.5 inches (~64.6% screen-to-body ratio),Android 4.4 (KitKat),Quad-core 1.2 GHz Cortex-A53,Qualcomm MSM8916 Snapdragon 410,Adreno 306,microSD  up to 256 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes with A-GPS,,To be confirmed,Non-removable Li-Ion 2000 mAh battery,150
Oppo,GSM / HSPA / LTE,Yes,Yes,140.6 x 70.1 x 6.8 mm (5.54 x 2.76 x 0.27 in),130,Dual SIM (Micro-SIM/Nano-SIM| dual stand-by),5.0 inches (~69.9% screen-to-body ratio),Android 4.4 (KitKat),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,microSD  up to 256 GB (uses SIM 2 slot),16 GB,2 GB RAM,13 MP| autofocus| LED flash| ,5 MP,Yes,Yes,Yes with A-GPS GLONASS,,FM radio,Non-removable Li-Po 2420 mAh battery,340
Oppo,GSM / HSPA / LTE,Yes,Yes,148.9 x 74.5 x 4.9 mm (5.86 x 2.93 x 0.19 in),155,Micro-SIM,5.2 inches (~67.5% screen-to-body ratio),Android 4.4.4 (KitKat),Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53),Qualcomm MSM8939 Snapdragon 615,Adreno 405,No,16 GB,2 GB RAM,13 MP| f/2.0| autofocus| LED flash| ,5 MP| f/2.5,Yes,No,Yes with A-GPS GLONASS,,No,Non-removable Li-Po 2000 mAh battery,400
Oppo,GSM / HSPA / LTE,Yes,Yes,161.2 x 77 x 9.9 mm (6.35 x 3.03 x 0.39 in),192,Dual SIM (Nano-SIM/ Micro-SIM),5.5 inches (~66.5% screen-to-body ratio),Android 4.4.4 (KitKat),Quad-core 2.3 GHz Krait 400,Qualcomm MSM8974AA Snapdragon 801,Adreno 330,microSD  up to 256 GB (uses SIM 2 slot),32 GB,2 GB RAM,16 MP (Schneider Kreuznach certified)| autofocus| dual-LED flash| ,16 MP| autofocus| LED flash,Yes,Yes,Yes with A-GPS GLONASS,Yes,No,Non-removable Li-Po 3000 mAh battery,550
Oppo,GSM / HSPA / LTE,Yes,Yes,142.7 x 70.4 x 7.1 mm (5.62 x 2.77 x 0.28 in),140,Micro-SIM,5.0 inches (~68.6% screen-to-body ratio),Android 4.3 (Jelly Bean),Quad-core 1.6 GHz Cortex-A7,Qualcomm Snapdragon 400,Adreno 305,No,16 GB,1 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes with A-GPS,,Stereo FM radio| RDS,Non-removable Li-Ion 2410 mAh battery,290
Oppo,GSM / HSPA,Yes,Yes,132 x 65.8 x 9.2 mm (5.20 x 2.59 x 0.36 in),128,Dual SIM (Mini-SIM/ Micro-SIM),4.5 inches (~64.2% screen-to-body ratio),Android 4.2.1 (Jelly Bean),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 1900 mAh battery,130
Oppo,GSM / HSPA,Yes,Yes,137 x 68 x 7.7 mm (5.39 x 2.68 x 0.30 in),128,Dual SIM (Mini-SIM/ Micro-SIM| dual stand-by),4.7 inches (~65.4% screen-to-body ratio),Android 4.2.2 (Jelly Bean),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582M,Mali-400MP2,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Po 2000 mAh battery,240
Oppo,GSM / HSPA,Yes,Yes,-,,Dual SIM (dual stand-by),4.7 inches,Android 4.2.1 (Jelly Bean),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582M,Mali-400MP2,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 1900 mAh battery,200
Oppo,GSM / HSPA,Yes,Yes,124 x 63 x 9.9 mm (4.88 x 2.48 x 0.39 in),125,Dual SIM (Mini-SIM/ Micro-SIM),4.0 inches (~58.3% screen-to-body ratio),Android 4.2.1 (Jelly Bean),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,3.15 MP| LED flash,VGA,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 1700 mAh battery,100
Oppo,GSM / HSPA / LTE,Yes,Yes,132 x 65.8 x 9.2 mm (5.20 x 2.59 x 0.36 in),132.5,Micro-SIM,4.5 inches (~64.2% screen-to-body ratio),Android 4.3 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Qualcomm Snapdragon 400,Adreno 305,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,5 MP| LED flash,2 MP,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 1900 mAh battery,140
Oppo,GSM / HSPA / LTE,Yes,Yes,148.4 x 72.2 x 9.2 mm (5.84 x 2.84 x 0.36 in),150,Micro-SIM,5.0 inches (~64.3% screen-to-body ratio),Android 4.3 (Jelly Bean),Quad-core 1.6 GHz Cortex-A7,Qualcomm Snapdragon 400,Adreno 305,No,16 GB,2 GB RAM,13 MP| autofocus| LED flash,13 MP| autofocus| LED flash,Yes,Yes,Yes with A-GPS,,No,Non-removable Li-Ion 2140 mAh battery,330
Oppo,GSM / LTE,Yes,Yes,142.3 x 70.4 x 6.3 mm (5.60 x 2.77 x 0.25 in),140,Micro-SIM,5.0 inches (~68.8% screen-to-body ratio),Android 4.3 (Jelly Bean),Quad-core 1.6 GHz Cortex-A7,Qualcomm Snapdragon 400,Adreno 305,microSD  up to 256 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes with A-GPS,,Stereo FM radio| RDS,Non-removable Li-Ion 2410 mAh battery,270
Oppo,GSM / HSPA / LTE,Yes,Yes,152.6 x 75 x 9.2 mm (6.01 x 2.95 x 0.36 in),171,Micro-SIM,5.5 inches (~72.9% screen-to-body ratio),Android 4.3 (Jelly Bean),Quad-core 2.5 GHz Krait 400,Qualcomm MSM8974AC Snapdragon 801,Adreno 330,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,13 MP| f/2.0| autofocus| dual-LED flash| ,5 MP| f/2.0,Yes with stereo speakers,Yes,Yes with A-GPS,Yes,No,Removable Li-Po 3000 mAh battery,440
Oppo,GSM / HSPA / LTE,Yes,Yes,152.6 x 75 x 9.2 mm (6.01 x 2.95 x 0.36 in),170,Micro-SIM,5.5 inches (~72.9% screen-to-body ratio),Android 4.3 (Jelly Bean),Quad-core 2.3 GHz Krait 400,Qualcomm MSM8974AB Snapdragon 801,Adreno 330,microSD  up to 256 GB (dedicated slot),16 GB,2 GB RAM,13 MP| f/2.0| autofocus| dual-LED flash| ,5 MP| f/2.0,Yes,Yes,Yes with A-GPS,Yes,No,Removable Li-Po 2800 mAh battery,370
Oppo,GSM / HSPA,Yes,Yes,132 x 65.8 x 9.2 mm (5.20 x 2.59 x 0.36 in),130,Single SIM or Dual SIM (dual stand-by),4.5 inches (~66.4% screen-to-body ratio),Android 4.2.1 (Jelly Bean),Dual-core 1.3 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP,2 MP,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 1900 mAh battery,160
Oppo,GSM,Yes,Yes,142.7 x 70.4 x 7.1 mm (5.62 x 2.77 x 0.28 in),140,Dual SIM (Micro-SIM| dual stand-by),5.0 inches (~68.6% screen-to-body ratio),Android 4.2.1 (Jelly Bean),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,No,16 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes with A-GPS,,Stereo FM radio| RDS,Non-removable Li-Ion 2410 mAh battery,300
Oppo,GSM / HSPA,Yes,Yes,170.7 x 82.6 x 9 mm (6.72 x 3.25 x 0.35 in),213,Micro-SIM,5.9 inches (~68.1% screen-to-body ratio),Android 4.2 (Jelly Bean),Quad-core 1.7 GHz Krait 300,Qualcomm Snapdragon 600,Adreno 320,No,16/32 GB,2 GB RAM,13 MP| autofocus| dual-LED flash| ,13 MP| autofocus| LED flash,Yes,Yes,Yes with A-GPS,Yes,No,Non-removable Li-Ion 3610 mAh battery,430
Oppo,GSM / HSPA,Yes,Yes,136.5 x 68 x 7.3 mm (5.37 x 2.68 x 0.29 in),110,Dual SIM (Micro-SIM| dual stand-by),4.7 inches (~65.6% screen-to-body ratio),Android 4.2.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,No,16 GB,1 GB RAM,8 MP| autofocus| LED flash| ,1.9 MP,Yes,Yes,Yes with A-GPS,,Stereo FM radio| RDS,Non-removable Li-Ion 2000 mAh battery,250
Oppo,GSM / HSPA,Yes,Yes,141.8 x 68.8 x 8.9 mm (5.58 x 2.71 x 0.35 in),165,Micro-SIM,5.0 inches (~70.6% screen-to-body ratio),Android 4.1 (Jelly Bean),Quad-core 1.5 GHz Krait,Qualcomm APQ8064 Snapdragon S4 Pro,Adreno 320,No,16/32 GB,2 GB RAM,13 MP| autofocus| LED flash| ,1.9 MP,Yes,Yes,Yes with A-GPS,Yes,No,Non-removable Li-Ion 2500 mAh battery,540
Oppo,GSM,Yes,Yes,127 x 63.7 x 9 mm (5.0 x 2.51 x 0.35 in),113,Micro-SIM,4.5 inches (~69.0% screen-to-body ratio),Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6517,PowerVR SGX531u,No,16 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Yes with A-GPS,,No,Non-removable Li-Ion 2020 mAh battery,280
Oppo,GSM,Yes,Yes,112.8 x 55.5 x 14.3 mm (4.44 x 2.19 x 0.56 in),102.5,Yes,3.0 inches (~42.8% screen-to-body ratio),Android 4.0.4 (Ice Cream Sandwich),1.0 GHz Cortex-A9,Mediatek MT6515,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),4 GB (2 GB user available),512 MB RAM,3.15 MP,No,Yes,Yes,,,No,Li-Ion 1100 mAh battery,320
Oppo,GSM / HSPA,Yes,Yes,123 x 63.5 x 9.9 mm (4.84 x 2.5 x 0.39 in),,Dual SIM (Mini-SIM| dual stand-by),4.0 inches (~58.3% screen-to-body ratio),Android 4.2 (Jelly Bean),Dual-core 1.2 GHz Cortex-A7,Mediatek MT6572,Mali-400,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,3.15 MP,VGA,Yes,Yes,Yes with A-GPS,,FM radio,Removable Li-Ion 1700 mAh battery,290
Oppo,GSM,Yes,Yes,115.2 x 61.5 x 10.9 mm (4.54 x 2.42 x 0.43 in),119,Dual SIM (Mini-SIM| dual stand-by),3.5 inches (~51.5% screen-to-body ratio),Android 4.0.4 (Ice Cream Sandwich),1.0 GHz Cortex-A9,Mediatek MT6515,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,3.15 MP| autofocus,Yes,Yes,Yes,Yes with A-GPS,,No,Removable Li-Ion 1520 mAh battery,150
Oppo,GSM / HSPA,Yes,Yes,131.5 x 67 x 10.5 mm (5.18 x 2.64 x 0.41 in),160,Yes,4.5 inches (~63.4% screen-to-body ratio),Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6577,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| LED flash,VGA,Yes,Yes,Yes with A-GPS,,No,Li-Ion 3150 mAh battery,100
Oppo,GSM / HSPA,Yes,Yes,123 x 63 x 9.7 mm (4.84 x 2.48 x 0.38 in),125,Dual SIM (Mini-SIM| dual stand-by),4.0 inches (~58.8% screen-to-body ratio),Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6577,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| LED flash,VGA,Yes,Yes,Yes with A-GPS,,No,Li-Ion 1710 mAh battery,100
Oppo,GSM / HSPA,Yes,Yes,129.6 x 66.7 x 9.8 mm (5.10 x 2.63 x 0.39 in),141.5,Mini-SIM,4.3 inches (~60.9% screen-to-body ratio),Android 4.2.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes with A-GPS,,No,Removable Li-Ion 1700 mAh battery,100
Oppo,GSM / HSPA,Yes,Yes,125 x 66 x 6.7 mm (4.92 x 2.60 x 0.26 in),125,Micro-SIM,4.3 inches (~63.8% screen-to-body ratio),Android 4.0.4 (Ice Cream Sandwich),Dual-core 1.5 GHz Krait,,,No,16 GB,1 GB RAM,8 MP| autofocus| dual-LED flash,1.3 MP,Yes,Yes,Yes with A-GPS,,,Non-removable Li-Ion 1500 mAh battery,100
Oppo,GSM / HSPA,Yes,Yes,123 x 64 x 9.7 mm (4.84 x 2.52 x 0.38 in),130,Yes,4.0 inches (~57.9% screen-to-body ratio),Android 2.3 (Gingerbread),1.0 GHz Cortex-A9,Mediatek MT6575,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes with A-GPS,,No,Li-Ion 1710 mAh battery,80
Orange,GSM / HSPA,Yes,Yes,123 x 63 x 10 mm (4.84 x 2.48 x 0.39 in),117,Micro-SIM,4.0 inches (~58.1% screen-to-body ratio),Android 2.3.7 (Gingerbread)| upgradable to 4.0.4 (Ice Cream Sandwich),1.6 GHz,Intel Atom Z2460,PowerVR SGX540,No,16 GB (12 GB user available),1 GB RAM,8 MP| autofocus| LED flash,Yes,Yes,Yes,Yes with A-GPS,Yes,No,Removable Li-Ion battery,190
Orange,GSM / HSPA,Yes,Yes,117 x 58.5 x 10.6 mm (4.61 x 2.30 x 0.42 in),120,Mini-SIM,3.5 inches (~50.9% screen-to-body ratio),Android 2.3 (Gingerbread),800 MHz,,,microSD  up to 16 GB (dedicated slot),,512 MB RAM,5 MP| autofocus| LED flash,Yes,Yes,Yes,Yes with A-GPS,,Stereo FM radio| RDS,Removable Li-Ion battery,120
Palm,GSM / HSPA,Yes,Yes,100.7 x 59.6 x 16.9 mm (3.96 x 2.35 x 0.67 in),145,Mini-SIM,3.1 inches (~47.7% screen-to-body ratio),HP webOS 2.0,1.0 GHz,,,No,16 GB,512 MB RAM,5 MP| LED flash,No,Yes,Yes,Yes with A-GPS,,,Removable Li-Ion battery,260
Palm,CDMA / EVDO,No,No,100.7 x 59.6 x 16.9 mm (3.96 x 2.35 x 0.67 in),145,Mini-SIM,3.1 inches (~47.7% screen-to-body ratio),HP webOS 2.0,1.0 GHz,,,No,16 GB,512 MB RAM,5 MP| LED flash,No,Yes,Yes,Yes with A-GPS,,,Removable Li-Ion battery,210
Palm,GSM / HSPA,Class 10,Class 10,111 x 55 x 10.9 mm (4.37 x 2.17 x 0.43 in),92.5,Mini-SIM,2.63 inches (~35.7% screen-to-body ratio),Palm webOS,600 MHz ARM 11,Qualcomm MSM7627,Adreno 200,No,8 GB,,2 MP| LED flash,No,Yes,Yes,Yes with A-GPS,,No,Removable Li-Ion 1150 mAh battery,210
Palm,GSM / HSPA,Class 10,Class 10,100.5 x 59.5 x 16.9 mm (3.96 x 2.34 x 0.67 in),138,Mini-SIM,3.1 inches (~47.9% screen-to-body ratio),Palm webOS 1.3.5,600 MHz Cortex-A8,,PowerVR SGX,No,16 GB,512 MB RAM,3.15 MP| enhanced fixed focus| LED flash,No,Yes,Yes,Yes with A-GPS,,No,Removable Li-Ion 1150 mAh battery,170
Palm,GSM / HSPA,Class 10,Class 10,111 x 55 x 10.9 mm (4.37 x 2.17 x 0.43 in),99.5,Mini-SIM,2.63 inches (~35.7% screen-to-body ratio),Palm webOS,600 MHz ARM 11,Qualcomm MSM7627,Adreno 200,No,8 GB,,2 MP| LED flash,No,Yes,Yes,Yes with A-GPS,,No,Removable Li-Ion 1150 mAh battery,120
Palm,GSM / HSPA,Class 10,Class 10,100.5 x 59.5 x 16.9 mm (3.96 x 2.34 x 0.67 in),133,Mini-SIM,3.1 inches (~47.9% screen-to-body ratio),Palm webOS,600 MHz Cortex-A8,,PowerVR SGX,No,8 GB,256 MB RAM,3.15 MP| enhanced fixed focus| LED flash| ,No,Yes,Yes,Yes,,No,Removable Li-Ion 1150 mAh battery,180
Palm,GSM / HSPA,Class 10,Yes,114 x 60 x 13.4 mm (4.49 x 2.36 x 0.53 in),133,Mini-SIM,2.5 inches (~29.5% screen-to-body ratio),Microsoft Windows Mobile 6.1 Professional,528 MHz ARM 11,Qualcomm MSM7201,Adreno 130,microSD  up to 8 GB (dedicated slot),100 MB,128 MB RAM,2 MP,No,Yes,Yes,Yes,,No,Removable Li-Ion 1500 mAh battery,70
Palm,GSM,Class 10,Class 10,107.2 x 53.5 x 18.6 mm (4.22 x 2.11 x 0.73 in),124,Mini-SIM,2.25 inches (~28.5% screen-to-body ratio),Palm OS 5.4.9,32-bit Intel XScale PXA270 312 MHz,,,microSD  up to 4 GB (dedicated slot),64 MB,,1.3 MP,No,Yes,No,No,,No,Removable Li-Ion 1150 mAh battery,70
Palm,GSM / UMTS,Class 10,No,110 x 61.5 x 16.5 mm (4.33 x 2.42 x 0.65 in),120,Mini-SIM,2.4 inches (~26.4% screen-to-body ratio),Microsoft Windows Mobile 6.0 Standard Edition,32-bit Intel XScale PXA270 312 MHz,,,microSD (dedicated slot),150 MB,,2 MP,No,Yes,No,No,,No,Removable Li-Ion 1200 mAh battery,90
Palm,GSM / HSPA,Class 10,Yes,111 x 58 x 22 mm (4.37 x 2.28 x 0.87 in),154,Mini-SIM,2.5 inches (~31.3% screen-to-body ratio),Microsoft Windows Mobile 5.0 PocketPC,300 MHz Samsung,,,miniSD  up to 2 GB,60 MB,,1.3 MP,No,Yes,No,No,,No,Removable Li-Ion 1200 mAh battery,80
